time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
13:25:56,1500.0,-35.3632621,149.1652375,3.0,-0.5,0.5,0.0,0.0,1.5,-1000.0,0.0,1.0,0.5,AUTO,-0.00076573301339522,0.0010525750112719834,0.021405549719929695,0.00029569666367024183,0.0002330384450033307,0.0014905355055816472
13:25:57,95343.0,-35.3632621,149.1652375,2.0,0.0,0.0,0.0,0.0,1.25,-1000.0,0.0,0.25,0.5,AUTO,-0.0006119574682088569,0.0012450589856598526,0.02118763653561473,0.00034622578823473305,0.00033888209145516157,0.0014527597231790423
13:25:58,95343.0,-35.3632621,149.16523745,0.5,0.0,0.0,0.0,0.0,1.5,-1000.0,0.0,1.0,0.5,AUTO,-0.0003528176748659462,0.0015247471164911985,0.020946189761161804,0.00030200323089957237,0.0003193047596141696,0.0014163265004754066
13:26:00,95343.0,-35.3632621,149.1652375,911.5,0.5,2.5,-122.5,0.0,0.0,-1062.0,21.5,-1.5,1.0,AUTO,0.012399044760968536,3.9298960473388433e-05,0.020489918068051338,0.020759639097377658,-0.0025008911034092307,0.0017596147954463959
13:26:01,45747.0,-35.363261824999995,149.1652386,2361.0,4.25,26.25,-147.5,0.5,-4.5,-1000.25,27.5,0.5,-10.25,AUTO,0.04941172059625387,-0.006305631948634982,0.012978444574400783,0.02726909425109625,-0.0005621491000056267,-0.009539194172248244
13:26:02,45747.0,-35.36326115,149.16524305000002,3879.5,4.5,44.5,-146.5,3.5,-9.0,-998.5,-82.5,45.5,-78.5,AUTO,0.0032176487147808075,0.017564836889505386,-0.05810067430138588,-0.08348916750401258,0.04476502281613648,-0.07856271229684353
13:26:04,45747.0,-35.3632613,149.16524285,6939.5,-0.5,-50.0,-148.5,-6.0,9.5,-1002.0,60.0,8.0,2.0,AUTO,-0.03320026630535722,-0.009551458992064,-0.08725572377443314,0.060125239193439484,0.00805000396212563,0.0025617089704610407
13:26:05,300000.0,-35.363261324999996,149.165236775,8491.75,-1.25,-45.75,-151.5,-7.0,11.25,-1003.75,64.0,13.5,3.75,AUTO,0.03044157847762108,0.0033053704246412963,-0.0851425938308239,0.06404293980449438,0.01318005844950676,0.004606483853422105
13:26:06,300000.0,-35.36326175,149.16523439999997,10051.5,-7.5,4.0,-150.0,0.0,0.5,-998.5,-24.5,-3.5,-7.0,AUTO,0.045825705863535404,0.00904529239051044,-0.08688101917505264,-0.025456909090280533,-0.0045797862112522125,-0.007165199611335993
13:26:08,300000.0,-35.36326255,149.16523675000002,13142.5,2.0,1.0,-151.0,0.0,-0.5,-1000.5,13.0,6.0,-23.5,AUTO,-0.01118848449550569,-0.005278044613078237,-0.11381295695900917,0.012797349132597446,0.0055549993412569165,-0.023654798045754433
