time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,VFR_HUD_alt,RTL_ALT,EK2_ALT_SOURCE
10:29:22,0.001878931390820071,0.001588425482623279,-0.12136358581483364,0.00015299706137739122,0.0008095379744190723,0.0077716236701235175,624845.0,-35.3632621,149.165237525,40899.5,-0.5,0.25,-153.0,0.0,0.0,-999.5,1.75,1.75,7.25,AUTO,624.8449859619141,1500.0,0.0
10:29:40,0.05944241334994634,-0.06413736070195834,0.4832831025123596,0.16523188259452581,0.0439427417392532,-0.013992252138753733,633966.6666666666,-35.363059416666665,149.1653364166667,50021.833333333336,406.6666666666667,172.16666666666666,-1.0,-91.16666666666667,-49.666666666666664,-999.0,167.16666666666666,44.666666666666664,-13.333333333333334,AUTO,633.9666341145834,1500.0,0.0
10:31:06,0.0016494755982421339,0.00486138416454196,0.3971322476863861,-0.7835147827863693,0.0024238846090156585,-0.002318356331670657,593370.0,-35.36326105,149.1652353,9426.25,-12.0,23.5,34.25,1.25,-44.5,-991.0,-787.5,3.75,-0.25,RTL,593.3699951171875,1500.0,0.0
10:31:16,0.0013582253130152821,0.0009403281728737056,0.39608255624771116,0.7530192494392395,-0.0019242100417613984,0.0028979722410440445,592484.0,-35.3632624,149.16523854,8537.6,1.0,-7.4,38.4,0.0,46.2,-983.6,759.6,-0.4,4.4,RTL,592.483984375,1500.0,0.0
10:31:22,-0.0009137927554547787,-6.363222928484902e-05,0.3961713711420695,0.5959608623137077,0.0006508916267193854,0.0020123685244470835,590406.6666666666,-35.36326258333333,149.16523878333334,6459.5,3.0,-10.333333333333334,33.166666666666664,-0.6666666666666666,29.166666666666668,-1001.1666666666666,598.8333333333334,2.0,3.5,RTL,590.4066569010416,1500.0,0.0
