,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
05:05:58.220,8127.0,1.0,2.0,-10.0,0.25,0.0,0.0,0.0,430.0,1.0,0.1,50.0,50.0,713.0,0.0
05:06:02.247,200.0,0.0,0.0,7.3,0.25,2.4,0.0,0.0,810.0,1.0,0.1,50.0,50.0,177.0,0.0
05:06:06.267,127852.0,0.7,0.8,10.1,0.25,1.8,0.0,32000.0,760.0,1.0,0.1,50.0,50.0,382.0,0.0
05:06:10.298,300000.0,0.0,2.0,6.4,0.25,1.5,0.0,32000.0,530.0,1.0,0.1,50.0,50.0,0.0,0.0
05:06:14.329,300000.0,1.1,0.1,-5.0,0.25,0.0,0.0,24428.0,320.0,1.0,0.1,50.0,50.0,856.0,0.0
05:06:18.367,208718.0,0.4,1.3,-4.7,0.25,5.1,0.0,0.0,860.0,1.0,0.1,50.0,50.0,317.0,0.0
05:06:22.386,69740.0,0.5,0.9,-3.9,0.25,1.9,0.0,22298.0,640.0,1.0,0.1,50.0,50.0,907.0,0.0
05:06:26.410,119437.0,0.5,0.4,-10.0,0.25,3.8,0.0,16713.0,410.0,1.0,0.1,50.0,50.0,818.0,0.0
05:06:30.454,137020.0,0.0,0.0,-10.0,0.25,5.1,0.0,0.0,430.0,1.0,0.1,50.0,50.0,437.0,0.0
05:06:34.482,232958.0,0.4,0.0,10.1,0.25,5.1,0.0,4454.0,260.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:06:38.514,300000.0,1.1,0.0,-8.2,0.25,2.7,0.0,32000.0,300.0,1.0,0.1,50.0,50.0,717.0,0.0
05:06:42.063,300000.0,0.5,2.0,-5.3,0.25,1.1,0.0,19634.0,1000.0,1.0,0.1,50.0,50.0,742.0,0.0
05:06:46.075,200.0,1.1,1.7,-10.0,0.25,3.4,0.0,24583.0,670.0,1.0,0.1,50.0,50.0,0.0,0.0
05:06:50.100,246051.0,0.9,0.0,-7.4,0.25,5.1,0.0,1433.0,770.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:06:54.132,248786.0,0.8,1.1,-1.7,0.25,0.3,0.0,13240.0,540.0,1.0,0.1,50.0,50.0,859.0,0.0
05:06:58.153,24380.0,0.0,2.0,4.4,0.25,0.0,0.0,14990.0,460.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:07:02.167,200.0,1.0,1.1,9.4,0.25,2.6,0.0,24461.0,60.0,1.0,0.1,50.0,50.0,177.0,0.0
05:07:06.190,179451.0,1.1,0.1,-1.9,0.25,4.5,0.0,13639.0,710.0,1.0,0.1,50.0,50.0,36.0,0.0
05:07:10.221,300000.0,0.0,0.1,-1.2,0.25,2.8,0.0,16930.0,1000.0,1.0,0.1,50.0,50.0,158.0,0.0
05:07:14.270,300000.0,0.0,0.7,10.1,0.25,2.8,0.0,29315.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0
05:07:18.297,163253.0,0.0,2.0,1.6,0.25,3.3,0.0,14561.0,710.0,1.0,0.1,50.0,50.0,292.0,0.0
05:07:22.325,254976.0,0.7,1.5,-2.6,0.25,0.0,0.0,31241.0,900.0,1.0,0.1,50.0,50.0,764.0,0.0
05:07:26.358,300000.0,0.5,0.0,10.1,0.25,0.0,0.0,18334.0,230.0,1.0,0.1,50.0,50.0,1000.0,0.0
05:07:30.388,219986.0,0.9,2.0,-10.0,0.25,4.9,0.0,25711.0,300.0,1.0,0.1,50.0,50.0,649.0,0.0
05:07:34.405,81177.0,0.3,1.7,-4.2,0.25,5.1,0.0,20074.0,700.0,1.0,0.1,50.0,50.0,685.0,0.0
05:07:38.428,85917.0,0.5,1.2,6.3,0.25,4.3,0.0,0.0,0.0,1.0,0.1,50.0,50.0,244.0,0.0
05:07:42.459,173786.0,0.2,1.7,-8.9,0.25,1.1,0.0,24554.0,190.0,1.0,0.1,50.0,50.0,256.0,0.0
05:07:46.495,284694.0,1.1,1.2,10.1,0.25,4.0,0.0,25339.0,1000.0,1.0,0.1,50.0,50.0,394.0,0.0
