time_stamp,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
16:25:05,-35.363260350000004,149.165233575,33739.0,-19.25,37.25,99.5,RTL,0.019109607441350818,0.001841956313000992,0.44939470291137695,0.5721677541732788,0.002021638589212671,0.0013775583065580577,0.0,58.25,-994.0,584.25,2.75,3.0,1500.0
16:25:07,-35.3632603,149.1652336,31904.0,-18.0,32.0,100.0,RTL,0.02668517827987671,0.00032899880898185074,0.4495481550693512,-1.1071544885635376,-0.0027672178111970425,0.0015061553567647934,0.0,-86.0,-871.0,-1113.0,-1.0,3.0,1500.0
16:25:11,-35.36326215,149.16523835,28024.5,-7.0,7.5,97.5,RTL,-0.026555417105555534,0.0037880715681239963,0.45029623806476593,0.6204915642738342,-0.00424056121846661,0.009429502533748746,3.6666666666666665,64.0,-1008.6666666666666,794.3333333333334,-5.333333333333333,8.0,1500.0
16:25:17,-35.36326303333333,149.16523966666668,21909.333333333332,9.666666666666666,-21.333333333333332,99.0,RTL,-0.023528204609950382,-0.0006883239451174935,0.4490979512532552,-1.2924589316050212,0.00010785270327081282,-0.0015362367266789079,0.0,-73.66666666666667,-1003.3333333333334,-1293.3333333333333,1.6666666666666667,0.6666666666666666,1500.0
16:25:21,-35.363261666666666,149.16523650000002,17951.333333333332,-2.0,2.0,96.66666666666667,RTL,0.030432017520070076,-0.001519482854443292,0.44964412848154706,1.2965833346048992,0.0013499751997490723,0.0008040057340015968,-0.6666666666666666,49.0,-1018.3333333333334,1298.6666666666667,3.0,3.0,1500.0
16:25:25,-35.36326211666667,149.1652381,14214.833333333334,-2.1666666666666665,-1.6666666666666667,100.66666666666667,RTL,0.005385607907858987,0.00022706342861056328,0.4495922327041626,1.428248922030131,0.0033594206324778497,0.008747261560832461,0.16666666666666666,65.33333333333333,-1018.1666666666666,1434.1666666666667,4.833333333333333,10.833333333333334,1500.0
16:25:27,-35.3632623,149.16523800000002,11693.333333333334,0.0,-5.333333333333333,102.0,RTL,0.020360351850589115,-0.002150757936760783,0.44955800970395404,1.0045026143391926,0.0013407023313144844,0.00829562513778607,-1.0,9.25,-1027.0,964.5,2.75,9.0,1500.0
16:25:34,-35.363261625,149.16523675000002,9854.25,-5.0,4.25,37.25,RTL,0.01537817670032382,0.0008936950325733051,0.44877704232931137,0.2776287253946066,-0.0006553545827046037,-0.0021327572176232934,0.75,-3.25,-995.25,276.5,1.0,0.25,1500.0
16:25:36,-35.363261720000004,149.16523706,9120.6,-4.6,3.6,34.8,RTL,0.007343490631319583,0.0002562944675446488,0.4486661911010742,0.3261346034705639,-0.0013115371111780405,0.0030844968277961016,0.6666666666666666,10.5,-1001.5,333.5,0.8333333333333334,4.166666666666667,1500.0
16:25:38,-35.36326196666666,149.1652374,8553.666666666666,-2.6666666666666665,2.3333333333333335,36.333333333333336,RTL,-0.012498359816769758,-0.0006680696654560355,0.4488554298877716,-0.35021230081717175,0.0008060469602545103,-0.0007393886335194111,0.3333333333333333,-1.0,-1005.6666666666666,-342.3333333333333,2.6666666666666665,1.3333333333333333,1500.0
