,A.RTL3
16:22:55.824,-1.0
16:22:56.025,-1.0
16:22:56.227,-1.0
16:22:56.429,-1.0
16:22:56.631,-1.0
16:22:56.833,-1.0
16:22:57.035,-1.0
16:22:57.236,-1.0
16:22:57.439,-1.0
16:22:57.641,-1.0
16:22:57.843,-1.0
16:22:58.044,-1.0
16:22:58.245,-1.0
16:22:58.448,-1.0
16:22:58.649,-1.0
16:22:58.851,-1.0
16:22:59.052,-1.0
16:22:59.255,-1.0
16:22:59.456,-1.0
16:22:59.660,-1.0
16:22:59.862,-1.0
16:23:00.063,-1.0
16:23:00.264,-1.0
16:23:00.466,-1.0
16:23:00.667,-1.0
16:23:00.868,-1.0
16:23:01.071,-1.0
16:23:01.272,-1.0
16:23:01.474,-1.0
16:23:01.676,-1.0
16:23:01.878,-1.0
16:23:02.079,-1.0
16:23:02.281,-1.0
16:23:02.483,-1.0
16:23:02.687,-1.0
16:23:02.895,-1.0
16:23:03.098,-1.0
16:23:03.301,-1.0
16:23:03.503,-1.0
16:23:03.705,-1.0
16:23:03.906,-1.0
16:23:04.107,-1.0
16:23:04.310,-1.0
16:23:04.513,-1.0
16:23:04.715,-1.0
16:23:04.916,-1.0
16:23:05.119,-1.0
16:23:05.320,-1.0
16:23:05.522,-1.0
16:23:05.724,-1.0
16:23:05.926,-1.0
16:23:06.128,-1.0
16:23:09.912,-1.0
16:23:10.115,-1.0
16:23:10.316,-1.0
16:23:10.519,-1.0
16:23:10.720,-1.0
16:23:10.921,-1.0
16:23:11.124,-1.0
16:23:11.327,-1.0
16:23:11.529,-1.0
16:23:11.734,-1.0
16:23:11.936,-1.0
16:23:12.139,-1.0
16:23:12.340,-1.0
16:23:12.542,-1.0
16:23:12.744,-1.0
16:23:12.946,-1.0
16:23:13.149,-1.0
16:23:13.352,-1.0
16:23:13.556,-1.0
16:23:13.757,-1.0
16:23:13.959,-1.0
16:23:14.160,-1.0
16:23:14.362,-1.0
16:23:14.566,-1.0
16:23:14.768,-1.0
16:23:14.971,-1.0
16:23:15.173,-1.0
16:23:15.375,-1.0
16:23:15.582,-1.0
16:23:15.784,-1.0
16:23:15.985,-1.0
16:23:16.186,-1.0
16:23:16.389,-1.0
16:23:16.591,-1.0
16:23:16.793,-1.0
16:23:16.995,-1.0
16:23:17.196,-1.0
16:23:17.399,-1.0
16:23:17.600,-1.0
16:23:17.801,-1.0
16:23:18.002,-1.0
16:23:18.205,-1.0
