,A.LOITER1
17:24:12.428,-1
17:24:12.630,-1
17:24:12.838,-1
17:24:13.044,-1
17:24:13.252,-1
17:24:13.457,-1
17:24:13.658,-1
17:24:13.863,-1
17:24:14.075,-1
17:24:14.278,-1
17:24:14.482,-1
17:24:14.683,-1
17:24:14.911,-1
17:24:15.117,-1
17:24:15.324,-1
17:24:15.531,-1
17:24:15.735,-1
17:24:15.957,-1
17:24:16.166,-1
17:24:16.372,-1
17:24:16.575,-1
17:24:16.789,-1
17:24:16.995,-1
17:24:17.197,-1
17:24:17.404,-1
17:24:17.610,-1
17:24:17.819,-1
17:24:18.023,-1
17:24:18.226,-1
17:24:18.428,-1
17:24:18.630,-1
17:24:18.834,-1
17:24:19.043,-1
17:24:19.249,-1
17:24:19.453,-1
17:24:19.657,-1
17:24:19.873,-1
17:24:20.085,-1
17:24:20.296,-1
17:24:20.513,-1
17:24:20.722,-1
17:24:20.926,-1
17:24:21.134,-1
17:24:21.337,-1
17:24:21.542,-1
17:24:21.763,-1
17:24:21.978,-1
17:24:22.183,-1
17:24:22.385,-1
17:24:22.592,-1
17:24:22.810,-1
17:24:23.013,-1
