,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
18:30:11.366,0.0,0.0,0.0,0.4,2.0,150.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.0,10.1,0.0,0.0,2.0,6.0
18:30:16.245,4589.0,0.0,0.0,0.5,1.5,0.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,3.8,0.0,170.0,2.0,2.0
18:30:21.404,11130.0,0.0,0.0,1.1,1.8,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.3,3.8,0.0,3.0,6.0
18:30:25.622,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.1,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.4,0.0,3.0,3.5
18:30:30.172,0.0,0.0,0.0,1.1,1.2,0.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,2.7,0.0,430.0,4.0,6.0
18:30:35.128,7007.0,0.0,0.0,0.4,0.6,830.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,9.6,0.0,0.0,2.0,3.5
18:30:43.137,32000.0,0.0,0.0,0.8,0.0,0.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,8.7,10.0,720.0,5.0,6.0
18:30:47.403,21371.0,0.0,0.0,0.4,2.0,820.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.8,3.2,161.0,2.5,4.5
18:30:53.111,22257.0,0.0,0.0,0.0,1.1,0.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.6,191.0,5.0,5.5
18:30:57.215,0.0,0.0,0.0,0.3,2.0,960.0,1.0,0.1,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,6.9,1.3,0.0,3.0,4.0
