time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,lat,lon,relative_alt,vx,vy,vz
18:12:30,-0.00037032133574636344,0.0011043841950595379,0.025825366843491793,0.0002497408737932953,0.0002647143677071047,0.0020621970179490745,0.0,1.0,-1000.0,0.0,0.0,0.6666666666666666,STABILIZE,1500.0,-35.3632622,149.1652375,0.0,-1.0,1.0,-0.5
18:12:36,-0.0005957139801466838,0.0009800161788007244,0.02345933113247156,0.00032296044810209423,0.0002648577210493386,0.001824557373765856,0.0,1.25,-1000.0,1.0,0.5,0.25,STABILIZE,1500.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
18:12:42,-0.0008644010910453895,0.0009907135778727631,0.021675963575641315,0.00023360789055004716,0.00023257830374253294,0.0015165809503135581,0.0,1.1666666666666667,-1000.0,0.5,0.16666666666666666,0.5,AUTO,1500.0,-35.3632622,149.1652375,0.6666666666666666,-1.0,1.0,0.0
18:12:44,-0.0008626580335355053,0.0011052193973834317,0.02132753375917673,0.0002957473528416206,0.0003064745687879622,0.001469902441992114,0.0,1.1666666666666667,-1000.0,0.3333333333333333,0.0,0.3333333333333333,AUTO,1500.0,-35.36326211666667,149.1652375,1.8333333333333333,-0.16666666666666666,0.16666666666666666,0.0
18:12:46,0.0002924856003119203,0.0014076597096088033,0.020838781880835693,0.004139126123239596,-0.0016332274147619803,0.0013511361903510988,0.0,1.1666666666666667,-1021.5,4.333333333333333,-1.1666666666666667,0.3333333333333333,AUTO,1500.0,-35.36326209999999,149.1652375,0.16666666666666666,0.0,0.0,-0.8333333333333334
18:12:48,0.019937304760484647,-0.0007284925377462059,0.02047831068436305,0.03202266692339132,-0.004638898147580524,0.001946541005357479,0.0,-0.6666666666666666,-1040.0,32.166666666666664,-3.5,1.1666666666666667,AUTO,1500.0,-35.363262033333335,149.16523766666666,1331.6666666666667,0.6666666666666666,7.0,-134.83333333333334
18:12:50,-0.02063995343632996,0.010758369462564588,-0.06057998724281788,-0.07725339631239574,0.0030786938344438872,-0.048834448059399925,3.1666666666666665,-8.5,-1001.8333333333334,-75.83333333333333,3.8333333333333335,-48.5,AUTO,1500.0,-35.363261,149.16524428333332,4348.666666666667,3.3333333333333335,36.666666666666664,-147.33333333333334
18:12:52,-0.016158985206857324,0.005673030954009543,-0.1051170142988364,0.06323252928753693,0.00663061102386564,-0.005515219609757575,-5.0,10.333333333333334,-1002.1666666666666,63.5,6.5,-5.666666666666667,AUTO,1500.0,-35.363261233333326,149.16524151666667,7424.5,-9.666666666666666,-50.833333333333336,-150.0
18:12:54,0.025699420172410708,-0.02320858898262183,-0.07260135499139626,-0.0488296786788851,-0.010116578390200933,0.018740875491251547,0.5,0.0,-998.8333333333334,-47.833333333333336,-9.333333333333334,18.5,AUTO,1500.0,-35.36326325,149.1652357,10391.666666666666,0.3333333333333333,6.5,-150.16666666666666
18:13:00,0.004393951967358589,0.017007531598210335,-0.1518612802028656,0.02187119796872139,0.0007987646386027336,-0.018863249570131302,-3.0,0.0,-1000.0,22.0,1.0,-19.0,AUTO,1500.0,-35.3632607,149.1652357,13689.0,5.0,-9.0,-153.0
18:13:01,0.0121604367159307,0.01104156079236418,-0.16060442849993706,-0.0025339163839817047,-0.008323637419380248,-0.0033294595195911825,0.25,0.25,-999.5,-1.75,-7.0,-3.0,AUTO,1500.0,-35.363260775,149.1652351,15459.25,-7.25,2.5,-152.0
18:13:03,0.0011893963674083352,0.0006844872259534895,-0.19286952912807465,-0.0008878169464878738,0.0025261384434998035,-0.02386758103966713,1.0,0.0,-1000.0,0.0,3.0,-24.0,AUTO,1500.0,-35.3632619,149.1652362,19171.0,-4.0,5.0,-153.0
18:13:05,0.0032982595264911653,0.002551512140780687,-0.22757031321525573,0.0018141071312129497,0.0016276819980703295,-0.02267703115940094,0.0,0.0,-999.8,2.2,1.6,-22.2,AUTO,1500.0,-35.363262,149.16523646000002,21519.4,-1.2,3.0,-153.0
18:13:07,0.001124266884289682,0.0036855082726106048,-0.2632998774449031,-0.0074869939223087085,0.0036736544861923903,-0.010957056656479836,0.0,0.0,-999.3333333333334,-6.5,4.166666666666667,-10.666666666666666,AUTO,1500.0,-35.363262,149.16523675,24455.166666666668,-1.1666666666666667,2.8333333333333335,-152.66666666666666
18:13:09,0.008879227377474309,0.0015802975045517086,-0.22290054559707642,-0.0032935489900410174,-0.0009694766136817634,0.02462998926639557,0.0,0.0,-999.3333333333334,1.6666666666666667,-0.5,25.0,AUTO,1500.0,-35.36326236,149.16523688,27768.8,-3.2,4.4,-153.0
18:13:11,0.0003752029054642965,0.0017035468869532149,-0.18599442889293036,-0.0008351425252233943,0.0002889938768930733,0.01778378679106633,0.0,-0.5,-1000.0,0.16666666666666666,0.6666666666666666,17.166666666666668,AUTO,1500.0,-35.363262383333335,149.16523783333332,30690.166666666668,0.0,5.166666666666667,-153.0
18:13:13,0.0011568576252708833,0.0010247450166692336,-0.15644423166910806,0.000965607789112255,-0.0002805961315364887,0.013154311571270227,0.0,0.0,-1000.3333333333334,1.6666666666666667,0.3333333333333333,12.333333333333334,AUTO,1500.0,-35.3632623,149.1652381,33812.166666666664,0.0,0.3333333333333333,-153.0
