,A.BRAKE1
18:12:42.932,-1
18:12:43.138,-1
18:12:43.341,-1
18:12:43.545,-1
18:12:43.749,-1
18:12:43.950,-1
18:12:44.154,-1
18:12:44.356,-1
18:12:44.557,-1
18:12:44.759,-1
18:12:44.966,-1
18:12:45.168,-1
18:12:45.371,-1
18:12:45.583,-1
18:12:45.785,-1
18:12:45.987,-1
18:12:46.190,-1
18:12:46.396,-1
18:12:46.600,-1
18:12:46.801,-1
18:12:47.005,-1
18:12:47.207,-1
18:12:47.410,-1
18:12:47.614,-1
18:12:47.819,-1
18:12:48.020,-1
18:12:48.226,-1
18:12:48.430,-1
18:12:48.633,-1
18:12:48.837,-1
18:12:49.039,-1
18:12:49.249,-1
18:12:49.455,-1
18:12:49.657,-1
18:12:49.859,-1
18:12:50.061,-1
18:12:50.262,-1
18:12:50.467,-1
18:12:50.670,-1
18:12:50.875,-1
18:12:51.079,-1
18:12:51.281,-1
18:12:51.486,-1
18:12:51.688,-1
18:12:51.890,-1
18:12:52.093,-1
18:12:52.298,-1
18:12:52.509,-1
18:12:52.712,-1
18:12:52.916,-1
18:12:53.118,-1
18:12:53.325,-1
18:12:53.533,-1
18:12:53.735,-1
18:12:53.937,-1
18:12:54.144,-1
18:12:54.346,-1
18:12:54.551,-1
18:12:54.754,-1
18:12:54.963,-1
18:12:55.169,-1
18:12:55.372,-1
18:12:59.154,-1
18:12:59.359,-1
18:12:59.564,-1
18:12:59.772,-1
18:12:59.977,-1
18:13:00.182,-1
18:13:00.384,-1
18:13:00.596,-1
18:13:00.801,-1
18:13:01.003,-1
18:13:01.205,-1
18:13:01.408,-1
18:13:01.613,-1
18:13:01.823,-1
18:13:02.027,-1
18:13:02.228,-1
18:13:02.431,-1
18:13:02.633,-1
18:13:02.836,-1
18:13:03.038,-1
18:13:03.240,-1
18:13:03.442,-1
18:13:03.645,-1
18:13:03.846,-1
18:13:04.048,-1
18:13:04.251,-1
18:13:04.454,-1
18:13:04.656,-1
18:13:04.858,-1
18:13:05.060,-1
18:13:05.263,-1
18:13:05.465,-1
18:13:05.669,-1
18:13:05.870,-1
18:13:06.073,-1
18:13:06.276,-1
18:13:06.483,-1
18:13:06.685,-1
18:13:06.891,-1
18:13:07.093,-1
18:13:07.300,-1
18:13:07.502,-1
18:13:07.706,-1
18:13:07.909,-1
18:13:08.115,-1
18:13:08.322,-1
18:13:08.530,-1
18:13:08.735,-1
18:13:08.939,-1
18:13:09.142,-1
18:13:09.344,-1
18:13:09.546,-1
18:13:09.748,-1
18:13:09.951,-1
18:13:10.156,-1
18:13:10.357,-1
18:13:10.562,-1
18:13:10.765,-1
18:13:10.972,-1
18:13:11.178,-1
18:13:11.383,-1
18:13:11.585,-1
18:13:11.789,-1
18:13:11.993,-1
18:13:12.196,-1
18:13:12.400,-1
18:13:12.601,-1
18:13:12.803,-1
18:13:13.005,-1
18:13:13.206,-1
18:13:13.411,-1
18:13:13.614,-1
18:13:13.818,-1
18:13:14.020,-1
18:13:14.225,-1
18:13:14.428,-1
18:13:14.632,-1
18:13:14.833,-1
