time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:27:32,1500.0,AUTO,-0.00022314453963190317,0.001504379790276289,0.028214603662490845,0.00015295915363822132,0.00035278755240142345,0.002476361347362399,-35.3632621,149.1652374,0.0,-0.5,0.5,-1.0,0.0,1.0,-1000.0,0.0,0.0,0.0
16:27:34,1500.0,AUTO,0.0320710651576519,0.0014957328094169497,0.01110070664435625,0.041849177330732346,-0.00949374120682478,-0.006569568533450365,-35.3632619,149.1652384,2546.0,1.0,18.0,-148.0,1.0,-3.0,-1002.0,42.0,-9.0,-7.0
16:27:36,1500.0,AUTO,-0.07318732142448425,0.0035291784442961216,-0.09759717434644699,0.04301795735955238,-0.0010363748297095299,-0.029477804899215698,-35.3632609,149.1652448,5762.0,0.0,-19.0,-149.0,0.0,-1.5,-1004.5,22.5,-0.5,-34.5
16:27:38,1500.0,AUTO,0.0448099747300148,0.014458666555583477,-0.10851958394050598,0.06513510644435883,0.002252275589853525,0.003922510426491499,-35.3632624,149.1652349,8720.0,-20.0,-35.0,-153.0,-2.0,11.0,-1003.0,65.0,2.0,2.0
16:27:40,1500.0,AUTO,-0.01580195501446724,-0.0011443955590948462,-0.09500609338283539,-0.0056901052594184875,0.03461824730038643,-0.0644545704126358,-35.3632627,149.1652353,11820.0,23.0,7.0,-151.0,-3.0,-5.0,-1003.0,-5.0,35.0,-65.0
16:27:42,1500.0,AUTO,0.013590117916464806,0.016008181497454643,-0.16127653419971466,0.0026997183449566364,-0.007565909530967474,-0.004229489713907242,-35.3632607,149.1652345,14959.0,-4.0,0.0,-153.0,0.0,0.0,-999.0,3.0,-6.0,-5.0
16:27:44,1500.0,AUTO,0.0018469984643161297,0.0007907882099971175,-0.17908933758735657,-0.005655112210661173,-0.002275552600622177,-0.018004903569817543,-35.3632618,149.1652356,18083.0,-7.0,9.0,-153.0,1.0,0.0,-1000.0,-5.0,-1.0,-18.0
16:27:46,1500.0,AUTO,0.0031311791390180588,0.002206590259447694,-0.2259242683649063,0.0013019859325140715,0.0035796824377030134,-0.022895436733961105,-35.3632621,149.1652364,21213.0,-1.0,3.0,-154.0,0.0,0.0,-1000.0,1.0,4.0,-23.0
16:27:48,1500.0,AUTO,0.0037551692221313715,0.0033583948388695717,-0.2673662602901459,0.0011101546697318554,0.0015768881421536207,-0.018624762073159218,-35.3632621,149.1652367,24346.0,-1.0,3.0,-154.0,0.0,0.0,-1000.0,1.0,1.0,-19.0
16:27:50,1500.0,AUTO,0.010479780845344067,0.0019903224892914295,-0.23404259979724884,0.0011870430316776037,-0.0027131764218211174,0.027122732251882553,-35.3632624,149.1652368,27466.0,-4.0,4.0,-153.0,0.0,0.0,-1000.0,1.0,-2.0,26.0
16:27:55,1500.0,AUTO,0.002603313303552568,0.0016303238808177412,-0.204844298462073,-0.003380035806912929,0.0010984228962721925,0.020540741582711537,-35.363262416666664,149.16523756666666,29603.833333333332,-0.3333333333333333,6.666666666666667,-153.0,0.3333333333333333,-0.5,-1000.3333333333334,-2.1666666666666665,1.1666666666666667,19.5
16:27:57,1500.0,AUTO,0.0006435029717977159,0.001108492132819568,-0.17143856982390085,0.0020219796181966863,0.0002856796490959823,0.015681531901160877,-35.363262383333335,149.16523818333332,32724.0,0.0,1.1666666666666667,-153.0,0.0,0.0,-1000.1666666666666,2.3333333333333335,0.6666666666666666,14.666666666666666
16:27:59,1500.0,AUTO,0.002196019981056452,0.0011254218795026343,-0.14784921954075494,0.0008174171962309629,0.0005550180794671178,0.012451528261105219,-35.363262283333334,149.16523801666665,35684.333333333336,0.0,0.0,-153.0,0.0,0.0,-999.8333333333334,1.3333333333333333,0.8333333333333334,11.666666666666666
16:28:01,1500.0,AUTO,0.0028738570399582386,0.0014178179553709924,-0.12804905076821646,0.00011679404997266829,0.0002191980699232469,0.008218316826969385,-35.36326218333334,149.16523771666667,38957.666666666664,0.0,0.0,-153.0,0.0,0.0,-999.8333333333334,0.8333333333333334,0.3333333333333333,7.333333333333333
16:28:03,1500.0,AUTO,0.0026075253651166954,0.0015327315583514671,-0.11429708078503609,0.0005380796210374683,4.9353635404258966e-05,0.007814473550145825,-35.36326209999999,149.16523755,41923.166666666664,-0.5,0.8333333333333334,-153.0,0.0,0.0,-1000.0,1.3333333333333333,0.6666666666666666,7.5
16:28:05,1500.0,AUTO,0.0023685717411960163,0.0015456586067254345,-0.1019899162153403,0.0010875363659579307,0.000953118345933035,0.007643103056276838,-35.363262066666664,149.1652375,45040.0,-1.0,1.0,-153.0,0.0,0.0,-999.6666666666666,1.8333333333333333,1.5,7.333333333333333
16:28:07,1500.0,AUTO,-0.027996851670347194,0.027039190793099504,0.07710933685302734,-0.01663095090771094,-0.0315734593605157,0.2519136581880351,-35.3632624,149.16523688333334,48067.0,-14.5,-14.166666666666666,-126.83333333333333,1.3333333333333333,3.1666666666666665,-950.3333333333334,-15.5,-30.5,251.5
16:28:09,1500.0,AUTO,0.035126035722593464,-0.03440624584133426,0.2785433928171794,0.06716165939966838,0.03199883612493674,-0.0311443234483401,-35.363264416666674,149.16523295,49601.0,11.0,10.333333333333334,-38.666666666666664,-1.0,1.1666666666666667,-986.0,68.16666666666667,32.5,-30.5
