time_stamp,EK2_ALT_SOURCE,xacc,yacc,zacc,xgyro,ygyro,zgyro,VFR_HUD_alt,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,alt,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
12:16:07,0.0,65.75,320.25,-953.0,-13.75,6.75,-69.0,604.0499725341797,0.03451571799814701,-0.026138887275010347,-1.439598947763443,-0.015781468246132135,0.004552892176434398,-0.07174074929207563,LAND,604050.0,-35.361821174999996,149.16584584999998,20084.0,2651.75,-43.25,358.25,1500.0
12:16:10,0.0,62.75,313.5,-959.0,7.25,3.25,-38.0,588.2374877929688,0.0256262575276196,-0.027408067602664232,2.6648203134536743,0.004806086421012878,0.0008343233494088054,-0.04069511312991381,LAND,588237.5,-35.36146525,149.16566315,4273.0,1434.25,-540.5,539.5,1500.0
12:17:19,0.0,0.0,0.0,-1000.0,2.4,2.6,2.4,582.3699951171875,0.027141370251774787,0.0038404319435358047,2.2536998271942137,0.0003934843931347132,0.00018901624716818332,-0.007289196457713842,LAND,582370.0,-35.3604578,149.1646651,0.0,0.0,-3.0,5.0,1500.0
12:17:49,0.0,0.0,0.0,-1000.0,3.0,3.0,3.0,582.3499755859375,0.02696400135755539,0.003140105167403817,2.069168210029602,0.00026210048235952854,6.16973266005516e-05,-0.0068898319732397795,LAND,582350.0,-35.3604579,149.1646652,0.0,0.0,-2.0,2.0,1500.0
12:20:08,0.0,0.0,0.75,-1000.0,3.0,3.0,2.75,582.3699951171875,0.02446636464446783,0.0007450310658896342,1.2502397894859314,-0.0002615072880871594,-0.0005253296112641692,-0.007082083378918469,LAND,582370.0,-35.3604578,149.1646654,0.0,2.0,0.0,0.0,1500.0
12:23:13,0.0,0.0,1.5,-1000.0,0.0,0.25,0.0,582.3599853515625,0.02543974295258522,0.0007198630191851407,-0.14951126277446747,-0.00020134531951043755,-0.0005430876335594803,-0.010146369459107518,LAND,582360.0,-35.3604578,149.1646652,0.0,1.0,-1.0,0.0,1500.0
12:25:20,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0,582.3499755859375,0.027680307626724243,0.002929263049736619,-1.3915226459503174,0.0002663525228854269,0.00010219565592706203,-0.010399624705314636,LAND,582350.0,-35.3604579,149.1646655,0.0,1.0,1.0,0.0,1500.0
