time_stamp,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
21:32:19,STABILIZE,3.954525527660735e-05,0.0014416874619200826,0.02756117843091488,0.00029099045787006617,0.0003491933748591691,0.0024390697944909334,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0
