time_stamp,RTL_ALT,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw
14:34:49,1500.0,AUTO,3.4,-10.0,-1002.2,-76.6,-5.8,-35.2,-0.019061279483139515,0.0006478681229054928,-0.04654160365462303,-0.07780004786327481,-0.006713918410241604,-0.03488263227045536,-35.3632608,149.1652444,4322.6,9.2,41.0,-148.0,1500.0
14:34:52,1500.0,AUTO,-7.6,14.8,-1007.4,82.2,22.8,-714.2,0.02082493547350168,0.022389342356473208,-0.6550300478935241,0.08193402737379074,0.022582725330721587,-0.7147537469863892,-35.3632658,149.16523092000003,9462.8,-44.0,-54.8,-141.6,1121.0
14:34:54,1500.0,AUTO,11.833333333333334,4.333333333333333,-1000.3333333333334,4.333333333333333,-107.66666666666667,-611.1666666666666,0.06436678394675255,0.07248292366663615,-1.9183760086695354,0.0036794468760490417,-0.1084493415740629,-0.6116076211134592,-35.36326771666666,149.16523043333333,12003.666666666666,41.5,48.833333333333336,-140.33333333333334,1247.3333333333333
14:34:56,1500.0,AUTO,-7.333333333333333,-6.5,-1003.1666666666666,7.0,97.33333333333333,2.5,-0.0297500550126036,-0.0985802561044693,-2.2755560080210366,0.006308190990239382,0.09706816573937734,0.002669919359808167,-35.36326043333333,149.16523421666668,14985.0,-33.333333333333336,-43.666666666666664,-147.66666666666666,1500.0
14:34:58,1500.0,AUTO,-4.166666666666667,1.0,-1000.3333333333334,10.833333333333334,31.5,29.0,0.02562073680261771,0.10589247569441795,-2.2648524840672812,0.010287061750811214,0.030979846293727558,0.029751764649214845,-35.36326928333333,149.16522616666666,18059.5,-3.8333333333333335,10.0,-151.83333333333334,1500.0
14:35:00,1500.0,AUTO,22.0,0.0,-1006.8333333333334,-51.333333333333336,-58.833333333333336,12.833333333333334,-0.003463356290012598,-0.019311531650600955,-2.1568873723347983,-0.05266169349973401,-0.06000526497761408,0.013291562752177319,-35.363258916666666,149.16523571666667,21109.0,82.5,39.833333333333336,-151.5,1500.0
14:35:02,1500.0,AUTO,-14.0,5.166666666666667,-1000.5,38.666666666666664,40.333333333333336,-18.833333333333332,-0.05729888814191023,-0.06187576490143935,-2.1770046154658,0.038067595664567,0.03984913517100116,-0.01937705713013808,-35.363256500000006,149.16523865,24208.5,-70.16666666666667,-8.333333333333334,-149.16666666666666,1529.5
14:35:04,1500.0,AUTO,-4.0,17.333333333333332,-1006.0,6.0,-56.0,716.3333333333334,0.012401394274396202,-0.020785309839993715,-1.2655679682890575,0.005331310928643991,-0.05729732972880205,0.7166873812675476,-35.36327323333333,149.1652382,27174.5,-69.83333333333333,5.5,-147.16666666666666,1677.0
14:35:06,1500.0,AUTO,-10.333333333333334,5.833333333333333,-1003.3333333333334,67.83333333333333,6.5,430.6666666666667,-0.007015829217076923,-0.07270852662622929,0.018733905783543985,0.0671700897316138,0.0056660523017247515,0.43125053495168686,-35.363277599999996,149.16523388333331,30184.666666666668,40.333333333333336,-43.833333333333336,-147.83333333333334,1529.5
14:35:08,1500.0,AUTO,-15.0,-13.833333333333334,-1004.0,-1.6666666666666667,73.16666666666667,-51.333333333333336,0.07492094859480858,0.006232004379853606,0.20804576327403387,-0.0027917469075570502,0.07275797302524249,-0.05201570627590021,-35.36326475,149.1652318,33242.5,78.16666666666667,47.666666666666664,-151.16666666666666,1500.0
14:35:10,1500.0,AUTO,15.5,-21.0,-1002.5,-54.833333333333336,-36.0,-47.5,0.02296114071456638,0.0636728002379338,0.08816926926374435,-0.05630399690320095,-0.03718821502601107,-0.048028625237445034,-35.36326021666667,149.16525088333336,36308.5,-35.666666666666664,108.0,-148.66666666666666,1500.0
14:35:12,1500.0,AUTO,5.166666666666667,0.5,-998.8333333333334,-54.666666666666664,-27.333333333333332,-9.333333333333334,-0.1248681644598643,-0.03751333771894375,0.05031310208141804,-0.05647112103179097,-0.028741724711532395,-0.009658292944853505,-35.36326716666667,149.16526571666668,39239.5,-15.833333333333334,-10.0,-151.0,1500.0
