time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE
12:27:21,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0003852412919513881,0.0014484793646261096,0.028444026596844196,0.00019060699560213834,0.00025512730644550174,0.0023529627360403538,583987.5,-35.3632582,149.16522982499998,2.25,-0.25,0.0,0.0,STABILIZE
12:27:25,0.0,1.25,-1000.0,0.0,0.0,0.5,-0.0009139691363088786,0.001101214694790542,0.026127320528030396,0.00022710446501150727,0.0002576782484538853,0.002097595017403364,584000.0,-35.3632583,149.1652299,11.25,-1.0,1.5,0.5,STABILIZE
12:27:27,0.0,1.0,-1000.0,0.0,0.0,1.0,-0.001129537122324109,0.0008823307289276272,0.025367850437760353,0.00022867153165861964,0.0001596166694071144,0.0019623194821178913,583990.0,-35.3632583,149.1652299,9.0,-1.0,2.0,2.0,STABILIZE
12:27:31,0.0,1.6666666666666667,-1000.0,0.3333333333333333,0.0,0.0,-0.0013585900887846947,0.0009131495025940239,0.0242448253557086,0.00023856639745645225,0.0002832436584867537,0.0018100764718838036,583993.3333333334,-35.3632583,149.1652299,7.333333333333333,-1.0,0.0,0.0,STABILIZE
12:27:35,0.0,-0.5,-1003.0,0.6666666666666666,0.16666666666666666,0.5,-0.001123827959721287,0.0009204703965224326,0.023268380512793858,0.00028635635195920867,0.00020279112504795194,0.001656983590995272,584016.6666666666,-35.36325829999999,149.1652299,27.666666666666668,-1.0,0.0,-2.0,AUTO
12:27:37,0.0,1.3333333333333333,-1000.0,0.5,0.3333333333333333,0.0,-0.0008283414742133269,0.001052393306357165,0.022811174703141052,0.000330091289166982,0.00029630544789445895,0.0015686537371948361,584030.0,-35.36325829999999,149.1652299,15.0,0.0,0.0,-1.1666666666666667,AUTO
12:27:39,0.0,0.8333333333333334,-1033.6666666666667,2.6666666666666665,-1.5,0.8333333333333334,0.0004023847820159669,0.0013144513310786958,0.02226166644444068,0.0025907662347890437,-0.0015639368114837755,0.0018956214965631564,584048.3333333334,-35.36325821666666,149.1652298,33.833333333333336,0.0,0.0,-8.5,AUTO
12:27:42,0.0,0.0,-1064.5,30.0,-1.0,1.0,0.012425611882160107,2.067805811141928e-05,0.0222866702824831,0.03501402027904987,-0.0033865181418756642,0.0024554525346805653,585063.3333333334,-35.36325823333333,149.16522983333334,1048.0,0.6666666666666666,1.6666666666666667,-137.0,AUTO
12:27:44,6.5,-11.166666666666666,-997.6666666666666,-74.5,80.16666666666667,-154.33333333333334,0.01949415394725899,0.03325697872787714,-0.08583293859070788,-0.07574562480052312,0.0800322152984639,-0.1547160316258669,588055.0,-35.363256783333334,149.16523443333332,4038.8333333333335,8.666666666666666,54.833333333333336,-147.66666666666666,AUTO
12:27:46,11.333333333333334,12.333333333333334,-1009.3333333333334,41.333333333333336,-77.5,29.666666666666668,-0.07284540000061195,0.0012933666973064344,-0.39419939120610553,0.040799058973789215,-0.07873260633399089,0.030322411408027012,590721.6666666666,-35.36326415,149.16524735000002,6706.166666666667,-88.5,20.5,-147.16666666666666,AUTO
