time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro
18:10:49,0.0001874007381654034,0.001449318331045409,0.027790942539771397,0.0002535756890817235,0.00032910356336894136,0.0024135427083820105,583990.0,-35.3632621,149.1652374,6.0,-0.3333333333333333,0.6666666666666666,0.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0
18:10:54,-0.0008721202029846609,0.001052103005349636,0.02490315493196249,0.0002564172027632594,0.00022056592570152134,0.0019667809829115868,583970.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0
18:11:00,-0.001341638620942831,0.0009624396625440568,0.02295872289687395,0.00025749506312422454,0.00021762101096101105,0.0015689083375036716,583950.0,-35.3632622,149.1652375,0.0,-1.0,1.0,2.0,STABILIZE,0.0,1.5,-1000.0,0.0,0.0,0.0
18:11:01,-0.0014515455113723874,0.0009690696024335921,0.022626765072345734,0.00018288055434823036,0.0002412261674180627,0.0016230422770604491,583955.0,-35.3632622,149.1652375,0.0,-1.0,0.0,0.5,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0
18:11:04,-0.0013385192141868174,0.0009806253365240991,0.022223840467631817,0.00022358616115525365,0.00032838727929629385,0.0015539884916506708,583970.0,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0,AUTO,0.0,2.0,-1000.0,1.0,0.0,0.0
18:11:05,-0.0012415987148415297,0.0010067074617836624,0.0220123203471303,0.00020063784904778004,0.0002581152366474271,0.0015458552516065538,583985.0,-35.36326215,149.16523745,10.5,-0.5,-0.5,-3.0,AUTO,0.0,2.25,-999.25,0.75,0.5,0.5
18:11:06,-0.0010792756220325828,0.0011119331466034055,0.021877387538552284,0.00033863086719065905,0.00024994020350277424,0.0015542923938483,584000.0,-35.3632621,149.1652374,23.0,0.0,0.0,-3.0,AUTO,0.0,1.5,-1000.0,0.5,0.0,0.5
18:11:07,-0.0007858187309466302,0.0014517857052851468,0.021596111822873354,0.0003147538227494806,0.00028304854640737176,0.0014090304321143776,584002.5,-35.3632621,149.1652375,29.0,0.0,0.25,-2.5,AUTO,0.0,1.25,-1000.0,0.75,1.0,0.25
18:11:08,-0.0005921605625189841,0.0016657342785038054,0.021396853029727936,0.00032311544055119157,0.00026754551799967885,0.0014535010559484363,584010.0,-35.3632621,149.1652375,30.5,0.0,1.0,-2.0,AUTO,0.0,1.5,-1000.0,0.0,0.5,0.0
18:11:09,0.0035241078585386276,0.0008487107952532824,0.021020091138780117,0.011491938537801616,0.0005563962185988203,0.0009443103335797787,584562.5,-35.3632621,149.1652375,586.0,0.0,1.0,-108.0,AUTO,0.0,0.0,-1095.25,12.0,0.75,0.0
18:11:10,0.027851102873682976,-0.001807549298973754,0.02067443821579218,0.046443985775113106,-0.007235913071781397,0.002445524442009628,585555.0,-35.36326205,149.1652376,1581.0,0.5,8.0,-147.5,AUTO,0.0,0.0,-1013.0,47.0,-6.5,1.5
18:11:11,0.0216323462955188,0.010585528332740068,-0.03543315175920725,-0.08424641725287074,0.021079474594444036,-0.061940278857946396,587455.0,-35.3632613,149.165241625,3477.5,6.75,50.5,-147.0,AUTO,3.25,-9.5,-999.5,-83.25,21.5,-61.5
18:11:12,-0.03739256411790848,0.006520797964185476,-0.06801054254174232,-0.05886676162481308,-0.0167404068633914,-0.03267444670200348,588595.0,-35.36326085,149.16524535000002,4618.5,1.5,34.0,-150.0,AUTO,4.0,-8.5,-1002.0,-58.0,-15.5,-33.0
18:11:13,-0.050663300324231386,0.0010747742428520723,-0.09930930286645889,0.0582091398537159,0.003460412088315934,-0.011702266288921237,590512.5,-35.3632609,149.16524425,6537.75,-5.0,-44.25,-149.5,AUTO,-3.75,7.0,-1001.25,58.5,3.75,-11.5
18:11:14,-0.0032172820065170527,0.00695990095846355,-0.10492831468582153,0.06738697364926338,0.011078221257776022,-0.0012814062793040648,591665.0,-35.363261449999996,149.1652397,7692.5,-11.5,-59.0,-151.0,AUTO,-6.0,13.0,-1003.5,67.5,11.0,-1.5
18:11:15,0.06210153363645077,-0.004342192783951759,-0.08848459459841251,0.003946739248931408,-0.06169597430562135,0.060735086735803634,593627.5,-35.36326335,149.165234475,9650.75,-17.75,-3.0,-152.0,AUTO,1.25,4.75,-998.5,4.75,-60.75,60.0
18:11:16,0.014285532764915843,-0.05209588445723057,-0.043173426762223244,-0.10923986881971359,0.040006494615226984,-0.006208280101418495,594790.0,-35.363264,149.16523545,10814.0,9.5,29.0,-148.0,AUTO,1.5,-4.5,-999.5,-108.5,40.5,-6.5
18:11:17,-0.023134946823120117,0.011449013720266521,-0.12932557053864002,0.02334185058134608,0.025200186297297478,-0.05889378488063812,596715.0,-35.3632613,149.165237175,12738.75,21.75,-5.0,-152.0,AUTO,-4.75,-2.75,-1002.5,23.5,25.5,-58.75
18:11:19,0.01498259836807847,0.015119947027415037,-0.16664106398820877,-0.0008496828377246857,-0.011976933106780052,0.0021179697941988707,599450.0,-35.3632603,149.16523515,15475.0,-10.0,-1.5,-152.0,AUTO,0.0,1.5,-999.0,0.0,-11.0,1.5
18:11:20,0.008573653874918818,0.005724595248466358,-0.1655563749372959,-0.01001428160816431,-0.010259343078359962,-0.0034862439497374,600615.0,-35.36326095,149.165235275,16642.5,-12.0,6.75,-152.0,AUTO,1.75,0.5,-999.75,-8.75,-9.0,-3.5
18:11:21,-0.0005710716941393912,-0.0021208598045632243,-0.1805604323744774,-0.0026912273606285453,0.0003888410865329206,-0.022086825221776962,602565.0,-35.36326185,149.16523610000002,18588.5,-6.5,6.5,-152.0,AUTO,1.5,0.0,-1000.0,-1.5,1.0,-22.0
18:11:22,-0.0001807798780646408,-0.0011075609254476149,-0.19897634163498878,0.003409640776226297,0.0025426924985367805,-0.025386611931025982,603735.0,-35.363262075,149.1652364,19761.5,-2.5,3.5,-153.0,AUTO,0.25,0.0,-1000.0,3.75,3.0,-25.25
18:11:23,0.0027219647308811545,0.002265127724967897,-0.23041503131389618,0.0019641993567347527,0.003694887738674879,-0.024578453041613102,605685.0,-35.3632621,149.1652365,21710.5,0.0,2.0,-153.0,AUTO,0.0,0.0,-1000.0,2.0,3.5,-24.5
18:11:24,0.0034951682901009917,0.0034013805561698973,-0.24685635790228844,0.0006139725737739354,0.0009503460169071332,-0.019658789969980717,606855.0,-35.3632621,149.16523652499998,22880.5,-0.5,2.5,-153.0,AUTO,0.0,0.0,-999.75,1.5,1.5,-19.25
18:11:25,0.00227549416013062,0.003151273471303284,-0.27053897082805634,4.894513403996825e-05,0.0006883565511088818,-0.018044840544462204,608805.0,-35.3632621,149.1652367,24831.5,-1.0,3.0,-153.0,AUTO,0.0,0.0,-1000.0,1.0,1.0,-18.0
18:11:26,-0.0019892905838787556,0.005499076680280268,-0.26351889967918396,0.018577305367216468,0.0001595367502886802,0.021645615343004465,609975.0,-35.363262125,149.16523665,25997.5,-4.0,0.0,-152.5,AUTO,0.0,0.0,-1001.75,19.25,1.5,20.75
18:11:27,0.00864999508485198,0.0018757082871161401,-0.23112843185663223,-0.006016322877258062,-0.00042762080556713045,0.024338262155652046,611920.0,-35.3632624,149.16523675000002,27943.5,-2.5,6.5,-152.0,AUTO,0.5,0.0,-999.5,-4.5,0.0,23.5
18:11:28,0.0030368235893547535,0.0016065869422163814,-0.21509450674057007,-0.005820479069370776,0.00038020845386199653,0.020919058937579393,613085.0,-35.3632624,149.165237275,29111.75,-1.0,8.0,-152.0,AUTO,0.75,-1.0,-999.75,-4.5,1.0,20.25
18:11:29,-0.0014220653101801872,0.001288435305468738,-0.1919679120182991,0.00011036015348508954,-6.80994417052716e-05,0.01886880025267601,615025.0,-35.3632624,149.16523795,31052.0,0.0,4.5,-153.0,AUTO,0.0,-0.5,-1000.0,1.0,0.0,18.5
18:11:30,-0.0008023173904803116,0.0011090188927482814,-0.17994249239563942,0.00259532846393995,-0.0006452457600971684,0.015477002365514636,616195.0,-35.3632624,149.1652381,32219.5,0.0,2.0,-153.0,AUTO,0.0,0.0,-1000.75,3.25,0.25,14.75
