time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
00:13:56,0.0,1.0,-1000.0,0.0,0.5,0.5,AUTO,-0.0004167749430052936,0.000996798393316567,0.02125662751495838,0.00024865049635991454,0.00031548779224976897,0.0013245614245533943,-35.3632622,149.1652375,16.0,-1.0,0.0,-6.0,1500.0
00:13:58,0.0,1.5,-1000.0,0.5,1.0,0.0,AUTO,-3.4178094210801646e-05,0.0012600786867551506,0.020843593403697014,0.000361273909220472,0.0002796580083668232,0.0014244302874431014,-35.3632621,149.1652375,30.5,0.0,1.0,-3.0,1500.0
00:13:59,0.0,1.5,-1000.0,0.0,0.25,0.5,AUTO,0.00023523647541878745,0.001538743992568925,0.020532676484435797,0.00034611611044965684,0.0002632919931784272,0.0013711359060835093,-35.3632621,149.1652375,28.5,0.0,1.0,-1.75,294908.0
00:14:00,0.0,1.0,-1064.5,-0.5,2.0,0.5,AUTO,0.001395182654960081,0.000996195012703538,0.02023085579276085,-0.0007799350132700056,0.0020378270419314504,0.0016784503241069615,-35.3632621,149.1652375,130.0,0.0,1.0,-38.0,294908.0
00:14:02,0.0,-4.5,-999.0,10.5,15.0,-30.5,AUTO,0.04986420087516308,-0.005274781375192106,0.004780642222613096,0.009576455689966679,0.01409065816551447,-0.030019582947716117,-35.363261800000004,149.1652388,2390.5,4.5,29.5,-146.5,294908.0
00:14:04,1.0,-1.5,-1000.5,-16.0,-6.0,-25.0,AUTO,-0.05953930504620075,0.0018237254116684198,-0.08619633689522743,-0.01696239970624447,-0.007036126684397459,-0.025415576063096523,-35.36326085,149.1652461,5417.5,-0.5,-1.0,-147.0,242314.5
00:14:06,-4.0,11.5,-1003.5,66.0,6.0,2.5,AUTO,0.03094815486110747,0.010645243804901838,-0.10464604943990707,0.06581199914216995,0.005847590364282951,0.003129613702185452,-35.36326215,149.16523660000001,8488.0,-16.5,-45.5,-150.0,189721.0
00:14:08,0.0,-7.0,-1002.5,-75.0,58.0,-57.0,AUTO,-0.014373005833476782,-0.02899832173716277,-0.06932994350790977,-0.07613716833293438,0.057627033442258835,-0.05719826649874449,-35.3632633,149.1652368,11571.5,22.5,25.0,-147.0,189721.0
00:14:09,-5.25,-2.5,-1002.0,33.25,21.0,-54.25,AUTO,-0.025153972674161196,0.01410859718453139,-0.14155900664627552,0.03279604855924845,0.02090467745438218,-0.05452367942780256,-35.363260925,149.1652378,13111.0,20.75,-10.5,-150.0,30813.0
00:14:10,-3.0,1.5,-999.5,24.5,-2.5,-9.5,AUTO,0.010293497238308191,0.02180418185889721,-0.17060571908950806,0.024439531611278653,-0.0034144558012485504,-0.008975530043244362,-35.363260049999994,149.16523610000002,14673.5,-1.5,-12.5,-150.5,30813.0
00:14:12,2.0,0.0,-1000.0,-6.0,-4.0,-12.5,AUTO,0.0027465262974146754,-0.000793877465184778,-0.17242548614740372,-0.007214425131678581,-0.0048706534871598706,-0.01293507101945579,-35.36326155,149.1652359,17783.5,-10.5,8.0,-150.0,30813.0
00:14:14,0.0,0.0,-1000.0,4.5,5.5,-26.0,AUTO,0.00260811869520694,0.0009339486132375896,-0.2173764556646347,0.004102316917851567,0.0051766515243798494,-0.02635082881897688,-35.3632622,149.16523654999997,20899.0,-0.5,1.0,-151.0,49143.0
00:14:16,0.0,0.0,-1000.0,2.0,1.0,-19.0,AUTO,0.004280880442820489,0.003502143663354218,-0.25965872406959534,0.001941700087627396,0.000732195156160742,-0.019062827341258526,-35.3632621,149.16523654999997,24015.0,-1.0,3.5,-151.0,67473.0
00:14:18,0.0,0.0,-999.0,6.5,-0.5,24.0,AUTO,0.009667458012700081,0.004011608427390456,-0.2544066682457924,0.005745980888605118,-0.0017042183899320662,0.024729467928409576,-35.363262250000005,149.1652366,27126.5,-3.5,3.0,-151.5,67473.0
00:14:19,0.75,-0.75,-999.75,-5.75,1.25,21.75,AUTO,0.006440225464757532,0.0022402970935218036,-0.23041385784745216,-0.007141989073716104,0.0008203697652788833,0.022358983755111694,-35.36326235,149.165237,28682.25,-1.75,8.75,-151.0,137047.0
00:14:20,0.5,-0.5,-1000.5,1.0,0.5,19.5,AUTO,0.00038449675776064396,0.0020181629224680364,-0.21018501371145248,-9.78400930762291e-05,-0.0001930123835336417,0.02017078921198845,-35.3632623,149.16523769999998,30234.0,-0.5,7.5,-151.0,137047.0
00:14:22,0.0,0.0,-1000.5,1.5,0.5,13.0,AUTO,0.0010783572506625205,0.001176624617073685,-0.17680055648088455,0.0010467434185557067,-0.0005642749601975083,0.013886743225157261,-35.3632623,149.1652382,33419.5,0.0,0.5,-151.0,137047.0
00:14:24,1.5,4.5,-957.5,-3.5,-32.0,241.0,AUTO,-0.027185121551156044,0.018674994353204966,0.05171522498130798,-0.0045083798468112946,-0.033171601593494415,0.2412327378988266,-35.3632629,149.16523715,36498.0,-18.5,-19.5,-124.0,168845.0
00:14:26,-2.0,-3.0,-977.0,-26.5,38.5,-25.5,AUTO,0.032940926030278206,-0.025607647839933634,0.17508641630411148,-0.028050793102011085,0.03782716207206249,-0.025844914838671684,-35.36326455,149.16523365,38202.5,15.5,15.0,-49.5,200643.0
00:14:28,0.0,9.5,-951.0,268.0,-6.5,-5.0,AUTO,-0.017735438887029886,0.03025971446186304,0.13436783105134964,0.26649829745292664,-0.008008324075490236,-0.005877991730812937,-35.3632612,149.1652383,38718.5,6.5,14.0,2.5,200643.0
