,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
20:39:37.422,0.5,0.1,134.0,242.0,0.1,0.0,0.0,80.0,50.0,150.0,62.0,29.0,9.0,4.0,45.0,23.0,116.0,17.0,89.0,38.0,98.0,27.0,0.0,1.0,25.0
20:39:41.565,0.3,0.1,42.0,2361.0,0.1,0.0,0.0,80.0,100.0,110.0,4.0,35.0,30.0,34.0,82.0,43.0,23.0,38.0,42.0,62.0,21.0,61.0,0.0,1.0,40.0
20:39:45.876,0.5,0.1,186.0,202.0,0.1,0.0,0.0,40.0,100.0,130.0,41.0,53.0,5.0,112.0,38.0,23.0,10.0,42.0,19.0,56.0,91.0,4.0,0.0,1.0,35.0
20:39:50.786,0.2,0.1,84.0,594.0,0.1,0.0,0.0,40.0,10.0,240.0,24.0,63.0,28.0,57.0,98.0,17.0,73.0,21.0,105.0,58.0,15.0,9.0,0.0,1.0,15.0
20:39:55.419,1.5,0.1,171.0,1979.0,0.1,0.0,0.0,70.0,70.0,240.0,56.0,37.0,3.0,63.0,4.0,30.0,95.0,10.0,45.0,9.0,27.0,21.0,0.0,1.0,25.0
20:39:59.606,1.1,0.1,29.0,569.0,0.1,0.0,0.0,40.0,40.0,10.0,47.0,75.0,30.0,6.0,19.0,63.0,9.0,27.0,60.0,23.0,100.0,19.0,0.0,1.0,20.0
20:40:03.763,1.8,0.1,47.0,3897.0,0.1,0.0,0.0,80.0,70.0,30.0,16.0,47.0,30.0,5.0,23.0,15.0,57.0,50.0,38.0,35.0,48.0,71.0,0.0,1.0,45.0
20:40:08.015,0.5,0.1,115.0,376.0,0.1,0.0,0.0,50.0,130.0,100.0,2.0,38.0,35.0,11.0,29.0,88.0,17.0,29.0,38.0,38.0,4.0,37.0,0.0,1.0,25.0
20:40:13.549,0.2,0.1,172.0,278.0,0.1,0.0,0.0,70.0,70.0,210.0,70.0,47.0,9.0,19.0,45.0,19.0,23.0,25.0,15.0,3.0,57.0,75.0,0.0,1.0,35.0
20:40:17.659,0.5,0.1,29.0,672.0,0.1,0.0,0.0,80.0,40.0,190.0,57.0,48.0,4.0,63.0,77.0,10.0,15.0,80.0,60.0,23.0,27.0,115.0,0.0,1.0,15.0
