,A.LAND1
12:12:30.687,-1.0
12:12:30.889,-1.0
12:12:31.091,-1.0
12:12:31.295,-1.0
12:12:31.497,-1.0
12:12:31.701,-1.0
12:12:31.905,-1.0
12:12:32.106,-1.0
12:12:32.309,-1.0
12:12:32.511,-1.0
12:12:32.714,-1.0
12:12:32.916,-1.0
12:12:33.117,-1.0
12:12:33.336,-1.0
12:12:33.538,-1.0
12:12:33.739,-1.0
12:12:33.941,-1.0
12:12:34.142,-1.0
12:12:34.344,-1.0
12:12:34.546,-1.0
12:12:34.748,-1.0
12:12:34.949,-1.0
12:12:35.150,-1.0
12:12:35.354,-1.0
12:12:35.559,-1.0
12:12:35.760,-1.0
12:12:35.962,-1.0
12:12:36.164,-1.0
12:12:36.367,-1.0
12:12:36.570,-1.0
12:12:36.773,-1.0
12:12:36.976,-1.0
12:12:37.177,-1.0
12:12:37.378,-1.0
12:12:37.580,-1.0
12:12:37.783,-1.0
12:12:37.985,-1.0
12:12:38.187,-1.0
12:12:38.389,-1.0
12:12:38.592,-1.0
12:12:38.795,-1.0
12:12:38.999,-1.0
12:12:39.200,-1.0
12:12:39.404,-1.0
12:12:39.606,-1.0
12:12:39.809,-1.0
12:12:40.011,-1.0
12:12:40.216,-1.0
12:12:40.419,-1.0
12:12:40.620,-1.0
12:12:40.824,-1.0
12:12:41.025,-1.0
12:12:41.228,-1.0
12:12:41.436,-1.0
12:12:41.638,-1.0
12:12:41.842,-1.0
12:12:42.046,-1.0
12:12:42.250,-1.0
12:12:42.453,-1.0
12:12:42.655,-1.0
12:12:42.857,-1.0
12:12:43.058,-1.0
12:12:43.263,-1.0
12:12:43.464,-1.0
12:12:43.666,-1.0
12:12:43.868,-1.0
12:12:44.071,-1.0
12:12:44.274,-1.0
12:12:44.476,-1.0
12:12:44.677,-1.0
12:12:44.880,-1.0
12:12:45.082,-1.0
12:12:45.285,-1.0
12:12:45.487,-1.0
12:12:45.690,-1.0
12:12:45.894,-1.0
12:12:46.099,-1.0
12:12:46.300,-1.0
12:12:46.502,-1.0
12:12:46.706,-1.0
12:12:46.908,-1.0
12:12:47.109,-1.0
12:12:47.317,-1.0
12:12:47.520,-1.0
12:12:47.724,-1.0
12:12:47.927,-1.0
12:12:48.131,-1.0
12:12:48.334,-1.0
12:12:48.537,-1.0
12:12:48.743,-1.0
12:12:48.945,-1.0
12:12:49.146,-1.0
12:12:49.349,-1.0
12:12:49.551,-1.0
12:12:49.753,-1.0
12:12:49.956,-1.0
12:12:50.159,-1.0
12:12:50.361,-1.0
12:12:50.565,-1.0
12:12:50.767,-1.0
12:12:50.971,-1.0
12:12:51.173,-1.0
12:12:51.375,-1.0
12:12:51.578,-1.0
12:12:51.780,-1.0
12:12:51.986,-1.0
12:12:52.190,-1.0
12:12:52.392,-1.0
12:12:52.596,-1.0
12:12:52.797,-1.0
12:12:52.999,-1.0
12:12:53.200,-1.0
12:12:53.403,-1.0
12:12:53.605,-1.0
12:12:53.807,-1.0
12:12:54.010,-1.0
12:12:54.213,-1.0
12:12:54.416,-1.0
12:12:54.618,-1.0
12:12:54.822,-1.0
12:12:55.024,-1.0
12:12:55.225,-1.0
12:12:55.428,-1.0
12:12:55.630,-1.0
12:12:55.838,-1.0
12:12:56.042,-1.0
12:12:56.244,-1.0
12:12:56.445,-1.0
12:12:56.647,-1.0
12:12:56.851,-1.0
12:12:57.052,-1.0
12:12:57.254,-1.0
12:12:57.456,-1.0
12:12:57.658,-1.0
12:12:57.863,-1.0
12:12:58.064,-1.0
12:12:58.267,-1.0
12:12:58.469,-1.0
12:12:58.672,-1.0
12:12:58.875,-1.0
12:12:59.076,-1.0
12:12:59.278,-1.0
12:12:59.480,-1.0
12:12:59.682,-1.0
12:12:59.884,-1.0
12:13:00.086,-1.0
12:13:00.289,-1.0
12:13:00.490,-1.0
12:13:00.693,-1.0
12:13:00.895,-1.0
12:13:01.097,-1.0
12:13:01.298,-1.0
12:13:01.500,-1.0
12:13:01.703,-1.0
12:13:01.905,-1.0
12:13:02.107,-1.0
12:13:02.308,-1.0
12:13:02.511,-1.0
12:13:02.713,-1.0
12:13:02.915,-1.0
12:13:03.117,-1.0
12:13:03.318,-1.0
12:13:03.523,-1.0
12:13:03.724,-1.0
12:13:03.926,-1.0
12:13:04.129,-1.0
12:13:04.336,-1.0
12:13:04.538,-1.0
12:13:04.740,-1.0
12:13:04.942,-1.0
12:13:05.143,-1.0
12:13:05.347,-1.0
12:13:05.553,-1.0
12:13:05.756,-1.0
12:13:05.959,-1.0
12:13:06.160,-1.0
12:13:06.365,-1.0
12:13:06.570,-1.0
12:13:06.771,-1.0
12:13:06.974,-1.0
12:13:07.178,-1.0
12:13:07.380,-1.0
12:13:07.584,-1.0
12:13:07.786,-1.0
12:13:07.988,-1.0
12:13:08.193,-1.0
12:13:08.396,-1.0
12:13:08.600,-1.0
12:13:08.802,-1.0
12:13:09.004,-1.0
12:13:09.206,-1.0
12:13:09.408,-1.0
12:13:09.610,-1.0
12:13:09.812,-1.0
12:13:10.015,-1.0
12:13:10.217,-1.0
12:13:10.418,-1.0
12:13:10.620,-1.0
12:13:10.826,-1.0
12:13:11.028,-1.0
12:13:11.231,1.0
12:13:11.433,1.0
12:13:11.636,1.0
12:13:11.838,1.0
12:13:12.039,1.0
12:13:12.242,1.0
12:13:12.444,1.0
12:13:12.648,1.0
12:13:12.853,1.0
12:13:13.055,1.0
12:13:13.257,1.0
12:13:13.461,1.0
12:13:13.663,1.0
12:13:13.864,1.0
12:13:14.067,1.0
12:13:14.268,1.0
12:13:14.471,1.0
12:13:14.674,1.0
12:13:14.877,0.711
12:13:15.079,0.858
12:13:15.282,0.858
12:13:15.483,0.858
12:13:15.685,0.858
12:13:15.888,0.858
12:13:16.092,0.858
12:13:16.295,0.858
12:13:16.498,0.858
12:13:16.702,0.858
12:13:16.903,0.438
12:13:17.105,0.283
12:13:17.309,0.283
12:13:17.530,0.283
12:13:17.737,0.283
12:13:17.939,0.283
12:13:18.141,0.283
12:13:18.455,0.283
12:13:18.656,0.283
12:13:18.858,0.312
12:13:19.059,0.7
12:13:19.261,0.7
12:13:19.463,0.7
12:13:19.664,0.7
12:13:19.867,0.7
12:13:20.069,0.7
12:13:20.271,0.7
12:13:20.475,0.7
12:13:20.678,0.7
12:13:20.880,0.7
12:13:21.082,0.633
12:13:21.284,-1.0
12:13:21.493,-1.0
12:13:21.701,-1.0
12:13:21.929,-1.0
12:13:22.136,-1.0
12:13:22.360,-1.0
12:13:22.570,-1.0
12:13:22.798,-1.0
12:13:23.001,-1.0
12:13:23.204,0.882
12:13:23.409,0.882
12:13:23.611,0.882
12:13:23.817,0.882
12:13:24.024,0.882
12:13:24.232,0.882
12:13:24.433,0.882
12:13:24.636,0.882
12:13:24.841,0.494
12:13:25.043,0.294
12:13:25.244,0.271
12:13:25.446,0.271
12:13:25.647,0.271
12:13:25.854,0.271
12:13:26.057,0.271
12:13:26.279,0.271
12:13:26.503,0.271
12:13:26.711,0.271
12:13:26.918,0.3
12:13:27.148,0.306
12:13:27.353,0.306
12:13:27.557,0.306
12:13:27.759,0.306
12:13:27.962,0.306
12:13:28.164,0.306
12:13:28.365,0.306
12:13:28.568,0.306
12:13:28.770,0.32
12:13:28.972,0.331
12:13:29.173,1.0
12:13:29.377,1.0
12:13:29.579,1.0
12:13:29.781,1.0
12:13:29.982,1.0
12:13:30.187,1.0
12:13:30.388,1.0
12:13:30.591,1.0
12:13:30.794,1.0
12:13:30.996,0.989
12:13:31.198,0.833
12:13:31.412,0.833
12:13:31.633,0.833
12:13:31.852,0.833
12:13:32.056,0.833
12:13:32.259,0.833
12:13:32.461,0.833
12:13:32.662,0.833
12:13:32.867,0.833
12:13:33.069,-1.0
12:13:33.272,0.531
12:13:33.478,0.531
12:13:33.679,0.531
12:13:33.881,0.531
12:13:34.086,0.531
12:13:34.288,0.531
12:13:34.491,0.531
12:13:34.696,0.531
12:13:34.898,-1.0
12:13:35.101,-1.0
12:13:35.306,-1.0
12:13:35.533,-1.0
12:13:35.750,-1.0
12:13:35.959,-1.0
12:13:36.225,-1.0
12:13:36.443,-1.0
12:13:36.649,-1.0
12:13:36.851,0.827
12:13:37.052,0.827
12:13:37.254,0.751
12:13:37.459,0.751
12:13:37.661,0.751
12:13:37.864,0.751
12:13:38.067,0.751
12:13:38.270,0.751
12:13:38.473,0.751
12:13:38.678,0.751
12:13:38.880,0.312
12:13:39.082,0.339
12:13:39.283,0.373
12:13:39.488,0.373
12:13:39.698,0.373
12:13:39.920,0.373
12:13:40.127,0.373
12:13:40.328,0.373
12:13:40.530,0.373
12:13:40.733,0.373
12:13:40.936,0.527
12:13:41.138,-1.0
12:13:41.340,-1.0
12:13:41.543,-1.0
12:13:41.746,-1.0
12:13:41.948,-1.0
12:13:42.150,-1.0
12:13:42.351,-1.0
12:13:42.553,-1.0
12:13:42.755,0.967
12:13:42.956,0.578
12:13:43.158,-1.0
12:13:43.360,-1.0
12:13:43.569,-1.0
12:13:43.785,-1.0
12:13:44.011,-1.0
12:13:44.224,-1.0
12:13:44.430,-1.0
12:13:44.633,-1.0
12:13:44.837,-1.0
12:13:45.039,0.872
12:13:45.240,0.87
12:13:45.442,0.87
12:13:45.648,0.87
12:13:45.849,0.87
12:13:46.055,0.87
12:13:46.258,0.87
12:13:46.459,0.87
12:13:46.664,0.87
12:13:46.866,0.87
12:13:47.071,0.934
12:13:47.273,0.942
12:13:47.479,0.942
12:13:47.694,0.942
12:13:47.897,0.942
12:13:48.109,0.942
12:13:48.346,0.942
12:13:48.554,0.942
12:13:48.757,0.942
12:13:48.959,0.934
12:13:49.160,0.863
12:13:49.362,0.858
12:13:49.564,0.858
12:13:49.767,0.858
12:13:49.969,0.858
12:13:50.172,0.858
12:13:50.376,0.858
12:13:50.579,0.858
12:13:50.781,0.858
12:13:50.983,0.863
12:13:51.185,0.858
12:13:51.387,0.858
12:13:51.589,0.858
12:13:51.824,0.858
12:13:52.030,0.858
12:13:52.242,0.858
12:13:52.470,0.858
12:13:52.676,0.858
12:13:52.880,0.858
12:13:53.087,0.858
12:13:53.289,-1.0
12:13:53.494,-1.0
12:13:53.696,-1.0
12:13:53.899,-1.0
12:13:54.104,-1.0
12:13:54.306,-1.0
12:13:54.508,-1.0
12:13:54.711,-1.0
12:13:54.914,-1.0
12:13:55.115,1.0
12:13:55.318,1.0
12:13:55.523,1.0
12:13:55.725,1.0
12:13:55.943,1.0
12:13:56.149,1.0
12:13:56.351,1.0
12:13:56.565,1.0
12:13:56.776,1.0
12:13:56.986,1.0
12:13:57.187,-1.0
12:13:57.390,0.941
12:13:57.595,0.941
12:13:57.799,0.941
12:13:58.002,0.941
12:13:58.204,0.941
12:13:58.407,0.941
12:13:58.609,0.941
12:13:58.812,0.941
12:13:59.015,0.941
12:13:59.221,1.0
12:13:59.422,1.0
12:13:59.624,1.0
12:13:59.827,1.0
12:14:00.029,1.0
12:14:00.233,1.0
12:14:00.444,1.0
12:14:00.653,1.0
12:14:00.897,1.0
12:14:01.138,1.0
12:14:01.339,0.997
12:14:01.541,0.997
12:14:01.744,0.997
12:14:01.946,0.997
12:14:02.148,0.997
12:14:02.350,0.997
12:14:02.553,0.997
12:14:02.755,0.997
12:14:02.959,1.0
12:14:03.163,0.998
12:14:03.364,0.998
12:14:03.567,0.998
12:14:03.772,0.998
12:14:03.975,0.998
12:14:04.178,0.998
12:14:04.379,0.998
12:14:04.580,0.998
12:14:04.785,0.998
12:14:04.988,0.964
12:14:05.191,0.909
12:14:05.400,0.909
12:14:05.612,0.909
12:14:05.818,0.909
12:14:06.046,0.909
12:14:06.247,0.909
12:14:06.448,0.909
12:14:06.653,0.909
12:14:06.854,0.909
12:14:07.056,0.928
12:14:07.258,0.611
12:14:07.460,0.611
12:14:07.661,0.611
12:14:07.864,0.611
12:14:08.066,0.611
12:14:08.269,0.611
12:14:08.473,0.611
12:14:08.675,0.611
12:14:08.876,0.633
12:14:09.078,0.644
12:14:09.300,0.633
12:14:09.543,0.633
12:14:09.751,0.633
12:14:09.960,0.633
12:14:10.162,0.633
12:14:10.365,0.633
12:14:10.569,0.633
12:14:10.772,0.633
12:14:10.977,0.667
12:14:11.178,0.644
12:14:11.380,0.644
12:14:11.585,0.644
12:14:11.786,0.644
12:14:11.990,0.644
12:14:12.193,0.644
12:14:12.395,0.644
12:14:12.598,0.644
12:14:12.800,0.644
12:14:13.003,0.644
12:14:13.205,0.656
12:14:13.407,0.633
12:14:13.624,0.633
12:14:13.843,0.633
12:14:14.052,0.633
12:14:14.259,0.633
12:14:14.463,0.633
12:14:14.665,0.633
12:14:14.868,0.633
12:14:15.072,0.633
12:14:15.275,0.656
12:14:15.478,0.656
12:14:15.685,0.656
12:14:15.886,0.656
12:14:16.090,0.656
12:14:16.292,0.656
12:14:16.494,0.656
12:14:16.696,0.656
12:14:16.900,0.633
12:14:17.101,0.633
12:14:17.304,0.644
12:14:17.509,0.644
12:14:17.720,0.644
12:14:17.971,0.644
12:14:18.183,0.644
12:14:18.386,0.644
12:14:18.588,0.644
12:14:18.790,0.644
12:14:18.992,0.644
12:14:19.195,0.667
12:14:19.398,0.935
12:14:19.601,0.935
12:14:19.805,0.935
12:14:20.008,0.935
12:14:20.210,0.935
12:14:20.415,0.935
12:14:20.617,0.935
12:14:20.822,0.935
12:14:21.023,0.935
12:14:21.228,0.937
12:14:21.448,0.935
12:14:21.673,0.935
12:14:21.877,0.935
12:14:22.114,0.935
12:14:22.318,0.935
12:14:22.520,0.935
12:14:22.723,0.935
12:14:22.923,0.935
12:14:23.127,0.939
12:14:23.328,0.863
12:14:23.532,0.863
12:14:23.736,0.863
12:14:23.937,0.863
12:14:24.142,0.863
12:14:24.345,0.863
12:14:24.548,0.863
12:14:24.751,0.863
12:14:24.953,0.863
12:14:25.155,0.871
12:14:25.361,-1.0
12:14:25.648,-1.0
12:14:25.876,-1.0
12:14:26.085,-1.0
12:14:26.321,-1.0
12:14:26.534,-1.0
12:14:26.741,-1.0
12:14:26.943,-1.0
12:14:27.145,-1.0
12:14:27.347,-1.0
12:14:27.551,-1.0
12:14:27.753,-1.0
12:14:27.958,-1.0
12:14:28.159,-1.0
12:14:28.360,-1.0
12:14:28.563,-1.0
12:14:28.767,-1.0
12:14:28.970,-1.0
12:14:29.172,-1.0
12:14:29.374,-1.0
12:14:29.576,-1.0
12:14:29.784,-1.0
12:14:30.005,-1.0
12:14:30.234,-1.0
12:14:30.442,-1.0
12:14:30.647,-1.0
12:14:30.849,-1.0
