,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN
08:06:56.473,14442.0,0.25,0.1,1000.0,30.0,0.8,6600.0,1000.0,16605.0,840.0
08:07:02.484,203171.0,0.25,0.1,1000.0,30.0,0.4,8200.0,1000.0,9502.0,850.0
08:07:08.497,30026.0,0.25,0.1,1000.0,30.0,2.4,900.0,1000.0,10245.0,1610.0
08:07:13.884,19415.0,0.25,0.1,1000.0,30.0,1.0,6600.0,1000.0,18982.0,160.0
08:07:18.835,19622.0,0.25,0.1,1000.0,30.0,0.3,5600.0,1000.0,11596.0,780.0
08:07:24.367,7738.0,0.25,0.1,1000.0,30.0,2.2,2600.0,1000.0,6217.0,1450.0
08:07:30.316,48278.0,0.25,0.1,1000.0,30.0,0.6,4200.0,1000.0,30723.0,150.0
08:07:36.185,26248.0,0.25,0.1,1000.0,30.0,0.6,5100.0,1000.0,8928.0,1520.0
08:07:42.322,126030.0,0.25,0.1,1000.0,30.0,0.6,1100.0,1000.0,16073.0,290.0
08:07:48.167,24213.0,0.25,0.1,1000.0,30.0,3.1,3800.0,1000.0,5441.0,80.0
08:07:53.197,179441.0,0.25,0.1,1000.0,30.0,1.6,900.0,1000.0,13676.0,850.0
08:07:59.218,25116.0,0.25,0.1,1000.0,30.0,1.3,5000.0,1000.0,25546.0,240.0
08:08:05.164,31259.0,0.25,0.1,1000.0,30.0,1.3,3400.0,1000.0,5474.0,190.0
08:08:11.146,155475.0,0.25,0.1,1000.0,30.0,3.2,5600.0,1000.0,15535.0,330.0
08:08:17.115,102960.0,0.25,0.1,1000.0,30.0,4.8,7400.0,1000.0,1111.0,150.0
08:08:23.086,66604.0,0.25,0.1,1000.0,30.0,2.1,4500.0,1000.0,31681.0,940.0
08:08:29.066,14416.0,0.25,0.1,1000.0,30.0,2.8,3600.0,1000.0,2566.0,710.0
08:08:34.919,4260.0,0.25,0.1,1000.0,30.0,0.6,16300.0,1000.0,12929.0,1380.0
