time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:42:55,0.009585049003362656,0.0020993989892303944,0.16076326370239258,1.361137866973877,0.0011832320597022772,0.0018187089590355754,RTL,-35.3632623,149.1652391,36419.0,2.0,-17.0,99.0,1500.0,-1.0,48.0,-1014.0,1361.0,2.0,3.0
16:42:57,0.007078632712364197,0.0016085606766864657,0.16086728870868683,0.26681554317474365,0.0012546393554657698,-0.0033192667178809643,RTL,-35.3632622,149.1652387,34358.0,0.0,-11.0,100.0,1500.0,0.0,-22.0,-993.0,258.0,2.0,-1.0
16:42:59,0.01209852285683155,0.001198844169266522,0.16079029440879822,0.10803105682134628,0.002052661497145891,0.007048366591334343,RTL,-35.3632621,149.165238,32463.0,0.0,-7.0,100.0,1500.0,-1.0,-41.0,-923.0,98.0,2.0,8.0
16:43:01,0.04072389751672745,7.912044384283945e-05,0.16068676114082336,0.49149537086486816,0.0029757958836853504,-0.006427999585866928,RTL,-35.3632618,149.1652358,30398.0,-2.0,6.0,108.0,1500.0,-2.0,-18.0,-1022.0,483.0,3.0,-4.0
16:43:05,0.005748419091105461,0.007033546920865774,0.1613333374261856,1.050232172012329,0.00018595054280012846,0.004922268039081246,RTL,-35.363261449999996,149.16523585,26290.0,-5.0,20.5,100.0,1500.0,3.0,66.5,-1034.0,1059.0,1.5,6.0
16:43:24,0.005053393154715498,0.0012596731182081082,0.1602156013250351,0.0016362530489762623,0.001802960701752454,0.00036092471176137525,RTL,-35.3632623,149.16523835,10801.0,2.6666666666666665,-12.333333333333334,52.666666666666664,1500.0,-0.3333333333333333,-16.833333333333332,-1056.1666666666667,-3.0,2.6666666666666665,2.1666666666666665
16:43:26,-0.01127017941325903,0.0029745670423532524,0.15981654077768326,-0.47776945928732556,-0.0008693608785203347,0.0019052038163257141,RTL,-35.36326208333333,149.16523858333335,10297.166666666666,0.16666666666666666,-10.833333333333334,33.333333333333336,1500.0,-0.16666666666666666,-24.0,-974.8333333333334,-480.0,0.16666666666666666,3.5
16:43:28,0.004201276848713557,0.0017834649382469554,0.15949285278717676,0.2079721816504995,-0.0033109411015175283,-0.0024157613903904953,RTL,-35.363262,149.16523841666665,9595.333333333334,0.0,-8.833333333333334,33.5,1500.0,-0.16666666666666666,-7.333333333333333,-997.3333333333334,203.16666666666666,-1.8333333333333333,-0.3333333333333333
16:43:30,0.013017105947559079,-8.332436361039679e-05,0.159836878379186,0.22231166064739227,0.0006714154539319376,0.0023103763038913407,RTL,-35.363261933333334,149.16523691666666,8911.5,-1.1666666666666667,-1.5,33.166666666666664,1500.0,-1.5,18.166666666666668,-1008.5,223.33333333333334,1.6666666666666667,4.166666666666667
16:43:32,0.012598213506862521,0.001215695481126507,0.16008564829826355,-0.06532563890020053,0.001795158857324471,0.0020006404568751654,RTL,-35.363261783333336,149.16523558333333,8300.666666666666,-2.6666666666666665,12.166666666666666,11.166666666666666,1500.0,-0.16666666666666666,-1.6666666666666667,-1036.1666666666667,-64.5,2.6666666666666665,3.8333333333333335
16:43:34,0.011529135362555584,0.002626089883657793,0.15998104959726334,-0.011537574231624603,-4.393993488823374e-05,0.0008024357181663314,RTL,-35.36326161666667,149.16523556666664,8332.333333333334,-3.8333333333333335,15.666666666666666,-0.3333333333333333,1500.0,0.0,2.3333333333333335,-994.8333333333334,-11.5,1.1666666666666667,2.6666666666666665
16:43:36,0.021321240657319624,0.0018051141717781622,0.16004490107297897,0.09535164944827557,0.0008438088310261568,0.0014482471936692793,RTL,-35.36326158333333,149.16523493333332,8332.0,-5.0,18.333333333333332,0.0,1500.0,-0.5,3.8333333333333335,-997.3333333333334,95.16666666666667,1.8333333333333333,3.0
16:43:38,0.01844771159812808,0.003104850805054108,0.16022868702809015,-0.041243950525919594,-0.00011781797123452027,-7.328389134878914e-05,RTL,-35.36326141666667,149.16523454999998,8331.0,-5.666666666666667,23.666666666666668,1.0,1500.0,-0.16666666666666666,-6.166666666666667,-998.8333333333334,-41.833333333333336,1.1666666666666667,1.6666666666666667
16:43:40,0.007322861696593463,0.0046277866543581085,0.1606771027048429,0.158408901343743,0.0006900457859349748,-0.0008248578330191473,RTL,-35.36326149999999,149.16523555,7919.666666666667,-5.666666666666667,21.166666666666668,35.0,1500.0,1.0,13.666666666666666,-1009.8333333333334,161.16666666666666,1.8333333333333333,1.5
16:43:42,-0.005121396301547065,0.00502324802801013,0.16044543931881586,-0.17847749094168344,0.0016423429284865658,-0.0017770431586541235,RTL,-35.36326171666667,149.16523705,7208.333333333333,-3.5,8.5,32.833333333333336,1500.0,0.6666666666666666,-0.8333333333333334,-999.6666666666666,-175.5,2.5,0.5
16:43:44,-0.011527074054659655,0.0019248337290870647,0.160314050813516,-0.46241441865762073,-0.0015534372262967129,0.0003107179266711076,RTL,-35.363261949999995,149.16523801666665,6479.5,-2.0,-1.5,35.666666666666664,1500.0,0.16666666666666666,-7.666666666666667,-1006.1666666666666,-459.5,0.0,2.6666666666666665
16:43:46,-0.006670563743682578,0.003253887795532743,0.16052351891994476,-0.25396744906902313,0.003939110223048677,-0.002002119979200264,RTL,-35.363262066666664,149.16523811666667,5786.0,0.0,-3.3333333333333335,30.833333333333332,1500.0,0.5,-14.666666666666666,-1004.1666666666666,-253.33333333333334,4.833333333333333,0.5
16:43:48,-0.019712030499552686,0.003978260521156092,0.1604927803079287,-0.3572588584696253,-0.00126338453264907,0.00020509948565935096,RTL,-35.363262133333336,149.16523938333333,5196.5,0.0,-11.5,33.333333333333336,1500.0,1.0,-16.0,-991.1666666666666,-356.6666666666667,0.16666666666666666,2.1666666666666665
16:43:50,-0.01169579024038588,-0.00019293405345403394,0.1598669265707334,-0.194707490503788,-0.002064603458469113,0.001102410218057533,RTL,-35.36326226666667,149.1652394666667,4513.833333333333,0.0,-16.833333333333332,33.0,1500.0,-0.8333333333333334,-3.5,-997.0,-193.66666666666666,-0.3333333333333333,2.8333333333333335
16:43:52,0.012223084767659506,-0.0020080940642704568,0.15971354395151138,-0.16896781449516615,0.00047518382780253887,0.0004936847059677044,RTL,-35.36326218333333,149.16523711666667,3831.0,0.3333333333333333,-4.833333333333333,32.0,1500.0,-2.1666666666666665,-3.1666666666666665,-1003.0,-168.16666666666666,1.8333333333333333,2.5
16:43:54,0.017515182495117188,0.001194739292259328,0.15956690907478333,-0.3327147290110588,0.0027190333930775523,0.0014818792308991153,RTL,-35.36326173333334,149.16523495,3153.5,-2.0,15.333333333333334,33.166666666666664,1500.0,-1.0,-13.166666666666666,-998.8333333333334,-332.3333333333333,3.8333333333333335,3.5
16:44:00,0.016488246619701385,0.0028851270908489823,0.16063787043094635,-0.5095095485448837,-0.0009590713016223162,4.3043866753578186e-05,RTL,-35.3632615,149.16523454999998,2302.0,-5.0,23.0,34.0,1500.0,0.0,-43.5,-992.5,-513.5,0.0,2.0
16:44:02,0.016832636296749116,0.004222752200439573,0.16021119058132172,0.6058355182409286,0.00025823237374424937,0.0022528259083628654,RTL,-35.363261539999996,149.1652354,1745.0,-4.8,21.6,33.4,1500.0,0.6,13.8,-1002.2,605.8,1.8,4.6
16:44:04,0.006066906314420824,0.0031656783539801836,0.160672128200531,0.6347428262233734,0.0017146644725774725,0.0037784776650369167,RTL,-35.3632618,149.1652366333333,991.6666666666666,-3.0,11.0,32.666666666666664,1500.0,1.0,37.75,-1005.25,500.25,2.75,5.5
16:44:06,-0.005780764273367822,0.001141073415055871,0.16068701073527336,0.10505475290119648,-0.0005766118410974741,0.004041124426294118,RTL,-35.363262,149.1652375,388.0,-1.75,3.5,34.0,1500.0,-0.25,24.5,-996.5,112.5,0.75,6.25
16:44:08,0.0006505411874968559,0.005365702323615551,0.16216108947992325,0.0015790723264217377,0.0013148332363925874,0.0007576947100460529,RTL,-35.363262,149.1652375,27.0,-1.5,2.5,5.0,1500.0,0.0,0.6666666666666666,-1000.0,3.0,2.0,3.0
16:44:10,0.002828345517627895,0.006773806642740965,0.16257797926664352,0.0013951167929917574,0.0014883605763316154,0.0006530613172799349,RTL,-35.3632623,149.1652374,0.0,-6.5,1.0,4.5,1500.0,0.0,0.5,-1000.5,3.0,3.0,3.0
16:44:12,0.00383343908470124,0.006707176798954606,0.16387102752923965,0.0013798183063045144,0.0015210598357953131,0.0007143082330003381,RTL,-35.3632625,149.1652374,0.0,-8.0,2.0,3.0,1500.0,0.0,0.0,-1000.0,3.0,3.0,3.0
16:44:14,0.004512466723099351,0.00636594882234931,0.16485582292079926,0.00486517755780369,0.0014115903177298605,0.0008148375200107694,RTL,-35.3632625,149.1652374,0.0,-8.0,3.0,2.0,1500.0,0.0,1.0,-999.0,6.5,3.0,3.0
