,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG
02:16:56.863,173796.0,0.5,0.5,-7.1,0.25,2.8,0.0,3189.0,990.0,1.0,0.1,50.0,50.0,31.0,0.0
02:17:01.567,160500.0,0.3,0.3,5.2,0.25,4.2,0.0,7562.0,190.0,1.0,0.1,50.0,50.0,281.0,0.0
02:17:06.773,29839.0,0.9,1.8,-9.4,0.25,0.6,0.0,11480.0,820.0,1.0,0.1,50.0,50.0,83.0,0.0
02:17:11.371,106842.0,0.4,1.3,-2.4,0.25,0.3,0.0,9099.0,680.0,1.0,0.1,50.0,50.0,382.0,0.0
02:17:16.924,20175.0,0.4,0.4,-7.2,0.25,0.6,0.0,12509.0,630.0,1.0,0.1,50.0,50.0,129.0,0.0
02:17:21.590,218400.0,0.4,0.3,1.4,0.25,0.8,0.0,20733.0,130.0,1.0,0.1,50.0,50.0,105.0,0.0
02:17:26.746,21359.0,0.2,0.2,1.5,0.25,2.4,0.0,13096.0,700.0,1.0,0.1,50.0,50.0,317.0,0.0
02:17:31.494,37285.0,0.9,0.2,3.8,0.25,0.8,0.0,9252.0,20.0,1.0,0.1,50.0,50.0,671.0,0.0
02:17:37.088,22751.0,0.2,0.7,2.2,0.25,1.2,0.0,1560.0,440.0,1.0,0.1,50.0,50.0,687.0,0.0
02:17:42.694,45715.0,0.4,1.2,1.6,0.25,0.4,0.0,16896.0,530.0,1.0,0.1,50.0,50.0,65.0,0.0
02:17:47.316,169428.0,0.3,0.2,-7.6,0.25,0.6,0.0,12806.0,210.0,1.0,0.1,50.0,50.0,175.0,0.0
02:17:53.085,39477.0,0.5,0.5,7.5,0.25,3.7,0.0,26956.0,40.0,1.0,0.1,50.0,50.0,113.0,0.0
02:17:58.693,30101.0,0.4,2.0,1.5,0.25,0.8,0.0,2761.0,190.0,1.0,0.1,50.0,50.0,240.0,0.0
02:18:03.345,125900.0,0.3,0.3,-6.3,0.25,3.4,0.0,3763.0,320.0,1.0,0.1,50.0,50.0,117.0,0.0
02:18:09.035,72107.0,0.2,0.2,-6.2,0.25,0.8,0.0,8681.0,350.0,1.0,0.1,50.0,50.0,65.0,0.0
02:18:14.677,113289.0,0.4,1.2,-7.4,0.25,1.5,0.0,25338.0,80.0,1.0,0.1,50.0,50.0,348.0,0.0
02:18:19.502,294449.0,0.5,0.5,-8.7,0.25,1.8,0.0,3895.0,40.0,1.0,0.1,50.0,50.0,608.0,0.0
02:18:24.670,10748.0,0.5,0.9,-8.4,0.25,1.2,0.0,22980.0,60.0,1.0,0.1,50.0,50.0,442.0,0.0
02:18:29.448,1801.0,0.3,0.3,-9.6,0.25,3.9,0.0,368.0,180.0,1.0,0.1,50.0,50.0,18.0,0.0
02:18:35.085,247245.0,0.3,0.7,10.0,0.25,1.9,0.0,1287.0,700.0,1.0,0.1,50.0,50.0,22.0,0.0
02:18:40.646,34940.0,0.2,0.7,-6.2,0.25,2.2,0.0,11500.0,20.0,1.0,0.1,50.0,50.0,231.0,0.0
02:18:45.510,43267.0,0.7,1.2,-1.2,0.25,0.2,0.0,4744.0,670.0,1.0,0.1,50.0,50.0,163.0,0.0
02:18:50.601,161971.0,0.2,0.7,-7.2,0.25,1.1,0.0,24198.0,180.0,1.0,0.1,50.0,50.0,630.0,0.0
02:18:55.277,23319.0,0.3,1.8,6.7,0.25,3.5,0.0,3027.0,290.0,1.0,0.1,50.0,50.0,422.0,0.0
02:19:00.970,251259.0,0.4,0.7,-8.9,0.25,1.6,0.0,2106.0,180.0,1.0,0.1,50.0,50.0,618.0,0.0
02:19:05.737,107445.0,0.9,1.8,-6.2,0.25,1.1,0.0,7059.0,320.0,1.0,0.1,50.0,50.0,152.0,0.0
02:19:10.980,268513.0,0.4,1.7,-8.1,0.25,0.6,0.0,21865.0,190.0,1.0,0.1,50.0,50.0,884.0,0.0
02:19:15.711,104368.0,0.5,0.3,-6.2,0.25,1.2,0.0,1400.0,60.0,1.0,0.1,50.0,50.0,175.0,0.0
02:19:20.809,3997.0,0.3,0.3,-6.1,0.25,3.5,0.0,4904.0,320.0,1.0,0.1,50.0,50.0,422.0,0.0
02:19:25.431,26519.0,0.7,1.1,7.0,0.25,1.3,0.0,403.0,160.0,1.0,0.1,50.0,50.0,847.0,0.0
02:19:31.139,86661.0,0.5,0.9,7.7,0.25,2.1,0.0,10018.0,40.0,1.0,0.1,50.0,50.0,571.0,0.0
02:19:36.855,31000.0,0.9,1.1,-7.1,0.25,0.2,0.0,160.0,630.0,1.0,0.1,50.0,50.0,207.0,0.0
02:19:41.555,38516.0,0.2,0.3,-8.1,0.25,2.1,0.0,28194.0,420.0,1.0,0.1,50.0,50.0,116.0,0.0
02:19:46.724,111443.0,0.4,0.9,-6.1,0.25,0.6,0.0,12287.0,150.0,1.0,0.1,50.0,50.0,336.0,0.0
02:19:51.547,65078.0,0.5,1.3,3.3,0.25,4.2,0.0,7236.0,150.0,1.0,0.1,50.0,50.0,299.0,0.0
02:19:56.726,39822.0,0.3,0.3,5.1,0.25,0.1,0.0,21187.0,670.0,1.0,0.1,50.0,50.0,461.0,0.0
02:20:01.444,17410.0,0.4,0.2,-7.9,0.25,0.2,0.0,222.0,1000.0,1.0,0.1,50.0,50.0,151.0,0.0
02:20:07.140,102370.0,0.2,1.2,10.1,0.25,1.1,0.0,14334.0,390.0,1.0,0.1,50.0,50.0,506.0,0.0
02:20:12.844,171470.0,0.7,0.9,-9.4,0.25,1.3,0.0,22750.0,60.0,1.0,0.1,50.0,50.0,120.0,0.0
02:20:17.687,147345.0,0.5,0.3,-3.5,0.25,0.8,0.0,5106.0,210.0,1.0,0.1,50.0,50.0,932.0,0.0
02:20:22.857,162820.0,0.5,0.4,-5.8,0.25,2.9,0.0,4002.0,580.0,1.0,0.1,50.0,50.0,371.0,0.0
02:20:27.748,3094.0,0.5,1.2,-6.2,0.25,5.0,0.0,17125.0,220.0,1.0,0.1,50.0,50.0,164.0,0.0
02:20:33.006,214597.0,0.5,0.7,-8.9,0.25,1.1,0.0,13440.0,550.0,1.0,0.1,50.0,50.0,2.0,0.0
02:20:38.793,122972.0,0.7,0.7,-9.2,0.25,3.5,0.0,6297.0,130.0,1.0,0.1,50.0,50.0,468.0,0.0
02:20:43.859,82717.0,0.5,0.5,-4.8,0.25,1.0,0.0,8363.0,120.0,1.0,0.1,50.0,50.0,265.0,0.0
02:20:48.604,38958.0,0.4,1.5,-2.4,0.25,0.3,0.0,258.0,520.0,1.0,0.1,50.0,50.0,99.0,0.0
02:20:53.858,30735.0,1.1,0.7,-6.2,0.25,0.2,0.0,25644.0,340.0,1.0,0.1,50.0,50.0,181.0,0.0
02:20:58.595,193254.0,0.3,0.7,-5.3,0.25,0.8,0.0,6658.0,470.0,1.0,0.1,50.0,50.0,738.0,0.0
02:21:03.759,7324.0,0.5,0.2,4.9,0.25,1.2,0.0,18740.0,110.0,1.0,0.1,50.0,50.0,21.0,0.0
02:21:08.575,162888.0,0.5,0.7,0.1,0.25,0.1,0.0,2382.0,280.0,1.0,0.1,50.0,50.0,60.0,0.0
02:21:13.766,13971.0,0.2,0.2,-6.5,0.25,0.6,0.0,1124.0,820.0,1.0,0.1,50.0,50.0,862.0,0.0
02:21:18.511,8013.0,0.2,1.2,-0.6,0.25,1.3,0.0,2754.0,470.0,1.0,0.1,50.0,50.0,158.0,0.0
02:21:23.671,37033.0,0.9,0.9,-4.3,0.25,0.4,0.0,4487.0,130.0,1.0,0.1,50.0,50.0,108.0,0.0
02:21:28.450,37909.0,0.9,0.7,2.2,0.25,0.8,0.0,15530.0,380.0,1.0,0.1,50.0,50.0,165.0,0.0
02:21:34.179,235478.0,0.3,0.4,-3.9,0.25,5.0,0.0,19934.0,310.0,1.0,0.1,50.0,50.0,262.0,0.0
02:21:39.890,138331.0,0.3,0.3,-0.8,0.25,2.5,0.0,26306.0,630.0,1.0,0.1,50.0,50.0,536.0,0.0
02:21:44.629,3061.0,0.3,1.1,-5.2,0.25,3.1,0.0,17771.0,240.0,1.0,0.1,50.0,50.0,137.0,0.0
02:21:49.800,9295.0,0.5,0.5,-6.2,0.25,1.5,0.0,15020.0,750.0,1.0,0.1,50.0,50.0,431.0,0.0
02:21:54.491,153661.0,0.9,0.7,-3.2,0.25,0.8,0.0,3731.0,250.0,1.0,0.1,50.0,50.0,5.0,0.0
02:22:00.192,355.0,0.5,0.5,-2.0,0.25,1.5,0.0,14351.0,150.0,1.0,0.1,50.0,50.0,618.0,0.0
02:22:05.901,114435.0,0.2,0.4,2.1,0.25,0.8,0.0,5243.0,810.0,1.0,0.1,50.0,50.0,130.0,0.0
02:22:10.644,273441.0,0.5,1.1,-9.6,0.25,2.1,0.0,6571.0,80.0,1.0,0.1,50.0,50.0,598.0,0.0
02:22:15.778,33310.0,0.3,0.7,-9.6,0.25,1.1,0.0,4903.0,1000.0,1.0,0.1,50.0,50.0,101.0,0.0
02:22:20.438,61339.0,0.3,0.2,-1.6,0.25,1.1,0.0,7269.0,110.0,1.0,0.1,50.0,50.0,810.0,0.0
