time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,alt,lat,lon,relative_alt,vx,vy,vz
12:05:30,1500.0,-0.0006645638301658133,0.001069563440978527,0.02559255373974641,0.00034313107607886195,0.00020425686185869077,0.0020348102940867343,583.969970703125,STABILIZE,0.0,2.0,-1000.0,0.0,0.0,0.0,583970.0,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
