time_stamp,MODE,RTL_ALT,LAND_SPEED,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
17:17:02,GUIDED,1500.0,50.0,-0.00043491176911629735,0.001558325160294771,0.027340519428253173,0.00026258111465722324,0.0002788676240015775,0.002360149845480919,-35.3632621,149.1652374,0.0,-0.6,0.2,0.0,0.0,1.0,-1000.0,0.0,0.0,0.0
17:17:04,GUIDED,1500.0,50.0,-0.0004962950828485191,0.001504342327825725,0.026236694678664206,0.0002317845821380615,0.00027455798699520527,0.002231024671345949,-35.363262160000005,149.1652374,0.0,-2.0,0.6,-0.8,0.0,-5.6,-1010.6,0.2,0.0,0.0
17:17:06,GUIDED,1500.0,50.0,-0.0003774688084376976,0.0013200794055592269,0.025200514122843742,0.0002475981891620904,0.00027711489383364096,0.00204722341732122,-35.3632622,149.1652374,16.25,0.0,0.0,-1.0,0.0,1.25,-1000.0,0.0,0.25,0.25
17:17:08,GUIDED,1500.0,50.0,0.0002494463446964801,0.001645309355808422,0.02414251957088709,0.0027464084632811137,-0.0022036744485376403,0.0021580103202722967,-35.3632622,149.1652374,17.75,0.0,0.0,-1.75,0.0,1.4,-1019.8,2.2,-1.6,0.2
17:17:10,GUIDED,1500.0,50.0,0.02927633235231042,-0.002045152650680393,0.023565128445625305,0.04540801793336868,-0.007719962042756379,0.002885811554733664,-35.363262,149.16523767500001,1635.25,1.25,10.0,-145.0,0.25,-1.0,-1016.0,45.5,-6.5,1.25
17:17:12,GUIDED,1500.0,50.0,-0.021895073620336398,0.009034829380522882,-0.059476621981178014,-0.08018228571329798,0.00965373929856079,-0.05311705491372517,-35.36326097142857,149.16524412857143,4334.0,4.285714285714286,34.57142857142857,-147.14285714285714,2.7142857142857144,-7.714285714285714,-1001.2857142857143,-79.28571428571429,10.0,-53.57142857142857
17:17:14,GUIDED,1500.0,50.0,0.004661330487579107,0.010295853484421968,-0.11170502938330173,0.06775450147688389,0.009204542031511664,-0.0008144413732225075,-35.3632616,149.16523895,7915.5,-15.5,-57.0,-150.5,-4.8,12.4,-1003.0,66.8,9.2,-3.0
17:17:21,GUIDED,1500.0,50.0,0.0009024940722156316,-0.002161704294849187,-0.17425961792469025,-0.005122810613829643,-0.003449702321086079,-0.01603630241006613,-35.36326168,149.16523595999996,18233.0,-10.0,8.4,-152.0,2.2,0.0,-1000.0,-4.0,-2.6,-16.6
17:17:23,GUIDED,1500.0,50.0,0.0024948592763394117,0.0010942400840576738,-0.2233085259795189,0.0032269017538055778,0.0035254687536507845,-0.024324912577867508,-35.3632622,149.1652365,21318.0,0.0,1.0,-153.0,0.0,0.0,-1000.0,3.0,3.5,-24.5
17:17:24,GUIDED,1500.0,50.0,0.004110464220866561,0.003878194093704224,-0.2531985372304916,6.395536474883557e-05,0.001577043195720762,-0.019011342898011208,-35.36326218000001,149.16523651999998,23392.2,-0.2,2.2,-153.0,0.0,0.0,-1000.0,0.6,2.0,-19.0
