time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE
16:36:42,-0.0010156859643757343,0.0010043081128969789,0.022174806334078312,0.00021116514108143747,0.00030947974300943315,0.0015544896596111357,-35.3632622,149.1652375,0.0,-1.0,2.0,2.5,0.0,1.5,-1000.0,0.5,0.0,0.5,1500.0,AUTO
16:36:51,-0.0268754792244484,0.002736793984998561,-0.10006570816040039,0.06182149859766165,0.004869609101054569,-0.006151020682106416,-35.363261316666666,149.16524156666668,6688.166666666667,-8.166666666666666,-48.166666666666664,-150.66666666666666,-3.8333333333333335,8.5,-1001.8333333333334,62.166666666666664,5.166666666666667,-6.0,1500.0,AUTO
16:36:53,0.02880773499297599,-0.02129945616858701,-0.06541089527308941,-0.039976917672902346,-0.009651067356268564,0.019366599735803902,-35.363263350000004,149.16523441666666,9809.333333333334,-0.3333333333333333,3.0,-151.16666666666666,0.3333333333333333,1.0,-998.8333333333334,-38.833333333333336,-8.833333333333334,19.0,1500.0,AUTO
16:36:55,0.0012769769611103193,0.012982574358050312,-0.13060363062790462,0.012473726412281394,0.004932824896448957,-0.023689657183630124,-35.363261214285714,149.16523485714288,13115.857142857143,6.571428571428571,-2.5714285714285716,-153.0,-2.142857142857143,-0.7142857142857143,-1000.1428571428571,12.714285714285714,5.428571428571429,-23.571428571428573,1500.0,AUTO
16:36:57,0.005635035534699758,0.005088995986928542,-0.1565785457690557,-0.004787139128893614,-0.0041384625365026295,-0.013393777034555873,-35.363261300000005,149.1652349,16366.666666666666,-6.833333333333333,7.833333333333333,-153.0,1.0,0.0,-999.8333333333334,-3.5,-2.6666666666666665,-13.166666666666666,1500.0,AUTO
16:36:59,0.0008807957405224442,0.000994736049324274,-0.1927286446094513,0.001130907260812819,0.0006263993098400533,-0.02248101681470871,-35.3632619,149.165236,19299.2,-2.8,5.0,-154.0,0.6,0.0,-1000.0,1.4,1.0,-22.2,1500.0,AUTO
16:37:01,0.0029648060832793512,0.0029964828863739967,-0.23585803310076395,-0.00011968015072246392,0.00089358776070488,-0.02053796158482631,-35.363262,149.1652364,22315.333333333332,-1.0,3.0,-154.0,0.0,0.0,-1000.0,0.5,1.5,-20.333333333333332,1500.0,AUTO
16:37:03,-0.0012363675244462986,0.004871533523934583,-0.2615273396174113,0.007859358340889836,0.0003767805368018647,0.006735413335263729,-35.363262033333335,149.1652367,25279.833333333332,-2.3333333333333335,1.5,-153.5,0.0,0.0,-1000.8333333333334,8.5,1.1666666666666667,6.5,1500.0,AUTO
16:37:05,0.006137646346663435,0.0014280633768066764,-0.2133213852842649,-0.005357077888523539,-0.0003169178186605374,0.022895231222112972,-35.36326238333333,149.16523693333332,28405.666666666668,-1.8333333333333333,6.5,-153.16666666666666,0.16666666666666666,-0.16666666666666666,-999.6666666666666,-4.166666666666667,0.5,22.166666666666668,1500.0,AUTO
16:37:07,-0.0008023363989195786,0.0015105943020898849,-0.1720048226416111,0.0027750032022595406,0.00036406080471351743,0.016596322879195213,-35.363262325,149.165237975,31911.75,0.0,2.5,-153.25,0.0,0.0,-999.75,3.25,0.75,15.75,1500.0,AUTO
16:37:09,0.0011059821602733184,0.0009193468140438199,-0.14814443637927374,0.0010798344058760752,0.000234418228501454,0.013068321937074264,-35.363262283333334,149.16523794999998,34639.0,0.0,0.0,-153.0,0.0,0.0,-1000.1666666666666,1.6666666666666667,0.8333333333333334,12.5,1500.0,AUTO
16:37:11,0.002221186082654943,0.0011593023082241416,-0.12748284513751665,0.000935657105098168,0.0009699630706260601,0.010290917319556078,-35.36326218333334,149.16523763333333,37757.333333333336,0.0,0.0,-153.0,0.0,0.0,-999.6666666666666,1.6666666666666667,1.5,9.833333333333334,1500.0,AUTO
16:37:13,0.001874822482932359,0.0018144374480471015,-0.1115344688296318,0.0003079734936666985,0.0004697108524851501,0.0077677635320772724,-35.36326208333333,149.16523741666668,40876.333333333336,-0.16666666666666666,0.6666666666666666,-153.0,0.0,0.0,-999.8333333333334,1.1666666666666667,1.0,7.333333333333333,1500.0,AUTO
16:37:15,0.0017031090101227164,0.0013437911014383037,-0.09881419440110524,-0.00024832340811068815,-0.00030821274655560654,0.006467198332150777,-35.363262,149.16523731666666,43990.833333333336,-1.0,1.0,-153.0,0.0,0.0,-999.8333333333334,0.8333333333333334,0.5,5.833333333333333,1500.0,AUTO
16:37:17,-0.006746117568885286,0.010310209162222842,-0.06659029858807723,-0.04906213952926919,0.045752316616320364,0.1355826125945896,-35.363262,149.1652372833333,47103.166666666664,-2.0,0.0,-149.83333333333334,-0.16666666666666666,-0.5,-984.5,-48.0,46.5,135.16666666666666,1500.0,AUTO
16:37:19,0.022966180307169754,-0.04209058607618014,0.3004307448863983,0.08938413734237353,-0.030984914861619473,0.006752761080861092,-35.36326436666667,149.16523325,49281.5,-8.666666666666666,-16.666666666666668,-55.0,0.8333333333333334,4.666666666666667,-963.8333333333334,90.33333333333333,-29.666666666666668,7.166666666666667,1500.0,AUTO
16:37:21,-0.00916812460248669,0.015926869430889685,0.24089046319325766,-0.09545030444860458,0.004980130431552728,-0.032426719864209495,-35.3632624,149.16523631666666,49968.333333333336,15.166666666666666,24.166666666666668,-14.5,0.0,-7.166666666666667,-972.1666666666666,-93.0,5.833333333333333,-31.666666666666668,1500.0,AUTO
