,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
18:05:22.057,95167.0,0.3,0.0,-1.2,0.25,3.9,0.0,26450.0,980.0,1.0,0.1,50.0,50.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:26.088,142188.0,1.1,2.0,-10.0,0.25,5.1,0.0,32000.0,270.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:31.120,300000.0,1.1,1.7,0.1,0.25,1.6,0.0,32000.0,980.0,1.0,0.1,50.0,50.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:34.154,273566.0,0.1,0.5,-3.7,0.25,2.6,0.0,22734.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:39.174,146264.0,0.9,1.4,10.1,0.25,1.0,0.0,1219.0,1000.0,1.0,0.1,50.0,50.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:42.216,238165.0,0.3,0.9,-3.3,0.25,0.8,0.0,14940.0,780.0,1.0,0.1,50.0,50.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:47.233,34208.0,0.3,0.0,-10.0,0.25,0.9,0.0,24853.0,970.0,1.0,0.1,50.0,50.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:51.259,148542.0,1.1,1.6,5.6,0.25,3.1,0.0,1951.0,870.0,1.0,0.1,50.0,50.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:55.288,300000.0,1.1,2.0,1.9,0.25,0.0,0.0,32000.0,380.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:05:59.318,295900.0,0.7,1.8,1.6,0.25,1.0,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:03.357,252804.0,0.3,1.2,-5.6,0.25,4.6,0.0,32000.0,550.0,1.0,0.1,50.0,50.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:07.387,214956.0,1.0,1.6,-5.3,0.25,0.0,0.0,26484.0,490.0,1.0,0.1,50.0,50.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:11.402,200.0,0.4,0.6,10.1,0.25,3.7,0.0,32000.0,800.0,1.0,0.1,50.0,50.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:15.433,61452.0,0.0,2.0,5.2,0.25,0.0,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:19.450,34286.0,0.2,0.0,0.9,0.25,0.5,0.0,30015.0,800.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:23.467,60631.0,0.4,0.4,10.1,0.25,2.0,0.0,23681.0,810.0,1.0,0.1,50.0,50.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:27.488,141873.0,1.0,0.0,10.1,0.25,0.0,0.0,0.0,710.0,1.0,0.1,50.0,50.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:31.011,138037.0,0.1,0.6,-7.6,0.25,0.0,0.0,23011.0,210.0,1.0,0.1,50.0,50.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:35.023,12833.0,0.9,1.6,-1.7,0.25,3.1,0.0,0.0,640.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:39.062,300000.0,0.7,0.5,-3.8,0.25,5.1,0.0,29426.0,0.0,1.0,0.1,50.0,50.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:43.106,258753.0,0.3,0.9,3.1,0.25,0.6,0.0,14522.0,710.0,1.0,0.1,50.0,50.0,891.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:47.137,300000.0,1.1,2.0,-10.0,0.25,5.1,0.0,22028.0,450.0,1.0,0.1,50.0,50.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:51.160,195598.0,0.0,1.4,10.1,0.25,4.4,0.0,14927.0,460.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:55.183,205415.0,0.3,1.4,-10.0,0.25,5.1,0.0,0.0,670.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:06:59.201,81285.0,0.0,0.0,1.1,0.25,2.5,0.0,0.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18:07:03.234,273237.0,0.7,0.3,10.1,0.25,3.5,0.0,19900.0,580.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
18:07:07.284,94791.0,0.0,2.0,-10.0,0.25,0.9,0.0,32000.0,500.0,1.0,0.1,50.0,50.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0
