,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
10:54:49.276,5.0,5.0,0.0,-100.0,0.33,-13.0,1.0,-33.0,0.0,70.0,53.0,6.0,2.0,0.4,0.0,32000.0,0.6,0.7,350.0,1.0,0.1,0.0,250.0,561.0,0.5
10:54:54.315,5.0,5.0,0.0,-91.0,0.01,-100.0,1.0,-8.0,4.1,4.0,31.0,4.5,2.0,0.27,0.0,32000.0,0.6,0.7,750.0,1.0,0.1,0.0,432.0,0.0,0.5
10:55:07.393,5.0,5.0,0.0,-100.0,0.97,-100.0,1.0,-100.0,0.0,27.0,39.0,2.5,2.0,0.15,0.0,19948.0,1.1,1.3,1000.0,1.0,0.1,0.0,1000.0,320.0,0.5
10:55:58.231,5.0,5.0,0.0,-39.0,1.0,-100.0,1.0,100.0,5.3,-1.0,-1.0,6.0,5.5,0.1,0.0,1548.0,1.1,1.5,0.0,1.0,0.1,0.0,972.0,639.0,0.5
10:56:35.483,5.0,5.0,0.0,100.0,0.96,-88.0,1.0,18.0,10.1,70.0,16.0,4.0,5.0,0.4,0.0,16132.0,1.0,0.0,760.0,1.0,0.1,0.0,980.0,1000.0,0.5
10:56:40.020,5.0,5.0,0.0,2.0,0.01,2.0,1.0,66.0,7.5,10.0,-1.0,3.0,4.5,0.1,0.0,19515.0,0.6,0.8,680.0,1.0,0.1,0.0,67.0,844.0,0.5
