time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,LAND_SPEED_HIGH,MODE,WPNAV_SPEED_DN
13:59:50,1.611483704826761e-05,0.0015251879147919162,0.02654585162443774,0.00026029341305339973,0.00029505959329461414,0.00226419186219573,-35.36326209999999,149.1652374142857,0.0,-0.7142857142857143,1.2857142857142858,0.7142857142857143,0.0,1.1428571428571428,-1000.0,0.0,0.0,0.0,1500.0,220.0,GUIDED,90.0
13:59:53,-0.00032751748512964695,0.0013387811835855246,0.024853191524744033,0.00029700567829422654,0.00023795431479811668,0.0020476920530200005,-35.3632622,149.1652375,0.0,-1.6,1.0,-0.4,0.0,1.8333333333333333,-999.6666666666666,0.0,0.16666666666666666,0.0,1500.0,220.0,GUIDED,90.0
14:00:04,0.05988203547894955,-0.008150256471708417,0.0075683563482016325,0.011525283567607403,0.007425080519169569,-0.020322310272604227,-35.363261699999995,149.1652391,2768.0,6.5,38.0,-148.5,1.0,-7.0,-996.0,12.0,8.0,-21.5,1500.0,220.0,GUIDED,90.0
14:00:24,0.0014425035333260894,0.0031029294477775693,-0.21432757005095482,0.0005548942572204396,0.000998177521978505,-0.020364562515169382,-35.363261725,149.16523632500002,21951.75,-2.0,3.75,-152.0,0.0,0.0,-1000.2,0.8,0.8,-19.8,1500.0,220.0,GUIDED,90.0
14:00:32,-0.0010840027476660906,0.001518217264674604,-0.17807759940624238,0.00015324539272114633,-0.00024233002914115788,0.017587115988135338,-35.36326238,149.16523784,31367.2,0.0,4.0,-152.0,0.0,-0.3333333333333333,-1000.1666666666666,0.5,0.8333333333333334,17.333333333333332,1500.0,220.0,GUIDED,90.0
14:00:57,-0.00925940518370933,0.0014726752091923521,0.04962596752577358,-0.05169311331378089,0.0032485600483293333,-0.007171569440591459,-35.363262222222225,149.1652386111111,39267.0,1.3333333333333333,-3.888888888888889,170.22222222222223,1.0,-9.777777777777779,-939.8888888888889,-52.55555555555556,3.4444444444444446,-6.555555555555555,1500.0,410.0,LAND,90.0
14:00:59,-0.00048466008335405303,-0.0008800028687498221,0.04088948480784893,1.2832860151926677,-0.029450280708260834,0.009367979228651771,-35.36326243333333,149.16524073333335,33466.833333333336,3.0,-18.166666666666668,335.1666666666667,2.8333333333333335,21.833333333333332,-926.1666666666666,1275.3333333333333,-29.0,9.5,1500.0,355.0,LAND,90.0
14:01:01,-0.04658848357697328,-0.0011573242178807657,0.040054999912778534,-1.0218819094200928,-0.0029749566601822153,-0.0232537619691963,-35.3632625,149.16524185,28194.833333333332,3.6666666666666665,-34.166666666666664,137.83333333333334,-0.3333333333333333,-30.333333333333332,-1110.6666666666667,-1018.3333333333334,-2.6666666666666665,-22.666666666666668,1500.0,170.0,LAND,90.0
14:01:20,-0.0052273934707045555,-0.0005423643742688,0.008214078843593597,-0.38098612427711487,0.003719987813383341,0.0020503788255155087,-35.3632621,149.165239,8417.0,0.0,-13.0,35.0,-1.0,-39.0,-1002.0,-393.0,4.0,3.0,1500.0,360.0,LAND,90.0
14:01:24,0.007949807681143284,-0.0020143769215792418,0.005226860288530588,0.4852363169193268,0.0035330133978277445,0.0015339870005846024,-35.3632621,149.1652373,8341.0,0.0,-2.0,0.0,-2.0,30.5,-998.5,228.5,5.0,1.0,1500.0,170.0,LAND,90.0
14:01:26,0.00706435267541868,0.0006200128948421479,0.004746137497325738,-0.0831516037384669,0.0030561896467891834,0.0008528720936737955,-35.36326203333333,149.16523638333334,8249.5,-0.16666666666666666,5.5,7.0,-0.2857142857142857,-3.0,-1001.7142857142857,-113.28571428571429,3.0,1.5714285714285714,1500.0,170.0,LAND,90.0
