time_stamp,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE
17:08:52,583960.0,-35.36326215,149.1652375,0.0,-2.0,2.0,0.0,-0.00012587699529831298,0.0015380121767520905,0.025442199781537056,0.00029094777710270137,0.0002575965627329424,0.0022616651840507984,0.0,1.5,-1000.0,0.0,0.5,0.0,STABILIZE
17:08:55,583930.0,-35.36326215,149.1652375,0.0,-1.0,0.75,1.0,-0.001244806102477014,0.0010067200249371429,0.023873846357067425,0.00027068554967020947,0.0002787323125327627,0.0019552158191800117,0.0,1.25,-1000.0,0.25,0.25,0.0,STABILIZE
17:08:57,583930.0,-35.3632621,149.1652375,0.0,-1.0,1.0,1.6666666666666667,-0.001371858292259276,0.0009522218024358153,0.02339421771466732,0.0003502643958199769,0.00022949997219257057,0.001879793417174369,0.0,1.0,-1000.0,0.25,0.0,0.0,STABILIZE
17:08:59,583934.0,-35.3632621,149.1652375,0.0,-1.0,0.0,0.0,-0.0013890928239561617,0.0009495230915490538,0.022964803967624903,0.00021811880287714303,0.0002651442482601851,0.0017248784424737096,0.0,1.75,-1000.0,0.25,0.0,0.5,STABILIZE
17:09:01,583943.3333333334,-35.36326213333333,149.1652375,0.0,-1.0,0.0,0.0,-0.001117611420340836,0.0009566822554916143,0.022519303485751152,0.000353590352460742,0.00017950055189430714,0.001730312593281269,0.0,1.25,-1000.0,0.0,0.0,0.25,STABILIZE
17:09:05,583940.0,-35.3632622,149.1652375,1.2,-1.0,1.2,0.2,-0.0011566560249775648,0.0009715034277178348,0.0215103205293417,0.0002311699907295406,0.0002503843978047371,0.0015186466509476304,0.0,1.1666666666666667,-1000.0,0.5,0.3333333333333333,0.0,AUTO
17:09:07,583933.3333333334,-35.36326209999999,149.1652375,1.0,-0.16666666666666666,0.8333333333333334,2.0,-0.0009286506683565676,0.0010946856928057969,0.021181367337703705,0.0001507695997133851,0.0002593136256715904,0.0014652515722749133,0.0,6.0,-993.0,0.3333333333333333,0.3333333333333333,0.5,AUTO
17:09:09,583931.6666666666,-35.36326209999999,149.1652374,0.8333333333333334,0.0,-0.3333333333333333,-1.5,-7.666828848111133e-05,0.0014307810342870653,0.02075343548009793,0.005831445557608579,-0.0014780888062280912,0.0014602755351612966,0.0,1.5,-1020.5,6.166666666666667,-1.0,0.5,AUTO
17:09:11,585241.6666666666,-35.363262033333335,149.16523768333334,1307.5,0.8333333333333334,6.333333333333333,-135.66666666666666,0.01962892934291934,-0.0008088556254127374,0.02031339518725872,0.0323614258862411,-0.004582732372606794,0.0015926897370566924,0.16666666666666666,-0.6666666666666666,-1040.8333333333333,32.666666666666664,-3.6666666666666665,1.0,AUTO
17:09:13,588276.6666666666,-35.36326101666666,149.16524424999997,4341.333333333333,2.0,35.5,-148.5,-0.023162497362742823,0.013788129629877707,-0.06628999238212903,-0.0812751076494654,-0.0002750727192809184,-0.05001593676085273,3.5,-8.0,-1002.1666666666666,-80.0,0.8333333333333334,-49.833333333333336,AUTO
17:09:15,591366.6666666666,-35.36326126666666,149.16524131666668,7432.166666666667,-3.3333333333333335,-53.166666666666664,-151.66666666666666,-0.016887697003160913,-0.0022282471763901412,-0.09501043582955997,0.06349989958107471,0.009800314321182668,0.00022655103627281883,-5.666666666666667,10.166666666666666,-1002.5,63.5,10.166666666666666,0.0,AUTO
17:09:17,594498.3333333334,-35.36326245,149.16523483333336,10563.833333333334,-3.5,11.666666666666666,-151.83333333333334,0.02990538252439971,-0.004468493163585663,-0.08141093204418819,-0.05149077189465364,-0.008574421827991804,0.002524491244306167,1.6666666666666667,-0.3333333333333333,-998.1666666666666,-50.5,-7.666666666666667,2.3333333333333335,AUTO
