time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,alt,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,VFR_HUD_alt
08:16:51,-0.0012420060811564326,0.0009637116454541683,0.023330263793468475,0.00026403384981676936,0.0002818289794959128,0.0016975705511868,0.0,1.5,-1000.0,1.0,0.0,0.5,STABILIZE,583950.0,-35.3632622,149.1652375,0.0,-1.0,1.0,1.0,1500.0,583.9500122070312
