,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
17:20:08.472,200.0,0.0,0.6,10.1,0.25,2.2,0.0,32000.0,180.0,1.0,0.1,50.0,50.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:12.499,200989.0,0.4,0.1,3.2,0.25,0.0,0.0,25436.0,690.0,1.0,0.1,50.0,50.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:16.025,230418.0,0.6,0.0,2.3,0.25,0.0,0.0,19615.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:20.039,200.0,0.5,1.7,6.4,0.25,4.2,0.0,18936.0,990.0,1.0,0.1,50.0,50.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:24.064,247195.0,1.1,1.5,4.9,0.25,1.9,0.0,0.0,540.0,1.0,0.1,50.0,50.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:28.098,122498.0,0.7,2.0,4.0,0.25,4.4,0.0,32000.0,860.0,1.0,0.1,50.0,50.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:32.126,300000.0,0.0,0.8,-1.4,0.25,2.0,0.0,5213.0,70.0,1.0,0.1,50.0,50.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:36.150,146638.0,0.5,1.4,3.9,0.25,0.0,0.0,0.0,520.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:40.175,219882.0,1.1,1.8,1.9,0.25,2.5,0.0,20249.0,1000.0,1.0,0.1,50.0,50.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:44.187,200.0,0.7,0.0,-8.2,0.25,1.4,0.0,32000.0,120.0,1.0,0.1,50.0,50.0,966.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:48.217,300000.0,0.4,1.5,8.3,0.25,1.3,0.0,16149.0,490.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:52.238,181627.0,0.5,2.0,-4.5,0.25,1.4,0.0,25127.0,380.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:20:56.271,283416.0,0.0,0.0,6.7,0.25,0.0,0.0,32000.0,1000.0,1.0,0.1,50.0,50.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:00.317,268919.0,0.8,0.2,4.7,0.25,4.7,0.0,14385.0,0.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:04.338,106576.0,0.8,0.2,3.0,0.25,3.2,0.0,28824.0,530.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:08.374,300000.0,0.1,0.8,-10.0,0.25,5.1,0.0,28861.0,440.0,1.0,0.1,50.0,50.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0
17:21:12.397,199829.0,0.7,0.4,-9.9,0.25,4.5,0.0,10529.0,0.0,1.0,0.1,50.0,50.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
