,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
10:44:46.534,5.0,5.0,0.0,-48.0,0.35,100.0,1.0,-83.0,3.8,58.0,22.0,6.0,2.0,0.26,0.0,9794.0,0.2,0.0,610.0,1.0,0.1,0.0,0.0,0.0,0.5
10:44:51.054,5.0,5.0,0.0,22.0,0.84,8.0,1.0,50.0,3.2,70.0,55.0,4.0,6.0,0.26,0.0,8748.0,0.1,1.4,1000.0,1.0,0.1,0.0,0.0,1000.0,0.5
10:45:12.224,5.0,5.0,0.0,-20.0,1.0,100.0,1.0,3.0,6.4,70.0,29.0,2.5,2.0,0.19,0.0,0.0,0.0,2.0,80.0,1.0,0.1,0.0,338.0,125.0,0.5
10:45:59.011,5.0,5.0,0.0,-20.0,0.08,71.0,1.0,53.0,6.5,-1.0,70.0,4.0,6.0,0.4,0.0,4188.0,0.9,1.6,690.0,1.0,0.1,0.0,0.0,968.0,0.5
10:46:20.206,5.0,5.0,0.0,-64.0,1.0,41.0,1.0,100.0,5.4,-1.0,19.0,5.0,6.0,0.1,0.0,32000.0,0.8,1.6,510.0,1.0,0.1,0.0,531.0,667.0,0.5
10:46:41.381,5.0,5.0,0.0,23.0,0.84,-17.0,1.0,-100.0,6.2,-1.0,49.0,6.0,3.5,0.1,0.0,0.0,0.7,1.8,630.0,1.0,0.1,0.0,1000.0,395.0,0.5
