,CHUTE_ALT_MIN,OA_DB_ALT_MIN,ADSB_LIST_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,RTL_SPEED,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG,RNGFND7_WSP_MAVG,RNGFND8_WSP_MAVG,RNGFND9_WSP_MAVG,RNGFNDA_WSP_MAVG,LGR_DEPLOY_ALT,RTL_CONE_SLOPE,EK3_GPS_VACC_MAX,LGR_RETRACT_ALT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD
11:58:15.463,2826.0,0.0,0.0,0.2,0.3,180.0,1.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,2.2,2.4,385.0,3.0,5.5
11:58:19.618,5777.0,0.0,0.0,0.4,1.3,820.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0,4.4,5.7,276.0,2.5,2.5
11:58:23.731,519.0,0.0,0.0,0.7,0.9,580.0,1.0,0.1,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.7,2.1,229.0,3.0,2.5
11:58:27.719,5512.0,0.0,0.0,0.4,1.8,530.0,1.0,0.1,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,9.4,3.1,584.0,4.5,2.5
11:58:32.066,29403.0,0.0,0.0,0.3,1.7,390.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,1.6,3.9,142.0,2.5,2.5
11:58:37.373,16831.0,0.0,0.0,0.2,0.3,150.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,1.0,519.0,3.5,3.0
11:58:41.425,8907.0,0.0,0.0,0.5,0.5,380.0,1.0,0.1,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.0,4.4,2.5,55.0,5.5,5.5
11:58:45.395,3872.0,0.0,0.0,1.1,0.2,580.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,4.6,9.0,644.0,3.0,3.5
11:58:49.441,27653.0,0.0,0.0,0.4,1.2,350.0,1.0,0.1,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.6,8.6,538.0,4.5,3.0
11:58:53.482,3547.0,0.0,0.0,0.4,0.3,620.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.4,3.4,825.0,4.5,2.5
11:58:57.595,7330.0,0.0,0.0,0.3,0.2,510.0,1.0,0.1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,2.6,7.6,760.0,4.5,3.0
11:59:01.621,10105.0,0.0,0.0,0.2,1.2,820.0,1.0,0.1,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.1,8.8,36.0,2.5,3.5
11:59:05.621,12981.0,0.0,0.0,0.2,0.3,20.0,1.0,0.1,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,3.1,1.6,234.0,3.0,4.5
11:59:09.634,14155.0,0.0,0.0,0.3,1.2,220.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,2.4,4.4,431.0,3.5,4.5
11:59:13.609,2495.0,0.0,0.0,0.4,1.4,180.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.0,4.4,1.0,219.0,4.0,3.0
11:59:18.160,2409.0,0.0,0.0,0.2,1.1,10.0,1.0,0.1,850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,5.3,8.4,792.0,3.5,3.5
11:59:22.219,4462.0,0.0,0.0,1.1,1.5,440.0,1.0,0.1,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4.9,4.2,542.0,3.5,2.5
11:59:26.256,4185.0,0.0,0.0,0.5,0.9,470.0,1.0,0.1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3.3,6.4,87.0,3.0,4.5
11:59:30.281,780.0,0.0,0.0,0.2,0.9,60.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.6,5.0,76.0,3.5,5.0
11:59:34.374,21521.0,0.0,0.0,0.9,0.7,180.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,1.8,7.8,36.0,3.0,3.0
11:59:38.446,21480.0,0.0,0.0,0.4,0.4,620.0,1.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,9.3,2.5,94.0,2.5,4.0
11:59:42.473,10087.0,0.0,0.0,1.1,1.3,150.0,1.0,0.1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,3.8,0.8,84.0,3.5,3.0
11:59:46.498,3918.0,0.0,0.0,0.7,1.3,30.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,4.0,5.0,239.0,3.5,3.0
11:59:50.502,66.0,0.0,0.0,0.4,1.2,190.0,1.0,0.1,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,7.9,2.4,204.0,4.0,5.5
11:59:54.467,2241.0,0.0,0.0,0.9,1.3,190.0,1.0,0.1,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.8,9.3,65.0,3.0,3.0
11:59:58.517,2396.0,0.0,0.0,0.2,0.5,40.0,1.0,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,5.6,959.0,2.5,5.5
12:00:02.545,4639.0,0.0,0.0,0.3,0.5,250.0,1.0,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,3.5,0.2,821.0,3.5,2.5
12:00:06.528,9384.0,0.0,0.0,0.9,0.7,40.0,1.0,0.1,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.8,4.1,60.0,2.5,4.5
12:00:10.537,8525.0,0.0,0.0,0.5,0.4,160.0,1.0,0.1,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,2.5,3.7,691.0,3.0,3.0
