time_stamp,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,MODE
11:57:55,1500.0,-0.00024044743622653186,0.0015985443023964763,0.02696266397833824,0.00028602927341125906,0.00033993591205216944,0.0023035346530377865,0.0,1.0,-1000.0,0.0,0.0,0.0,-35.3632621,149.1652374,0.0,-1.0,1.0,0.0,STABILIZE
11:58:03,1500.0,-0.0005454341298900545,0.0009352386696264148,0.02373419515788555,0.00020601192954927683,0.00025954790180549026,0.0018649310804903507,0.0,1.0,-1000.0,0.0,0.0,0.0,-35.3632622,149.1652375,0.0,-1.0,2.0,1.0,STABILIZE
11:58:13,1500.0,-0.001252753349641959,0.0009770103109379609,0.021962066491444904,0.00022957718465477228,0.0003031218075193465,0.0015883211356898148,0.0,1.6666666666666667,-1000.0,0.6666666666666666,0.3333333333333333,0.0,-35.3632622,149.1652375,3.0,-1.0,0.6666666666666666,1.3333333333333333,AUTO
11:58:15,1500.0,0.047554370015859604,0.002357607086499532,-0.009613828423122564,-0.06870420773824056,0.04210040687272946,-0.057686642898867525,2.0,-8.0,-994.0,-67.66666666666667,43.0,-58.0,-35.3632615,149.1652402,3105.6666666666665,8.0,45.666666666666664,-147.0,AUTO
11:58:17,1500.0,-0.06510085860888164,-0.018825475126504898,-0.08006859322388966,0.03585577655273179,-0.004413447420423229,0.006774066016077995,-1.0,4.333333333333333,-1002.3333333333334,36.0,-3.6666666666666665,5.666666666666667,-35.363261466666664,149.16524563333334,6167.333333333333,-2.6666666666666665,-27.666666666666668,-149.0,AUTO
11:58:19,1500.0,0.04928368081649145,0.01196937138835589,-0.07960736999909084,0.03708509914577007,0.0338165865590175,-0.020112109525750082,-5.0,7.333333333333333,-1001.0,37.333333333333336,34.333333333333336,-20.333333333333332,-35.36326103333334,149.1652348,9275.666666666666,1.3333333333333333,-28.0,-153.0,AUTO
11:58:21,1500.0,-0.01689995328585307,-0.010648249338070551,-0.09726133197546005,-0.01267105657219266,-0.007985684477413693,-0.009514714746425549,3.6666666666666665,-1.6666666666666667,-1002.0,-11.666666666666666,-7.0,-9.333333333333334,-35.3632627,149.16523663333334,12377.0,-8.0,15.666666666666666,-151.33333333333334,AUTO
11:58:23,1500.0,0.005316674166048567,0.0020600589147458472,-0.14673787355422974,0.011930650100111961,0.009683655264476934,-0.02254956526060899,-3.0,0.0,-1000.0,12.0,10.333333333333334,-22.333333333333332,-35.363262299999995,149.16523633333335,15509.333333333334,5.666666666666667,-7.333333333333333,-153.0,AUTO
11:58:25,1500.0,0.005770998075604439,0.006477817582587401,-0.17922480901082358,-0.003827025337765614,-0.0015564633843799431,-0.013319925715525946,0.0,0.0,-1000.0,-2.6666666666666665,-0.3333333333333333,-13.333333333333334,-35.363261533333336,149.1652356333333,18783.0,-1.6666666666666667,4.666666666666667,-153.0,AUTO
11:58:27,1500.0,0.0008684140630066395,0.003187632498641809,-0.2113027274608612,0.0009020706250642737,-8.401499750713508e-05,-0.020198385541637737,0.0,0.0,-1000.3333333333334,1.3333333333333333,0.0,-20.0,-35.36326163333334,149.1652364,21901.333333333332,-3.0,4.333333333333333,-153.0,AUTO
11:58:29,1500.0,-0.0025196929927915335,0.003233434399589896,-0.24951242407162985,-0.010912780494739613,0.003254176136882355,-0.013471214139523605,0.0,0.0,-1000.0,-10.333333333333334,4.0,-13.333333333333334,-35.3632618,149.1652367,25028.0,-2.3333333333333335,1.6666666666666667,-152.66666666666666,AUTO
11:58:31,1500.0,0.008968560335536798,0.0010629519820213318,-0.2169144550959269,-0.006392518058419228,0.0005706419275763134,0.02319759006301562,0.3333333333333333,0.0,-999.3333333333334,-4.666666666666667,0.6666666666666666,22.0,-35.36326233333333,149.16523666666666,28142.333333333332,-2.6666666666666665,6.666666666666667,-152.33333333333334,AUTO
11:58:33,1500.0,-0.0014090832555666566,0.0014766758152594168,-0.17753762503465018,0.0008530883739391962,0.0006691880019692084,0.01735832852621873,0.0,-0.3333333333333333,-1000.3333333333334,1.6666666666666667,1.0,16.666666666666668,-35.3632624,149.1652379,31259.0,0.0,5.0,-153.0,AUTO
11:58:35,1500.0,0.0009651218618576726,0.0013435853567595284,-0.1480858325958252,0.0019015900713081162,0.0009067470285420617,0.013408347343405088,0.0,0.0,-999.6666666666666,2.6666666666666665,1.3333333333333333,12.666666666666666,-35.36326226666667,149.165238,34364.0,0.0,0.0,-153.0,AUTO
11:58:37,1500.0,0.001879671278099219,0.0014858977713932593,-0.12595225125551224,0.0018503273992488782,0.0008326072323446473,0.009389225393533707,0.0,0.0,-1000.0,2.3333333333333335,1.3333333333333333,9.0,-35.3632622,149.16523773333336,37485.333333333336,0.0,0.0,-153.0,AUTO
11:58:39,1500.0,0.0017490119207650423,0.0012494811477760475,-0.1092203085621198,-0.0005863625944281617,0.00016127503477036953,0.008891857539614042,0.0,0.0,-999.3333333333334,0.3333333333333333,0.6666666666666666,8.333333333333334,-35.3632621,149.1652375,40602.0,0.0,0.0,-153.0,AUTO
11:58:41,1500.0,0.0017316218387956421,0.0013059322178984682,-0.09616131087144215,0.0014435064901287358,0.0003776498294125001,0.007319590387245019,0.0,0.0,-999.6666666666666,2.3333333333333335,0.6666666666666666,7.0,-35.363262033333335,149.1652374,43710.0,-1.0,1.0,-153.0,AUTO
