,A.BRAKE1
15:22:08.186,-1
15:22:08.387,-1
15:22:08.588,-1
15:22:08.790,-1
15:22:08.991,-1
15:22:09.192,-1
15:22:09.394,-1
15:22:09.594,-1
15:22:09.795,-1
15:22:09.996,-1
15:22:10.197,-1
15:22:10.398,-1
15:22:10.599,-1
15:22:10.800,-1
15:22:11.000,-1
15:22:11.202,-1
15:22:11.403,-1
15:22:11.606,-1
15:22:11.807,-1
15:22:12.007,-1
15:22:12.208,-1
15:22:12.409,-1
15:22:12.610,-1
15:22:12.810,-1
15:22:13.011,-1
15:22:13.212,-1
15:22:13.413,-1
15:22:13.614,-1
15:22:13.815,-1
15:22:14.016,-1
15:22:14.217,-1
15:22:14.417,-1
15:22:14.618,-1
15:22:14.819,-1
15:22:15.020,-1
15:22:15.221,-1
15:22:15.422,-1
15:22:15.624,-1
15:22:15.825,-1
15:22:16.026,-1
15:22:16.227,-1
15:22:16.427,-1
15:22:16.628,-1
15:22:16.829,-1
15:22:17.030,-1
15:22:17.232,-1
15:22:17.433,-1
15:22:17.634,-1
15:22:17.835,-1
15:22:18.036,-1
15:22:18.237,-1
15:22:18.438,-1
15:22:18.639,-1
15:22:18.840,-1
15:22:19.040,-1
15:22:19.241,-1
15:22:19.442,-1
15:22:19.643,-1
15:22:19.844,-1
15:22:20.046,-1
15:22:20.246,-1
15:22:20.447,-1
15:22:20.648,-1
15:22:20.849,-1
15:22:21.050,-1
15:22:21.251,-1
15:22:21.452,-1
15:22:21.652,-1
15:22:21.853,-1
15:22:22.054,-1
15:22:22.256,-1
15:22:22.456,-1
15:22:22.657,-1
15:22:22.858,-1
15:22:23.060,-1
15:22:23.262,-1
15:22:23.463,-1
15:22:23.664,-1
15:22:23.865,-1
15:22:24.066,-1
15:22:24.267,-1
15:22:24.467,-1
15:22:24.669,-1
15:22:24.870,-1
15:22:25.071,-1
15:22:25.273,-1
15:22:25.475,-1
15:22:25.675,-1
15:22:25.876,-1
15:22:26.077,-1
15:22:26.278,-1
15:22:26.479,-1
15:22:26.680,-1
15:22:26.880,-1
15:22:27.082,-1
15:22:27.283,-1
15:22:27.484,-1
15:22:27.685,-1
15:22:27.886,-1
15:22:28.087,-1
15:22:28.288,-1
15:22:28.489,-1
15:22:28.690,-1
15:22:28.891,-1
15:22:29.093,-1
15:22:29.295,-1
15:22:29.496,-1
15:22:29.697,-1
15:22:29.898,-1
15:22:30.098,-1
15:22:30.300,-1
15:22:30.500,-1
15:22:30.701,-1
15:22:30.902,-1
15:22:31.103,-1
15:22:31.304,-1
15:22:31.505,-1
15:22:31.706,-1
15:22:31.907,-1
15:22:32.108,-1
15:22:32.309,-1
15:22:32.510,-1
15:22:32.711,-1
15:22:32.912,-1
15:22:33.112,-1
15:22:33.313,-1
15:22:33.516,-1
15:22:33.717,-1
15:22:33.918,-1
15:22:34.119,-1
15:22:34.319,-1
15:22:34.520,-1
15:22:34.721,-1
15:22:34.922,-1
15:22:35.123,-1
15:22:35.324,-1
15:22:35.527,-1
15:22:35.728,-1
15:22:35.929,-1
15:22:36.129,-1
15:22:36.330,-1
15:22:36.531,-1
15:22:36.732,-1
15:22:36.933,-1
15:22:37.134,-1
15:22:37.335,-1
15:22:37.536,-1
15:22:37.737,-1
15:22:37.937,-1
15:22:38.139,-1
15:22:38.341,-1
15:22:38.544,-1
15:22:38.745,-1
15:22:38.947,-1
15:22:39.148,-1
15:22:39.349,-1
15:22:39.551,-1
15:22:39.752,-1
15:22:39.953,-1
15:22:40.154,-1
15:22:40.355,-1
15:22:40.556,-1
15:22:40.756,-1
15:22:40.957,-1
15:22:41.159,-1
15:22:41.360,-1
15:22:41.562,-1
15:22:41.763,-1
15:22:41.964,-1
15:22:42.177,-1
15:22:42.379,-1
15:22:42.580,-1
15:22:42.782,-1
15:22:42.984,-1
15:22:43.187,-1
15:22:43.390,-1
15:22:43.592,-1
15:22:43.796,-1
15:22:43.997,-1
15:22:44.198,-1
15:22:44.399,-1
15:22:44.600,-1
15:22:44.801,-1
15:22:45.002,-1
15:22:45.203,-1
15:22:45.404,-1
15:22:45.605,-1
15:22:45.807,-1
15:22:46.008,-1
15:22:46.208,-1
15:22:46.409,-1
15:22:46.610,-1
15:22:46.811,-1
15:22:47.013,-1
15:22:47.217,-1
15:22:47.419,-1
15:22:47.622,-1
15:22:47.823,-1
15:22:48.025,-1
15:22:48.227,-1
15:22:48.427,-1
15:22:48.628,-1
15:22:48.829,-1
15:22:49.030,-1
15:22:49.231,-1
15:22:49.432,-1
15:22:49.633,-1
15:22:49.834,-1
15:22:50.035,-1
15:22:50.236,-1
15:22:50.437,-1
15:22:50.638,-1
15:22:50.839,-1
15:22:51.040,-1
15:22:51.241,-1
15:22:51.442,-1
15:22:51.643,-1
15:22:51.844,-1
15:22:52.045,-1
15:22:52.246,-1
15:22:52.447,-1
15:22:52.649,-1
15:22:52.850,-1
15:22:53.052,-1
15:22:53.255,-1
15:22:53.458,-1
15:22:53.660,-1
15:22:53.861,-1
15:22:54.062,-1
15:22:54.263,-1
15:22:54.464,-1
15:22:54.665,-1
15:22:54.865,-1
15:22:55.067,-1
15:22:55.268,1
15:22:55.469,1
15:22:55.670,1
15:22:55.871,1
15:22:56.072,1
15:22:56.273,1
15:22:56.474,1
15:22:56.675,1
15:22:56.876,1
15:22:57.080,1
15:22:57.282,-1
15:22:57.485,-1
15:22:57.688,-1
15:22:57.889,-1
15:22:58.091,-1
15:22:58.294,-1
15:22:58.496,-1
15:22:58.697,-1
15:22:58.898,-1
15:22:59.100,-1
15:22:59.301,-1
15:22:59.502,-1
15:22:59.703,-1
15:22:59.904,-1
15:23:00.105,-1
15:23:00.306,-1
15:23:00.507,-1
15:23:00.708,-1
15:23:00.909,-1
15:23:01.110,-1
15:23:01.312,-1
15:23:01.514,-1
15:23:01.715,-1
15:23:01.916,-1
15:23:02.117,-1
15:23:02.339,-1
15:23:02.540,-1
15:23:02.741,-1
15:23:02.943,-1
15:23:03.145,-1
15:23:03.349,-1
15:23:03.551,-1
15:23:03.754,-1
15:23:03.955,-1
15:23:04.156,-1
15:23:04.357,-1
15:23:04.558,-1
15:23:04.759,-1
15:23:04.960,-1
15:23:05.161,-1
15:23:05.363,-1
15:23:05.564,-1
15:23:05.765,-1
15:23:05.966,-1
15:23:06.167,-1
15:23:06.368,-1
15:23:06.568,-1
15:23:06.769,-1
15:23:06.970,-1
15:23:07.175,-1
15:23:07.377,-1
15:23:07.580,-1
15:23:07.781,-1
15:23:07.982,-1
15:23:08.184,-1
15:23:08.385,-1
15:23:08.586,-1
15:23:08.787,-1
15:23:08.988,-1
15:23:09.189,-1
15:23:09.391,-1
15:23:09.592,-1
15:23:09.793,-1
15:23:09.994,-1
15:23:10.195,-1
15:23:10.395,-1
15:23:10.596,-1
15:23:10.797,-1
15:23:10.998,-1
15:23:11.199,-1
15:23:11.399,-1
15:23:11.601,-1
15:23:11.803,-1
15:23:12.004,-1
15:23:12.205,-1
15:23:12.407,-1
15:23:12.608,-1
15:23:12.810,-1
15:23:13.012,-1
15:23:13.215,-1
15:23:13.418,-1
15:23:13.621,-1
15:23:13.823,-1
15:23:14.024,-1
15:23:14.225,-1
15:23:14.426,-1
15:23:14.628,-1
15:23:14.829,-1
15:23:15.030,-1
15:23:15.231,-1
15:23:15.431,-1
15:23:15.633,-1
15:23:15.833,-1
15:23:16.034,-1
15:23:16.235,-1
15:23:16.436,-1
15:23:16.637,-1
15:23:16.838,-1
15:23:17.039,-1
15:23:17.241,-1
15:23:17.442,-1
15:23:17.646,-1
15:23:17.847,-1
15:23:18.049,-1
15:23:18.250,-1
15:23:18.451,-1
15:23:18.655,-1
15:23:18.855,-1
15:23:19.057,-1
15:23:19.259,-1
15:23:19.460,-1
15:23:19.661,-1
15:23:19.862,-1
15:23:20.063,-1
15:23:20.264,1
15:23:20.465,1
15:23:20.666,1
15:23:20.867,1
15:23:21.068,1
15:23:21.269,1
15:23:21.470,1
15:23:21.671,1
15:23:21.871,1
15:23:22.072,1
15:23:22.292,-1
15:23:22.493,-1
15:23:22.695,-1
15:23:22.896,-1
15:23:23.098,-1
15:23:23.303,-1
15:23:23.504,-1
15:23:23.705,-1
15:23:23.906,-1
15:23:24.107,-1
15:23:24.309,-1
15:23:24.509,-1
15:23:24.711,-1
15:23:24.911,-1
15:23:25.113,-1
15:23:25.314,-1
15:23:25.517,-1
15:23:25.718,-1
15:23:25.919,-1
15:23:26.120,-1
15:23:26.321,-1
15:23:26.523,-1
15:23:26.724,-1
15:23:26.926,-1
15:23:27.127,-1
15:23:27.329,-1
15:23:27.531,-1
15:23:27.733,-1
15:23:27.934,-1
15:23:28.135,-1
15:23:28.336,-1
15:23:28.537,-1
15:23:28.737,-1
15:23:28.938,-1
15:23:29.139,-1
15:23:29.340,-1
15:23:29.541,-1
15:23:29.743,-1
15:23:29.944,-1
15:23:30.145,-1
15:23:30.345,-1
15:23:30.546,-1
15:23:30.777,-1
15:23:30.978,-1
15:23:31.181,-1
15:23:31.383,-1
15:23:31.586,-1
15:23:31.788,-1
15:23:31.990,-1
15:23:32.192,-1
15:23:32.393,-1
15:23:32.594,-1
15:23:32.795,-1
15:23:32.996,-1
15:23:33.197,-1
15:23:33.398,-1
15:23:33.599,-1
15:23:33.801,-1
15:23:34.002,-1
15:23:34.203,-1
15:23:34.404,-1
15:23:34.605,-1
15:23:34.806,-1
15:23:35.007,-1
15:23:35.209,-1
15:23:35.410,-1
15:23:35.612,-1
15:23:35.814,-1
15:23:36.014,-1
15:23:36.252,-1
15:23:36.454,-1
15:23:36.655,-1
15:23:36.857,-1
15:23:37.058,-1
15:23:37.259,-1
15:23:37.462,-1
15:23:37.663,-1
15:23:37.864,-1
15:23:38.065,-1
15:23:38.266,-1
15:23:38.467,-1
15:23:38.668,-1
15:23:38.869,-1
15:23:39.070,-1
15:23:39.270,-1
15:23:39.472,-1
15:23:39.674,-1
15:23:39.874,-1
15:23:40.075,-1
15:23:40.276,-1
15:23:40.478,-1
15:23:40.680,-1
15:23:40.880,-1
15:23:41.082,-1
15:23:41.284,-1
15:23:41.486,-1
15:23:41.687,-1
15:23:41.888,-1
15:23:42.089,-1
15:23:42.289,-1
15:23:42.490,-1
15:23:42.691,-1
15:23:42.892,-1
15:23:43.093,-1
15:23:43.294,1
15:23:43.496,1
15:23:43.697,1
15:23:43.899,1
15:23:44.100,1
15:23:44.301,1
15:23:44.505,1
15:23:44.706,1
15:23:44.908,1
15:23:45.110,-1
15:23:45.311,-1
15:23:45.516,-1
15:23:45.719,-1
15:23:45.921,-1
15:23:46.122,-1
15:23:46.324,-1
15:23:46.525,-1
15:23:46.726,-1
15:23:46.927,-1
15:23:47.128,-1
15:23:47.329,-1
15:23:47.530,-1
15:23:47.732,-1
15:23:47.933,-1
15:23:48.134,-1
15:23:48.335,-1
15:23:48.536,-1
15:23:48.736,-1
15:23:48.937,-1
15:23:49.138,-1
15:23:49.340,-1
15:23:49.540,-1
15:23:49.742,-1
15:23:49.943,-1
15:23:50.144,-1
15:23:50.345,-1
15:23:50.547,-1
15:23:50.748,-1
15:23:50.949,-1
15:23:51.150,-1
15:23:51.351,-1
15:23:51.554,-1
15:23:51.755,-1
15:23:51.956,-1
15:23:52.157,-1
15:23:52.358,-1
15:23:52.559,-1
15:23:52.760,-1
15:23:52.961,-1
15:23:53.162,-1
15:23:53.364,-1
15:23:53.565,-1
15:23:53.766,-1
15:23:53.967,-1
15:23:54.167,-1
15:23:54.383,-1
15:23:54.585,-1
15:23:54.786,-1
15:23:54.988,-1
15:23:55.193,-1
15:23:55.397,-1
15:23:55.598,-1
15:23:55.799,-1
15:23:56.000,-1
15:23:56.201,-1
15:23:56.402,-1
15:23:56.603,-1
15:23:56.804,-1
15:23:57.005,-1
15:23:57.207,-1
15:23:57.408,-1
15:23:57.609,-1
15:23:57.810,-1
15:23:58.011,-1
15:23:58.212,-1
15:23:58.413,-1
15:23:58.615,-1
15:23:58.817,-1
15:23:59.018,-1
15:23:59.221,-1
15:23:59.424,-1
15:23:59.626,-1
15:23:59.829,-1
15:24:00.030,-1
15:24:00.231,-1
15:24:00.432,-1
15:24:00.634,-1
15:24:00.834,-1
15:24:01.035,-1
15:24:01.236,-1
15:24:01.438,-1
15:24:01.638,-1
15:24:01.840,-1
15:24:02.041,-1
15:24:02.242,-1
15:24:02.443,-1
15:24:02.643,-1
15:24:02.844,-1
15:24:03.045,-1
15:24:03.248,-1
15:24:03.450,-1
15:24:03.652,-1
15:24:03.855,-1
15:24:04.056,-1
15:24:04.258,-1
15:24:04.459,-1
15:24:04.660,-1
15:24:04.861,-1
15:24:05.062,-1
15:24:05.263,-1
15:24:05.464,-1
15:24:05.665,-1
15:24:05.866,-1
15:24:06.067,-1
15:24:06.268,-1
15:24:06.469,-1
15:24:06.670,-1
15:24:06.871,-1
15:24:07.072,-1
15:24:07.272,-1
15:24:07.474,-1
15:24:07.676,-1
15:24:07.877,-1
15:24:08.078,-1
15:24:08.278,1
15:24:08.479,1
15:24:08.681,1
15:24:08.883,1
15:24:09.084,1
15:24:09.286,1
15:24:09.491,1
15:24:09.693,1
15:24:09.895,1
15:24:10.096,1
15:24:10.297,-1
15:24:10.498,-1
15:24:10.699,-1
15:24:10.900,-1
15:24:11.101,-1
15:24:11.302,-1
15:24:11.503,-1
15:24:11.705,-1
15:24:11.906,-1
15:24:12.107,-1
15:24:12.308,-1
15:24:12.509,-1
15:24:12.710,-1
15:24:12.911,-1
15:24:13.112,-1
15:24:13.313,-1
15:24:13.514,-1
15:24:13.716,-1
15:24:13.917,-1
15:24:14.118,-1
15:24:14.319,-1
15:24:14.521,-1
15:24:14.723,-1
15:24:14.924,-1
15:24:15.125,-1
15:24:15.327,-1
15:24:15.528,-1
15:24:15.729,-1
15:24:15.930,-1
15:24:16.131,-1
15:24:16.332,-1
15:24:16.532,-1
15:24:16.733,-1
15:24:16.934,-1
15:24:17.135,-1
15:24:17.336,-1
15:24:17.538,-1
15:24:17.739,-1
15:24:17.940,-1
15:24:18.142,-1
15:24:18.343,-1
15:24:18.545,-1
15:24:18.746,-1
15:24:18.947,-1
15:24:19.148,-1
15:24:19.349,-1
15:24:19.550,-1
15:24:19.752,-1
15:24:19.953,-1
15:24:20.154,1
15:24:20.355,1
15:24:20.556,1
15:24:20.757,1
15:24:20.958,1
15:24:21.159,1
15:24:21.361,1
15:24:21.562,1
15:24:21.764,1
15:24:21.965,1
15:24:22.166,-1
15:24:22.367,-1
15:24:22.568,-1
15:24:22.769,-1
15:24:22.970,-1
15:24:23.171,-1
15:24:23.373,-1
15:24:23.577,-1
15:24:23.779,-1
15:24:23.981,-1
15:24:24.181,-1
15:24:24.382,-1
15:24:24.583,-1
15:24:24.784,-1
15:24:24.985,-1
15:24:25.187,-1
15:24:25.388,-1
15:24:25.589,-1
15:24:25.790,-1
15:24:25.992,-1
15:24:26.193,-1
15:24:26.394,-1
15:24:26.595,-1
15:24:26.796,-1
15:24:26.997,-1
15:24:27.201,-1
15:24:27.404,-1
15:24:27.605,-1
15:24:27.808,-1
15:24:28.010,-1
15:24:28.212,-1
15:24:28.412,-1
15:24:28.613,-1
15:24:28.814,-1
15:24:29.015,-1
15:24:29.218,-1
15:24:29.419,-1
15:24:29.619,-1
15:24:29.820,-1
15:24:30.021,-1
15:24:30.222,-1
15:24:30.423,-1
15:24:30.624,-1
15:24:30.825,-1
15:24:31.026,-1
15:24:31.227,-1
15:24:31.427,-1
15:24:31.629,-1
15:24:31.830,-1
15:24:32.032,-1
15:24:32.232,-1
15:24:32.434,-1
15:24:32.635,-1
15:24:32.836,-1
15:24:33.039,-1
15:24:33.244,-1
15:24:33.451,-1
15:24:33.653,-1
15:24:33.855,-1
15:24:34.056,-1
15:24:34.257,-1
15:24:34.459,-1
15:24:34.659,-1
15:24:34.860,-1
15:24:35.061,-1
15:24:35.262,-1
15:24:35.463,-1
15:24:35.666,-1
15:24:35.866,-1
15:24:36.067,-1
15:24:36.268,-1
15:24:36.469,-1
15:24:36.670,-1
15:24:36.871,-1
15:24:37.072,-1
15:24:37.273,-1
15:24:37.475,-1
15:24:37.678,-1
15:24:37.880,-1
15:24:38.082,-1
15:24:38.283,-1
15:24:38.484,-1
15:24:38.685,-1
15:24:38.886,-1
15:24:39.087,-1
15:24:39.288,-1
15:24:39.489,-1
