time_stamp,RTL_ALT,chan4_raw,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
16:31:17,1500.0,1500.0,AUTO,0.0,0.3333333333333333,-999.6666666666666,0.16666666666666666,3.5,-18.666666666666668,-35.363262383333335,149.16523793333332,41397.666666666664,0.5,-2.8333333333333335,-152.66666666666666,0.003941782168112695,-0.001222831914977481,1.548010528087616,-0.0009350339920880894,0.002788867064130803,-0.019157992986341316
16:31:19,1500.0,1645.0,AUTO,-0.5,-1.1666666666666667,-989.1666666666666,-28.833333333333332,-62.666666666666664,182.33333333333334,-35.363262340000006,149.16523823999998,44719.0,-6.0,8.6,-149.8,0.0024493412114679814,-0.029628759203478693,1.5632894039154053,-0.036035869643092154,-0.07684495262801647,0.22196935284882785
16:31:21,1500.0,1596.6666666666667,AUTO,-4.833333333333333,-0.5,-985.3333333333334,-0.8333333333333334,66.83333333333333,815.5,-35.36326261666667,149.16524403333332,47470.5,-6.166666666666667,3.3333333333333335,-139.5,0.06008509670694669,0.005856293253600597,0.7951662540435791,-0.0015928198117762804,0.0659877067276587,0.8158371498187383
16:31:23,1500.0,1500.0,AUTO,2.8333333333333335,-9.833333333333334,-963.5,-94.83333333333333,-7.5,-25.166666666666668,-35.36326293333333,149.16523905,49542.166666666664,7.333333333333333,-30.166666666666668,-56.666666666666664,0.00024972839552598697,0.01149735824825863,-2.878060817718506,-0.09561246711139877,-0.008942884819892546,-0.02587549388408661
16:31:25,1500.0,1500.0,AUTO,0.5,2.5,-969.6666666666666,-1.5,4.666666666666667,0.16666666666666666,-35.36326176000001,149.16523478000002,50168.8,2.2,-1.6,-1.4,-0.023908394481986762,0.0004832638747757301,-2.9205105304718018,-0.1345047950744629,0.00478809280321002,0.0011785380076617003
16:31:27,1500.0,1500.0,AUTO,0.6666666666666666,3.5,-1011.1666666666666,-129.66666666666666,44.166666666666664,-250.0,-35.3632602,149.16523843333334,49980.833333333336,37.666666666666664,34.666666666666664,3.0,-0.01722145972113746,0.05352114140987396,-1.9349541664123535,-0.1290742501926919,0.043387992307543755,-0.2507469353925747
16:31:29,1500.0,1500.0,AUTO,-34.25,24.0,-999.0,-287.25,-12.0,-702.5,-35.3632421,149.16525402500002,49958.0,184.25,94.75,-0.25,-0.14194797538220882,-0.03974377189297229,1.9406292736530304,-0.28896385431289673,-0.013890103669837117,-0.7029110491275787
16:31:31,1500.0,1420.8333333333333,AUTO,-81.5,-35.333333333333336,-1001.3333333333334,-28.833333333333332,-21.833333333333332,-549.0,-35.36320156666667,149.16528355,49939.0,347.8333333333333,193.83333333333334,1.1666666666666667,0.008301908887612322,-0.18918694059054056,0.7483736872673035,-0.030482505758603413,-0.023760599123003583,-0.5494863179822763
16:31:33,1500.0,1025.0,AUTO,9.5,-127.33333333333333,-997.3333333333334,-38.833333333333336,22.333333333333332,-738.1666666666666,-35.36311946,149.16534464,49928.8,522.8,310.4,-3.2,0.18956321477890015,-0.012946834787726402,-0.6008328050374985,-0.03603612072765827,0.022745551262050866,-0.727388346195221
16:31:35,1500.0,1420.8333333333333,AUTO,141.5,-58.833333333333336,-989.0,-32.0,-7.166666666666667,-137.5,-35.36302691666666,149.16541415,50015.666666666664,575.8333333333334,354.8333333333333,-2.1666666666666665,0.06830248174568017,0.1549630562464396,-1.622687081495921,-0.03381354299684366,-0.00906516118751218,-0.13743491532901922
16:31:37,1500.0,1500.0,AUTO,148.0,-61.5,-991.3333333333334,15.666666666666666,-3.1666666666666665,6.666666666666667,-35.36292385,149.16549436666668,50034.666666666664,580.0,365.0,2.8333333333333335,0.07246029501159985,0.14085336277882257,-1.5801603396733601,0.014171428978443146,-0.004714697502398242,0.006541333054580416
16:31:39,1500.0,1500.0,AUTO,137.5,-64.66666666666667,-985.1666666666666,-3.0,5.166666666666667,-4.666666666666667,-35.362819099999996,149.16557505,50017.666666666664,585.6666666666666,362.3333333333333,0.8333333333333334,0.06529384478926659,0.13788422445456186,-1.580907126267751,-0.004052981734275818,0.0037635821693887315,-0.005158285532767574
16:31:41,1500.0,1500.0,AUTO,134.83333333333334,-65.16666666666667,-982.8333333333334,-53.833333333333336,3.6666666666666665,6.833333333333333,-35.36271453333333,149.16565503333334,50021.0,584.0,357.5,1.5,0.06479539039234321,0.13732199122508368,-1.5801790754000347,-0.055464006960392,0.0020495178954054913,0.00642252154648304
16:31:43,1500.0,1329.1666666666667,AUTO,138.83333333333334,-17.166666666666668,-989.3333333333334,-140.5,-22.166666666666668,-609.6666666666666,-35.36261218333333,149.16573321666667,50083.833333333336,543.6666666666666,327.8333333333333,-2.5,-0.020193336065858603,0.08476939424872398,-1.946188469727834,-0.14096299558877945,-0.02447185603280862,-0.6109456817309061
