,A.AUTO1
16:30:30.168,-1
16:30:30.370,-1
16:30:30.577,-1
16:30:30.779,-1
16:30:30.984,-1
16:30:31.227,-1
16:30:31.429,-1
16:30:31.633,-1
16:30:31.835,-1
16:30:32.037,-1
16:30:32.238,-1
16:30:32.441,-1
16:30:32.648,-1
16:30:32.849,-1
16:30:33.052,-1
16:30:33.257,-1
16:30:33.462,-1
16:30:33.683,-1
16:30:33.885,-1
16:30:34.086,-1
16:30:34.290,-1
16:30:34.514,-1
16:30:34.716,-1
16:30:34.921,-1
16:30:35.130,-1
16:30:35.332,-1
16:30:35.533,-1
16:30:35.736,-1
16:30:35.938,-1
16:30:36.140,-1
16:30:36.342,-1
16:30:36.544,-1
16:30:36.746,-1
16:30:36.955,-1
16:30:37.159,-1
16:30:37.361,-1
16:30:37.562,-1
16:30:41.347,-1
16:30:41.548,-1
16:30:41.751,-1
16:30:41.956,-1
16:30:42.162,-1
16:30:42.365,-1
16:30:42.571,-1
16:30:42.775,-1
16:30:42.979,-1
16:30:43.184,-1
16:30:43.389,-1
16:30:43.594,-1
16:30:43.797,-1
16:30:44.000,-1
16:30:44.207,-1
16:30:44.410,-1
16:30:44.612,-1
16:30:44.815,-1
16:30:45.018,-1
16:30:45.220,-1
16:30:45.423,-1
16:30:45.627,-1
16:30:45.828,-1
16:30:46.030,-1
16:30:46.232,-1
16:30:46.440,-1
16:30:46.646,-1
16:30:46.848,-1
16:30:47.054,-1
16:30:47.256,-1
16:30:47.460,-1
16:30:47.661,-1
16:30:47.863,-1
16:30:48.069,-1
16:30:48.272,-1
16:30:48.474,-1
16:30:48.677,-1
16:30:48.879,-1
16:30:49.085,-1
16:30:49.287,-1
16:30:49.491,-1
16:30:49.694,-1
16:30:49.896,-1
16:30:50.102,-1
16:30:50.304,-1
16:30:50.508,-1
16:30:50.710,-1
16:30:50.913,-1
16:30:51.116,-1
16:30:51.322,-1
16:30:51.524,-1
16:30:51.729,-1
16:30:51.931,-1
16:30:52.135,-1
16:30:52.336,-1
16:30:52.540,-1
16:30:52.743,-1
16:30:52.951,-1
16:30:53.158,-1
16:30:53.360,-1
16:30:53.562,-1
16:30:53.764,-1
16:30:53.966,-1
16:30:54.167,-1
16:30:54.369,-1
16:30:54.571,-1
16:30:54.775,-1
16:30:54.977,-1
16:30:55.185,-1
16:30:55.387,-1
16:30:55.590,-1
16:30:55.795,-1
16:30:55.999,-1
16:30:56.204,-1
16:30:56.405,-1
16:30:56.607,-1
16:30:56.809,-1
16:30:57.011,-1
16:30:57.214,-1
16:30:57.417,-1
16:30:57.620,-1
16:30:57.823,-1
16:30:58.024,-1
16:30:58.227,-1
16:30:58.429,-1
16:30:58.631,-1
16:30:58.833,-1
16:30:59.037,-1
16:30:59.245,-1
16:30:59.449,-1
16:30:59.652,-1
16:30:59.855,-1
16:31:00.056,-1
16:31:00.258,-1
16:31:00.469,-1
16:31:00.674,-1
16:31:00.875,-1
16:31:01.077,-1
16:31:01.280,-1
16:31:01.486,-1
16:31:01.687,-1
16:31:01.889,-1
16:31:02.095,-1
16:31:02.297,-1
16:31:02.498,-1
16:31:02.701,-1
16:31:02.905,-1
16:31:03.107,-1
16:31:03.312,-1
16:31:03.515,-1
16:31:03.718,-1
16:31:03.920,-1
16:31:04.123,-1
16:31:04.325,-1
16:31:04.529,-1
16:31:04.730,-1
16:31:04.932,-1
16:31:05.134,-1
16:31:05.336,-1
16:31:05.538,-1
16:31:05.740,-1
16:31:05.941,-1
16:31:06.144,-1
16:31:06.350,-1
16:31:06.553,-1
16:31:06.754,-1
16:31:06.958,-1
16:31:07.160,-1
16:31:07.373,-1
16:31:07.578,-1
16:31:07.783,-1
16:31:07.984,-1
16:31:08.192,-1
16:31:08.395,-1
16:31:08.596,-1
16:31:08.798,-1
16:31:09.001,-1
16:31:09.203,-1
16:31:09.407,-1
16:31:09.609,-1
16:31:09.811,-1
16:31:10.014,-1
16:31:10.218,-1
16:31:10.422,-1
16:31:10.624,-1
16:31:10.826,-1
16:31:11.029,-1
16:31:11.231,-1
16:31:11.435,-1
16:31:11.639,-1
16:31:11.840,-1
16:31:12.044,-1
16:31:12.247,-1
16:31:12.448,-1
16:31:12.650,-1
16:31:12.855,-1
16:31:13.058,-1
16:31:13.259,-1
16:31:17.050,-1
16:31:17.255,-1
16:31:17.456,-1
16:31:17.661,-1
16:31:17.863,-1
16:31:18.067,-1
16:31:18.271,-1
16:31:18.481,-1
16:31:18.683,-1
16:31:18.886,-1
16:31:19.088,-1
16:31:19.290,-1
16:31:19.492,-1
16:31:19.696,-1
16:31:19.899,-1
16:31:20.102,-1
16:31:20.305,-1
16:31:20.507,-1
16:31:20.709,-1
16:31:20.911,-1
16:31:21.116,-1
16:31:21.318,-1
16:31:21.526,-1
16:31:21.730,-1
16:31:21.932,-1
16:31:22.156,-1
16:31:22.384,-1
16:31:22.585,-1
16:31:22.802,-1
16:31:23.009,-1
16:31:23.214,-1
16:31:23.417,-1
16:31:23.619,-1
16:31:23.828,-1
16:31:24.032,-1
16:31:24.236,-1
16:31:24.440,-1
16:31:24.642,-1
16:31:24.845,-1
16:31:25.047,-1
16:31:25.249,-1
16:31:25.452,-1
16:31:25.654,-1
16:31:25.856,-1
16:31:26.063,-1
16:31:26.269,-1
16:31:26.474,-1
16:31:26.687,-1
16:31:26.898,-1
16:31:27.116,-1
16:31:27.318,-1
16:31:27.520,-1
16:31:27.724,-1
16:31:27.927,-1
16:31:28.150,-1
16:31:28.352,-1
16:31:28.553,-1
16:31:28.756,-1
16:31:28.958,-1
16:31:29.160,-1
16:31:29.361,-1
16:31:29.564,-1
16:31:29.771,-1
16:31:29.973,-1
16:31:30.175,-1
16:31:30.377,-1
16:31:30.579,-1
16:31:30.782,-1
16:31:30.989,-1
16:31:31.200,-1
16:31:31.424,-1
16:31:31.627,-1
16:31:31.887,-1
16:31:32.101,-1
16:31:32.346,-1
16:31:32.556,-1
16:31:32.762,-1
16:31:32.964,-1
16:31:33.165,-1
16:31:33.366,-1
16:31:33.568,-1
16:31:33.772,-1
16:31:33.976,-1
16:31:34.180,-1
16:31:34.381,-1
16:31:34.585,-1
16:31:34.792,-1
16:31:34.995,-1
16:31:35.203,-1
16:31:35.408,-1
16:31:35.613,-1
16:31:35.825,-1
16:31:36.030,-1
16:31:36.244,-1
16:31:36.479,-1
16:31:36.712,-1
16:31:36.938,-1
16:31:37.145,-1
16:31:37.347,-1
16:31:37.549,-1
16:31:37.756,-1
16:31:37.958,-1
16:31:38.160,-1
16:31:38.362,-1
16:31:38.565,-1
16:31:38.768,-1
16:31:38.974,-1
16:31:39.178,-1
16:31:39.380,-1
16:31:39.583,-1
16:31:39.787,-1
16:31:39.990,-1
16:31:40.192,-1
16:31:40.396,-1
16:31:40.599,-1
16:31:40.800,-1
16:31:41.003,-1
16:31:41.213,-1
16:31:41.441,-1
16:31:41.648,-1
16:31:41.862,-1
16:31:42.107,-1
16:31:42.334,-1
16:31:42.550,-1
16:31:42.755,-1
16:31:42.957,-1
16:31:43.163,-1
16:31:43.371,-1
16:31:43.575,-1
16:31:43.781,-1
16:31:43.988,-1
16:31:44.190,-1
16:31:44.391,-1
16:31:44.593,-1
16:31:44.794,-1
16:31:45.000,-1
16:31:45.205,-1
16:31:45.407,-1
16:31:45.611,-1
16:31:45.816,-1
16:31:46.020,-1
16:31:46.268,-1
16:31:46.507,-1
16:31:46.754,-1
16:31:47.003,-1
16:31:47.255,-1
16:31:47.473,-1
16:31:47.681,-1
16:31:47.933,-1
16:31:48.139,-1
16:31:48.343,-1
16:31:48.547,-1
16:31:48.751,-1
16:31:48.954,-1
16:31:49.157,-1
16:31:52.943,-1
16:31:53.146,-1
16:31:53.348,-1
16:31:53.555,-1
16:31:53.758,-1
16:31:53.960,-1
16:31:54.162,-1
16:31:54.365,-1
16:31:54.568,-1
16:31:54.792,-1
16:31:55.047,-1
16:31:55.263,-1
16:31:55.483,-1
16:31:55.698,-1
16:31:55.915,-1
16:31:56.121,-1
16:31:56.329,-1
16:31:56.577,-1
16:31:56.781,-1
16:31:56.983,-1
16:31:57.185,-1
16:31:57.387,-1
16:31:57.589,-1
16:31:57.795,-1
16:31:58.000,-1
16:31:58.206,-1
16:31:58.411,-1
16:31:58.617,-1
16:31:58.820,-1
16:31:59.024,-1
16:31:59.227,-1
16:31:59.435,-1
16:31:59.637,-1
16:31:59.892,-1
16:32:00.107,-1
16:32:00.310,-1
16:32:00.524,-1
16:32:00.749,-1
16:32:00.971,-1
16:32:01.176,-1
16:32:01.379,-1
16:32:01.580,-1
16:32:01.784,-1
16:32:01.986,-1
16:32:02.189,-1
16:32:02.391,-1
16:32:02.593,-1
16:32:02.795,-1
16:32:02.998,-1
16:32:03.199,-1
16:32:03.400,-1
16:32:03.603,-1
16:32:03.805,-1
16:32:04.010,-1
16:32:04.211,-1
16:32:04.418,-1
16:32:04.619,-1
16:32:04.823,-1
16:32:05.025,-1
16:32:05.226,-1
16:32:05.431,-1
16:32:05.633,-1
16:32:05.837,-1
16:32:06.038,-1
16:32:06.253,-1
16:32:06.459,-1
16:32:06.661,-1
16:32:06.864,-1
16:32:07.068,-1
16:32:07.270,-1
16:32:07.471,-1
16:32:07.676,-1
16:32:07.878,-1
16:32:08.081,-1
16:32:08.283,-1
16:32:08.485,-1
16:32:08.686,-1
16:32:08.889,-1
16:32:09.093,-1
16:32:09.294,-1
16:32:09.498,-1
16:32:09.701,-1
16:32:09.902,-1
16:32:10.107,-1
16:32:10.309,-1
16:32:10.512,-1
16:32:10.717,-1
16:32:10.920,-1
16:32:11.125,-1
16:32:11.334,-1
16:32:11.587,-1
16:32:11.791,-1
16:32:12.021,-1
16:32:12.224,-1
16:32:12.427,-1
16:32:12.629,-1
16:32:12.833,-1
16:32:13.035,-1
16:32:13.237,-1
16:32:13.444,-1
16:32:13.648,-1
16:32:13.851,-1
