time_stamp,RTL_ALT,chan4_raw,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:03:53,1500.0,1500.0,STABILIZE,-0.000754875029087998,0.0011440390953794122,0.026022746693342924,0.0003583456127671525,0.00022017538867658004,0.0021253686281852424,-35.3632622,149.1652375,0.0,-1.0,-0.2,-2.8,0.0,1.0,-1000.0,0.0,0.0,0.0
14:03:55,1500.0,1500.0,STABILIZE,-0.0005433951882878318,0.0009442447335459292,0.024984311778098345,0.00027534615946933627,0.0002878202867577784,0.0018343033734709024,-35.3632622,149.1652375,4.0,-1.0,1.0,-1.5,0.0,1.6666666666666667,-1000.0,0.0,0.0,0.0
14:04:07,1500.0,1500.0,AUTO,-0.0007808601367287338,0.0012050541117787361,0.02212008647620678,0.0002632379764690995,0.00031128147384151816,0.0014961033593863249,-35.3632622,149.1652375,0.0,0.0,0.0,2.0,0.0,2.0,-1000.0,0.0,1.0,0.0
14:04:09,1500.0,1500.0,AUTO,0.0006111388086407844,0.0011400726673725461,0.021712372611675943,0.0023513298573171987,-0.0012358713346267386,0.0017093889016125882,-35.3632622,149.1652374142857,11.142857142857142,0.0,0.0,-6.857142857142857,0.0,1.0,-1037.857142857143,2.2857142857142856,-1.0,0.2857142857142857
14:04:11,1500.0,1500.0,AUTO,0.034645178322015066,-0.003060788340267858,0.01668860310954707,0.026465143210121563,0.003392548832510199,-0.010023241588247142,-35.3632619,149.16523831428572,1943.0,3.0,18.142857142857142,-143.71428571428572,0.42857142857142855,-2.857142857142857,-1015.2857142857143,26.428571428571427,4.285714285714286,-10.857142857142858
14:04:13,1500.0,1500.0,AUTO,-0.050719886486019404,0.004797115389789853,-0.08185241264956337,-0.026967689927135195,-0.018881002690510025,-0.022429621911474636,-35.363260985714284,149.16524551428574,5153.714285714285,-1.7142857142857142,10.142857142857142,-148.71428571428572,2.2857142857142856,-3.7142857142857144,-1003.0,-26.428571428571427,-18.142857142857142,-22.428571428571427
14:04:21,1500.0,1500.0,AUTO,0.03731497470289469,0.07438930682837963,2.2907187938690186,0.01420355262234807,-0.01566660770913586,-0.14226779341697693,-35.363264675,149.16523884999998,16978.5,-13.75,-48.5,-149.75,7.25,-5.75,-996.5,14.0,-15.0,-142.0
14:04:26,1500.0,1500.0,AUTO,0.04429941624403,0.041331660002470016,2.193793535232544,0.07045146822929382,0.05825571343302727,0.0024193464778363705,-35.3632571,149.1652466,24704.0,49.0,80.0,-158.0,-21.5,14.5,-1011.0,70.0,63.5,1.0
14:04:27,1500.0,1801.0,AUTO,0.04518200047314167,-0.022262963792309166,2.6676445484161375,-0.023724042903631927,-0.07179587390273809,0.7418167471885682,-35.363253279999995,149.16525098,26637.8,12.4,-6.8,-145.6,0.6,3.8,-993.4,-23.2,-70.6,741.0
14:04:29,1500.0,1801.0,AUTO,0.05810518562793732,-0.02849360927939415,-2.2156693935394287,0.06656794250011444,0.09302288293838501,0.7051572203636169,-35.3632591,149.1652449,29500.0,-57.0,-69.0,-144.0,-17.0,-8.0,-1005.0,66.0,90.5,709.0
14:04:35,1500.0,1500.0,AUTO,0.003607978423436483,-0.05995200543353955,-1.878198504447937,0.062004861111442246,0.04968314648916324,0.00011233912664465606,-35.363259150000005,149.16523776666668,37964.166666666664,-90.5,-36.833333333333336,-151.16666666666666,-20.666666666666668,8.833333333333334,-1004.0,62.166666666666664,50.0,0.0
14:04:41,1500.0,1500.0,AUTO,0.05283922515809536,0.11461738497018814,-1.9641858339309692,-0.05409672483801842,0.08068152517080307,-0.1477872058749199,-35.363268,149.1652249,42026.5,64.5,-3.5,-149.0,3.3333333333333335,-10.0,-996.0,-46.666666666666664,79.33333333333333,-130.33333333333334
14:04:43,1500.0,1482.0,AUTO,-0.09590346366167068,-0.05095680197700858,-1.9546906054019928,-0.056139374151825905,-0.04736296413466334,0.004195704939775169,-35.363253275000005,149.165232925,45152.25,27.25,35.0,-154.0,13.5,0.5,-1005.75,-55.0,-46.0,4.0
14:04:45,1500.0,1464.0,AUTO,-0.05134728023161491,-0.006768782429086666,-2.011939764022827,0.08355189277790487,0.10766493063420057,-0.12198590182621653,-35.36326221666666,149.16523648333333,47744.0,-112.5,16.0,-145.33333333333334,-20.0,17.166666666666668,-993.3333333333334,83.66666666666667,108.0,-121.5
14:04:47,1500.0,1494.0,AUTO,0.08744814883296688,0.020946315800150234,-2.369966149330139,-0.18946156278252602,-0.12185599592824777,-0.0004070155167331298,-35.36326998333333,149.16524245000002,49936.833333333336,72.83333333333333,-0.16666666666666666,-47.333333333333336,13.166666666666666,3.0,-948.6666666666666,-186.16666666666666,-120.16666666666667,-0.6666666666666666
14:04:49,1500.0,1500.0,AUTO,-0.057041224713126816,-0.00976546510355547,-2.3116227785746255,-0.33946919937928516,0.017578299157321453,0.008233611471951008,-35.363260849999996,149.16523758333335,50173.666666666664,6.833333333333333,-13.666666666666666,11.5,0.16666666666666666,-29.5,-988.3333333333334,-343.8333333333333,18.166666666666668,8.0
14:04:51,1500.0,1500.0,AUTO,-0.05589323437639645,-0.01681121378870947,-2.6063664300101146,0.2734064587524959,-0.03281878575216979,-0.5062460711758051,-35.36326631428572,149.16524284285714,49963.57142857143,-52.57142857142857,61.57142857142857,-0.2857142857142857,-13.142857142857142,24.285714285714285,-1003.7142857142857,274.2857142857143,-31.285714285714285,-505.42857142857144
14:04:53,1500.0,1500.0,AUTO,0.02512965774803888,-0.16032908856868744,2.3008451064427695,-0.013361694912115732,-0.025884500859926145,-0.3178902827203274,-35.363284883333336,149.1652726833333,49931.833333333336,-154.33333333333334,206.33333333333334,-0.3333333333333333,-54.333333333333336,-34.333333333333336,-1003.8333333333334,-13.333333333333334,-24.166666666666668,-317.3333333333333
14:04:55,1500.0,1872.0,AUTO,-0.06708122678101062,-0.18186766505241395,1.6686085224151612,-0.04583090264350176,-0.018530837539583445,0.7888933897018433,-35.36331922,149.16532832,49903.8,-276.6,347.2,-0.4,-99.4,6.0,-999.0,-45.0,-16.8,788.8
14:04:57,1500.0,1723.2,AUTO,-0.18201423883438111,0.005938528664410114,-2.0093254327774046,0.027990946918725966,-0.009909561648964883,0.4380081444978714,-35.36337864000001,149.16541978,49910.4,-383.6,467.6,-6.6,-12.0,142.2,-995.0,29.2,-8.6,438.4
14:04:59,1500.0,1500.0,AUTO,-0.15063905343413353,-0.0014557734029949643,-1.9071200489997864,0.01276034815236926,-0.024370769038796425,6.518761801999062e-05,-35.363457225000005,149.165539775,49992.5,-419.25,520.75,-8.25,4.25,155.25,-984.25,14.75,-22.75,1.0
14:05:02,1500.0,1500.0,AUTO,-0.04481041021645069,-0.05737954676151276,-1.9059932231903076,0.25680492222309115,-0.01594522362574935,0.012740343809127808,-35.36357724,149.16572314,50063.0,-338.2,421.0,-1.6,-1.4,139.8,-989.2,259.8,-14.4,12.8
14:05:04,1500.0,1500.0,AUTO,0.04805305848519007,-0.02574481799577673,-1.9010219971338909,-0.09483147412538528,0.06071137388547262,0.0017130432340006034,-35.36362433333333,149.1657953166667,50001.666666666664,-187.5,263.1666666666667,1.5,0.16666666666666666,53.333333333333336,-1009.0,-100.5,61.5,2.6666666666666665
14:05:06,1500.0,1625.0,AUTO,0.13609267895420393,-0.030730645172297955,-1.166464924812317,0.13968381161491075,0.038499064122637115,0.7877915898958842,-35.36363673333333,149.16584211666668,49959.833333333336,65.16666666666667,181.33333333333334,0.5,37.666666666666664,-3.1666666666666665,-1006.6666666666666,140.5,39.333333333333336,788.0
