,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:23:03.105,0.0,0.0,1.0,-84.0,-0.5,140.0,-1.0,-0.5,-27.0,99.0,100.0,2000.0,245.0,0.0,80.0,100.0,9.0,0.6,3.0,3.0,0.01,0.014,1.0,-63.0,0.0
14:23:07.924,0.0,0.0,1.0,-180.0,-0.5,400.0,-1.0,-0.5,180.0,0.0,69.0,3700.0,236.0,0.0,63.0,25.0,4.0,0.19,3.0,1.0,0.01,0.006,1.0,-33.0,-180.0
14:23:13.355,0.0,0.0,1.0,122.0,-0.5,620.0,-1.0,-0.5,-180.0,100.0,100.0,4500.0,25.0,0.0,55.0,100.0,7.0,0.345,3.0,7.0,0.2,0.0,1.0,65.0,23.0
14:23:17.378,0.0,0.0,1.0,-122.0,-0.5,150.0,-1.0,-0.5,-180.0,73.0,41.0,700.0,25.0,0.0,66.0,100.0,10.0,0.6,3.0,1.0,0.13,0.02,1.0,-180.0,180.0
14:23:21.513,0.0,0.0,1.0,-76.0,-0.5,980.0,-1.0,-0.5,-27.0,0.0,47.0,0.0,171.0,0.0,81.0,68.0,3.0,0.18,3.0,10.0,0.01,0.019,1.0,122.0,-92.0
14:23:45.464,0.0,0.0,1.0,-180.0,-0.5,0.0,-1.0,-0.5,70.0,32.0,90.0,2800.0,145.0,0.0,26.0,3.0,1.0,0.18,3.0,10.0,0.17,0.002,1.0,4.0,63.0
14:24:04.111,0.0,0.0,1.0,180.0,-0.5,210.0,-1.0,-0.5,-84.0,11.0,69.0,2900.0,65.0,0.0,0.0,0.0,7.0,0.505,3.0,10.0,0.05,0.012,1.0,180.0,11.0
14:24:08.810,0.0,0.0,1.0,-81.0,-0.5,1000.0,-1.0,-0.5,-166.0,67.0,49.0,2300.0,25.0,0.0,59.0,84.0,6.0,0.355,3.0,10.0,0.16,0.014,1.0,-180.0,-160.0
14:24:14.097,0.0,0.0,1.0,180.0,-0.5,860.0,-1.0,-0.5,-180.0,7.0,14.0,0.0,46.0,0.0,100.0,0.0,10.0,0.6,3.0,8.0,0.02,0.0,1.0,172.0,-180.0
14:24:18.200,0.0,0.0,1.0,132.0,-0.5,500.0,-1.0,-0.5,86.0,13.0,24.0,2600.0,25.0,0.0,14.0,12.0,1.0,0.18,3.0,6.0,0.04,0.0,1.0,180.0,-8.0
14:24:24.282,0.0,0.0,1.0,-180.0,-0.5,370.0,-1.0,-0.5,-180.0,2.0,52.0,0.0,25.0,0.0,0.0,62.0,10.0,0.6,3.0,1.0,0.1,0.012,1.0,64.0,-20.0
14:24:28.217,0.0,0.0,1.0,-155.0,-0.5,380.0,-1.0,-0.5,-129.0,0.0,61.0,200.0,126.0,0.0,0.0,100.0,8.0,0.18,3.0,3.0,0.07,0.008,1.0,20.0,-180.0
14:24:32.565,0.0,0.0,1.0,-180.0,-0.5,0.0,-1.0,-0.5,0.0,100.0,100.0,1900.0,94.0,0.0,0.0,43.0,10.0,0.6,3.0,2.0,0.16,0.018,1.0,180.0,125.0
14:24:41.188,0.0,0.0,1.0,-180.0,-0.5,30.0,-1.0,-0.5,-180.0,89.0,24.0,100.0,233.0,0.0,44.0,19.0,10.0,0.18,3.0,10.0,0.01,0.012,1.0,179.0,-105.0
14:24:45.677,0.0,0.0,1.0,180.0,-0.5,0.0,-1.0,-0.5,180.0,100.0,100.0,1900.0,250.0,0.0,0.0,0.0,7.0,0.6,3.0,10.0,0.08,0.0,1.0,-40.0,-180.0
14:24:49.695,0.0,0.0,1.0,87.0,-0.5,0.0,-1.0,-0.5,-96.0,100.0,83.0,1900.0,103.0,0.0,19.0,74.0,2.0,0.18,3.0,8.0,0.13,0.008,1.0,180.0,180.0
14:24:55.017,0.0,0.0,1.0,119.0,-0.5,0.0,-1.0,-0.5,-180.0,93.0,95.0,900.0,181.0,0.0,0.0,100.0,10.0,0.425,3.0,3.0,0.07,0.0,1.0,-180.0,-83.0
14:24:59.250,0.0,0.0,1.0,-180.0,-0.5,50.0,-1.0,-0.5,180.0,17.0,0.0,1000.0,25.0,0.0,23.0,72.0,2.0,0.6,3.0,2.0,0.16,0.015,1.0,-48.0,-180.0
14:25:03.211,0.0,0.0,1.0,36.0,-0.5,150.0,-1.0,-0.5,3.0,55.0,100.0,0.0,65.0,0.0,56.0,64.0,5.0,0.18,3.0,1.0,0.01,0.014,1.0,-51.0,-131.0
14:25:07.434,0.0,0.0,1.0,30.0,-0.5,1000.0,-1.0,-0.5,-64.0,100.0,18.0,2900.0,201.0,0.0,0.0,100.0,10.0,0.415,3.0,10.0,0.2,0.0,1.0,3.0,19.0
