,A.AUTO1
14:22:33.331,-1
14:22:33.532,-1
14:22:33.735,-1
14:22:33.942,-1
14:22:34.151,-1
14:22:34.352,-1
14:22:34.555,-1
14:22:34.760,-1
14:22:34.964,-1
14:22:35.170,-1
14:22:35.376,-1
14:22:35.583,-1
14:22:35.794,-1
14:22:36.001,-1
14:22:36.221,-1
14:22:36.432,-1
14:22:36.637,-1
14:22:36.839,-1
14:22:37.043,-1
14:22:37.248,-1
14:22:37.454,-1
14:22:37.670,-1
14:22:37.876,-1
14:22:38.085,-1
14:22:38.291,-1
14:22:38.492,-1
14:22:38.697,-1
14:22:38.912,-1
14:22:39.115,-1
14:22:39.329,-1
14:22:39.532,-1
14:22:39.738,-1
14:22:39.944,-1
14:22:40.152,-1
14:22:40.365,-1
14:22:40.569,-1
14:22:40.772,-1
14:22:40.975,-1
14:22:41.177,-1
14:22:41.379,-1
14:22:41.583,-1
14:22:41.798,-1
14:22:42.002,-1
14:22:42.209,-1
14:22:42.414,-1
14:22:42.618,-1
14:22:42.837,-1
14:22:43.038,-1
14:22:43.250,-1
14:22:43.453,-1
14:22:43.659,-1
14:22:43.861,-1
14:22:44.063,-1
14:22:44.264,-1
14:22:44.470,-1
14:22:44.672,-1
14:22:44.882,-1
14:22:45.085,-1
14:22:45.288,-1
14:22:45.490,-1
14:22:45.692,-1
14:22:45.893,-1
14:22:46.096,-1
14:22:46.299,-1
14:22:46.516,-1
14:22:46.721,-1
14:22:46.940,-1
14:22:47.148,-1
14:22:47.359,-1
14:22:47.562,-1
14:22:47.767,-1
14:22:47.977,-1
14:22:48.183,-1
14:22:51.996,-1
14:22:52.215,-1
14:22:52.417,-1
14:22:52.622,-1
14:22:52.827,-1
14:22:53.031,-1
14:22:53.234,-1
14:22:53.435,-1
14:22:53.637,-1
14:22:53.841,-1
14:22:54.043,-1
14:22:54.246,-1
14:22:54.448,-1
14:22:54.651,-1
14:22:54.856,-1
14:22:55.060,-1
14:22:55.263,-1
14:22:55.466,-1
14:22:55.669,-1
14:22:55.873,-1
14:22:56.078,-1
14:22:56.282,-1
14:22:56.490,-1
14:22:56.694,-1
14:22:56.896,-1
