time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
20:47:20,0.0,1.0,-1000.0,0.0,0.0,0.25,STABILIZE,-0.00039247036329470575,0.0013146094279363751,0.029310401529073715,0.00023530793259851635,0.0003107440425083041,0.0024038718547672033,-35.3632621,149.1652374,3.25,-1.0,0.25,-2.5,1500.0
20:47:28,0.0,1.3333333333333333,-1000.0,0.0,0.0,0.6666666666666666,STABILIZE,-0.0010578688816167414,0.0009302942198701203,0.02497418411076069,0.00021295895567163825,0.00020504865096881986,0.001902641321066767,-35.3632621,149.1652374,0.0,-1.0,1.0,0.0,1500.0
20:47:34,0.0,1.3333333333333333,-1000.0,0.6666666666666666,0.0,0.16666666666666666,AUTO,-0.0007870828558225185,0.0010035989495615165,0.022899541693429153,0.00028775742975994945,0.0003089152257113407,0.0015852150390855968,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0
20:47:41,0.0,1.4285714285714286,-1033.142857142857,3.4285714285714284,-1.1428571428571428,0.42857142857142855,AUTO,9.93947614915669e-05,0.0013532104494515806,0.021825033550461132,0.003984103512872632,-0.0012736706024346252,0.0015535900990168254,-35.36326209999999,149.1652375,7.333333333333333,0.0,0.0,-3.3333333333333335,1500.0
20:47:43,1.3333333333333333,-5.833333333333333,-1008.5,-1.5,31.166666666666668,-52.5,AUTO,0.04349327211578687,0.003139494607845942,0.007498283366051813,-0.0019934888017208627,0.030315205144385498,-0.052236011756273605,-35.36326171666667,149.16523953333333,1780.0,6.0,34.833333333333336,-145.0,1500.0
20:47:45,2.8333333333333335,-4.0,-1002.1666666666666,-59.666666666666664,-4.0,-22.333333333333332,AUTO,-0.06825262354686856,-0.013160312858720621,-0.09345711022615433,-0.06054491611818472,-0.004396543061981599,-0.022308281273581088,-35.36326145,149.1652498,4973.0,1.0,12.833333333333334,-148.33333333333334,1500.0
20:47:47,-9.666666666666666,19.166666666666668,-1005.3333333333334,77.66666666666667,22.666666666666668,-2.6666666666666665,AUTO,-0.005973991666299601,0.02080641337670386,-0.14157146215438843,0.07739408190051715,0.022556881109873455,-0.0023879348639942086,-35.36326196666666,149.16523725000002,8018.833333333333,-20.666666666666668,-91.83333333333333,-149.5,1500.0
20:47:48,12.75,-0.5,-999.75,-39.25,-131.75,118.5,AUTO,0.09282730333507061,-0.029065529779472854,-0.10497545916587114,-0.040350671857595444,-0.1328119970858097,0.11945352237671614,-35.3632689,149.16522955,11059.0,-37.75,51.5,-148.25,1500.0
20:47:50,-8.0,-23.25,-1014.25,-77.75,111.5,-155.25,AUTO,-0.05344874085858464,-0.02152496692724526,-0.1287294290959835,-0.07915153540670872,0.11117072217166424,-0.15558452904224396,-35.36326395,149.16524219999997,13456.0,88.0,50.0,-148.5,1500.0
20:47:52,-8.0,15.0,-1002.0,72.0,19.0,-18.0,AUTO,-0.023723062127828598,0.07428305596113205,-0.3182007074356079,0.07200146466493607,0.019007332623004913,-0.018038438633084297,-35.3632568,149.1652354,16769.0,-43.0,-69.0,-151.0,1500.0
20:47:58,-28.0,23.0,-989.0,438.0,149.0,138.0,BRAKE,0.007840542122721672,0.14533527195453644,-0.39575597643852234,0.4376312792301178,0.14925071597099304,0.13841980695724487,-35.3632465,149.1652239,25746.0,-15.0,-140.0,-149.0,1500.0
20:48:00,3.5,-37.125,-961.875,-452.25,73.125,11.875,ALT_HOLD,0.05726635688915849,-0.03884083463344723,-0.07635815441608429,-0.4526608921587467,0.07254926743917167,0.011760532855987549,-35.36324465,149.1652298,27063.375,51.875,103.875,-33.5,1500.0
20:48:02,-3.3333333333333335,-47.166666666666664,-879.3333333333334,-852.6666666666666,-3.0,-7.833333333333333,AUTO,-0.003985661159579952,0.0004689173595882797,-0.10181075955430667,-0.8528337309447428,-0.004355852181712787,-0.007958755964258065,-35.363234483333336,149.16524481666667,26609.5,43.0,24.166666666666668,113.83333333333333,1500.0
20:48:04,-2.6,2.4,-1215.6,315.0,-14.2,-5.8,AUTO,0.009640115685760975,0.007496889820322395,-0.11387363970279693,0.315955775976181,-0.015346790663897991,-0.006493018288165331,-35.36322946,149.16524754,24059.8,16.2,13.0,11.6,1500.0
20:48:06,2.0,-9.0,-991.0,-11.0,16.0,-41.0,AUTO,0.07143751531839371,-0.010092345997691154,-0.1204744279384613,-0.013184062205255032,0.016130195930600166,-0.0417235866189003,-35.3632287,149.1652495,26474.0,16.0,60.0,-146.0,1500.0
20:48:08,-0.6,-1.8,-1001.4,12.2,3.2,-31.0,AUTO,-0.05805512815713883,-0.000620054840692319,-0.20003700852394105,0.010700238589197397,0.002799908258020878,-0.03157874755561352,-35.36322704,149.16525574,29025.4,6.4,-2.8,-149.0,1500.0
20:48:13,-1.5555555555555556,3.7777777777777777,-999.6666666666666,2.7777777777777777,-2.6666666666666665,6.0,AUTO,0.01609412250885119,-0.0005573763822515806,-0.21257931656307644,0.001108534841073884,-0.0030551156701727044,0.005653455219645467,-35.36322809999999,149.1652484,32577.555555555555,-7.666666666666667,-15.0,-150.44444444444446,1500.0
20:48:28,-0.125,-0.5,-1018.0,-1.5,-8.375,-2.5,ALT_HOLD,-0.015415122092235833,0.008466365747153759,-0.11461767926812172,-0.0042203315533697605,-0.009715504755149595,-0.004013717072666623,-35.3632269625,149.1652523375,50025.0,9.0,12.875,8.375,1500.0
