,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
07:38:00.595,-1.0,-1.0,-1.0,-1
07:38:00.847,-1.0,-1.0,-1.0,-1
07:38:01.067,-1.0,-1.0,-1.0,-1
07:38:01.270,-1.0,-1.0,-1.0,-1
07:38:01.476,-1.0,-1.0,-1.0,-1
07:38:01.680,-1.0,-1.0,-1.0,-1
07:38:01.882,-1.0,-1.0,-1.0,-1
07:38:02.083,-1.0,-1.0,-1.0,-1
07:38:02.285,-1.0,-1.0,-1.0,-1
07:38:03.495,-1.0,-1.0,-1.0,-1
07:38:04.506,-1.0,-1.0,-1.0,-1
07:38:04.708,-1.0,-1.0,-1.0,-1
07:38:04.911,-1.0,-1.0,-1.0,-1
07:38:05.112,-1.0,-1.0,-1.0,-1
07:38:05.314,-1.0,-1.0,-1.0,-1
07:38:05.516,-1.0,-1.0,-1.0,-1
07:38:05.718,-1.0,-1.0,-1.0,-1
07:38:05.929,-1.0,-1.0,-1.0,-1
07:38:06.232,-1.0,-1.0,-1.0,-1
07:38:06.515,-1.0,-1.0,-1.0,-1
07:38:06.803,-1.0,-1.0,-1.0,-1
07:38:07.017,-1.0,-1.0,-1.0,-1
07:38:07.221,-1.0,-1.0,-1.0,-1
07:38:07.425,-1.0,-1.0,-1.0,-1
07:38:07.627,-1.0,-1.0,-1.0,-1
07:38:07.834,-1.0,-1.0,-1.0,-1
07:38:08.036,-1.0,-1.0,-1.0,-1
07:38:08.238,-1.0,-1.0,-1.0,-1
07:38:08.441,-1.0,-1.0,-1.0,-1
07:38:08.643,-1.0,-1.0,-1.0,-1
07:38:08.846,-1.0,-1.0,-1.0,-1
07:38:09.048,-1.0,-1.0,-1.0,-1
07:38:09.250,-1.0,-1.0,-1.0,-1
07:38:09.452,-1.0,-1.0,-1.0,-1
07:38:09.654,-1.0,-1.0,-1.0,-1
07:38:09.856,-1.0,-1.0,-1.0,-1
07:38:10.058,-1.0,-1.0,-1.0,-1
07:38:10.260,-1.0,-1.0,-1.0,-1
07:38:10.461,-1.0,-1.0,-1.0,-1
07:38:10.663,-1.0,-1.0,-1.0,-1
07:38:10.865,-1.0,-1.0,-1.0,-1
07:38:11.191,-1.0,-1.0,-1.0,-1
07:38:11.436,-1.0,-1.0,-1.0,-1
07:38:11.703,-1.0,-1.0,-1.0,-1
07:38:11.995,-1.0,-1.0,-1.0,-1
07:38:12.201,-1.0,-1.0,-1.0,-1
07:38:12.411,-1.0,-1.0,-1.0,-1
07:38:12.613,-1.0,-1.0,-1.0,-1
07:38:12.820,-1.0,-1.0,-1.0,-1
07:38:13.022,-1.0,-1.0,-1.0,-1
07:38:13.224,-1.0,-1.0,-1.0,-1
07:38:13.426,-1.0,-1.0,-1.0,-1
07:38:13.628,-1.0,-1.0,-1.0,-1
07:38:13.830,-1.0,-1.0,-1.0,-1
07:38:14.034,-1.0,-1.0,-1.0,-1
07:38:14.237,-1.0,-1.0,-1.0,-1
07:38:14.442,-1.0,-1.0,-1.0,-1
07:38:14.644,-1.0,-1.0,-1.0,-1
07:38:14.846,-1.0,-1.0,-1.0,-1
07:38:15.048,-1.0,-1.0,-1.0,-1
07:38:15.249,-1.0,-1.0,-1.0,-1
07:38:15.452,-1.0,-1.0,-1.0,-1
07:38:15.653,-1.0,-1.0,-1.0,-1
