time_stamp,MODE,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
04:15:49,STABILIZE,1500.0,0.0,1.0,-1000.0,1.0,1.0,0.0,-0.0009006128530018032,0.0009373779757879674,0.023817548528313637,0.00030244304798543453,0.0002990603097714484,0.0018720065709203482,-35.3632621,149.1652375,0.0,-1.0,1.0,0.0
04:15:53,STABILIZE,1500.0,0.0,1.0,-1000.0,0.0,0.0,1.0,-0.0007948881830088794,0.0009687326673883945,0.022746702656149864,0.00025950110284611583,0.00027683100779540837,0.0016978807398118079,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0
04:15:57,AUTO,1500.0,0.0,1.5,-1000.0,0.0,0.5,0.0,-0.0008596161496825516,0.0009914683178067207,0.021632974967360497,0.00034720991970971227,0.00023925938876345754,0.0014772722497582436,-35.3632622,149.1652375,6.0,-1.0,2.0,1.0
04:15:59,AUTO,1500.0,0.0,1.0,-1000.0,0.5,0.5,0.0,-0.0007368356455117464,0.0012544112978503108,0.02125320490449667,0.0002546757459640503,0.00021773361368104815,0.00144179945345968,-35.3632621,149.1652375,5.0,0.0,0.0,0.0
04:16:00,AUTO,47935.0,0.0,1.5,-1000.0,0.5,0.25,0.25,-0.000508640892803669,0.001525814353954047,0.02102322317659855,0.0003098524466622621,0.0003015157126355916,0.00142594677163288,-35.3632621,149.1652374,5.75,0.0,0.0,0.0
04:16:01,AUTO,47935.0,0.0,0.5,-1064.5,7.0,2.5,0.5,0.00148492339940276,0.0009699755464680493,0.02087272983044386,0.006620414525968954,0.0025697252713143826,0.001533705450128764,-35.3632621,149.16523745,104.0,0.0,0.0,-35.5
04:16:03,AUTO,47935.0,0.5,-4.0,-1000.0,20.5,4.5,-20.5,0.04786163009703159,-0.0060701812617480755,0.006167817860841751,0.02007368952035904,0.0037458869628608227,-0.020166678470559418,-35.363261800000004,149.1652387,2359.5,4.5,26.5,-148.0
04:16:05,AUTO,56907.5,2.0,-2.0,-1001.5,-2.5,-12.5,-17.5,-0.0569013562053442,0.0011084247380495071,-0.08618048205971718,-0.0032941140234470367,-0.013424342963844538,-0.01757566793821752,-35.36326095,149.16524585000002,5413.5,-2.0,0.0,-149.5
04:16:07,AUTO,65880.0,-6.0,10.5,-1003.0,63.5,9.5,2.0,0.02991376514546573,0.005291821900755167,-0.09172432497143745,0.06313420087099075,0.009640077827498317,0.0031865366036072373,-35.36326155,149.165237,8506.0,-6.5,-43.5,-152.0
04:16:09,AUTO,65880.0,1.5,-3.0,-1002.0,-27.0,5.5,-25.5,-0.008464158803690225,-0.004764148150570691,-0.09354222938418388,-0.02758766058832407,0.0052311456529423594,-0.025488464161753654,-35.36326245,149.165236,11686.0,2.5,14.0,-150.5
04:16:10,AUTO,129100.0,-1.25,-0.25,-1000.25,18.25,7.5,-25.25,-0.00823600689182058,0.0008564308955101296,-0.12420828081667423,0.01808011531829834,0.007237902260385454,-0.025733364280313253,-35.3632621,149.165236625,13319.0,4.75,-4.0,-152.25
04:16:11,AUTO,129100.0,-1.5,0.5,-1000.0,11.0,4.0,-15.5,0.006467050407081842,0.0059704347513616085,-0.14532703906297684,0.010328090284019709,0.0038635567761957645,-0.016109899152070284,-35.363261699999995,149.1652359,14878.0,1.5,-5.0,-153.0
