,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
15:08:17.483,230689.0,1.1,0.0,-5.4,0.25,0.4,0.0,16826.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:21.516,281995.0,0.6,0.0,-9.1,0.25,0.0,0.0,32000.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:25.059,118483.0,0.2,0.7,-10.0,0.25,1.1,0.0,20701.0,440.0,1.0,0.1,50.0,50.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:29.086,151891.0,0.6,0.9,-5.4,0.25,2.9,0.0,20356.0,420.0,1.0,0.1,50.0,50.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:33.165,256853.0,0.0,1.3,10.1,0.25,5.1,0.0,26776.0,0.0,1.0,0.1,50.0,50.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:37.194,266627.0,0.2,0.1,-5.0,0.25,2.8,0.0,23619.0,350.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:41.216,200.0,0.1,0.9,10.1,0.25,0.0,0.0,15486.0,850.0,1.0,0.1,50.0,50.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:45.256,300000.0,0.9,0.0,3.5,0.25,0.0,0.0,22591.0,1000.0,1.0,0.1,50.0,50.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:49.290,300000.0,0.4,0.2,1.3,0.25,2.8,0.0,25250.0,1000.0,1.0,0.1,50.0,50.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:53.317,199035.0,0.7,1.7,8.2,0.25,0.2,0.0,5026.0,360.0,1.0,0.1,50.0,50.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0
15:08:57.344,49232.0,0.2,1.2,-3.6,0.25,5.1,0.0,12595.0,0.0,1.0,0.1,50.0,50.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:01.370,137040.0,0.5,1.8,9.8,0.25,0.0,0.0,9242.0,390.0,1.0,0.1,50.0,50.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:05.391,41441.0,0.8,1.5,7.1,0.25,2.8,0.0,11431.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:09.418,215973.0,1.0,0.0,-9.8,0.25,3.5,0.0,0.0,1000.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:13.447,179682.0,0.9,1.5,10.1,0.25,5.1,0.0,10880.0,840.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:17.491,136609.0,0.0,2.0,10.1,0.25,5.1,0.0,32000.0,490.0,1.0,0.1,50.0,50.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:21.020,300000.0,0.2,1.8,-6.2,0.25,1.9,0.0,3080.0,620.0,1.0,0.1,50.0,50.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:25.063,292901.0,0.0,0.4,-6.7,0.25,1.6,0.0,11033.0,0.0,1.0,0.1,50.0,50.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:29.091,267242.0,1.1,0.6,8.7,0.25,2.5,0.0,8733.0,600.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:33.127,176114.0,0.8,1.3,1.3,0.25,3.8,0.0,27940.0,610.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:37.159,200.0,0.4,1.7,3.9,0.25,3.5,0.0,15378.0,390.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:41.194,299674.0,0.3,2.0,-4.0,0.25,4.2,0.0,16670.0,580.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:45.232,184032.0,0.6,1.9,6.7,0.25,4.8,0.0,19507.0,1000.0,1.0,0.1,50.0,50.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:49.254,116806.0,0.2,1.2,1.1,0.25,5.1,0.0,26305.0,100.0,1.0,0.1,50.0,50.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:53.279,110175.0,0.3,2.0,-4.4,0.25,0.9,0.0,0.0,580.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:09:57.308,300000.0,0.5,1.5,0.9,0.25,3.2,0.0,5729.0,400.0,1.0,0.1,50.0,50.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0
15:10:01.328,107087.0,0.8,0.9,1.6,0.25,0.0,0.0,32000.0,540.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:10:05.365,168434.0,0.7,0.6,-3.9,0.25,5.0,0.0,28986.0,0.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:10:09.396,193037.0,1.0,2.0,-10.0,0.25,5.0,0.0,29983.0,120.0,1.0,0.1,50.0,50.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0
15:10:13.411,53279.0,0.2,2.0,-7.0,0.25,2.5,0.0,14033.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:10:17.442,300000.0,0.3,1.4,0.8,0.25,1.6,0.0,0.0,360.0,1.0,0.1,50.0,50.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0
