,INS_HNTC2_ATT,INS_HNTCH_ATT,FOLL_SYSID,FOLL_OFS_Z,FOLL_POS_P,FOLL_OFS_X,FOLL_DIST_MAX,FOLL_OFS_Y,EK3_GPS_VACC_MAX,EK2_RNG_USE_HGT,EK3_RNG_USE_HGT,EK2_RNG_USE_SPD,EK3_RNG_USE_SPD,AHRS_YAW_P,ADSB_LIST_ALT,CHUTE_ALT_MIN,EK2_WIND_PSCALE,EK3_WIND_PSCALE,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,FS_DR_TIMEOUT,LGR_DEPLOY_ALT,LGR_RETRACT_ALT,ATC_ANG_LIM_TC
11:51:04.443,5.0,5.0,0.0,-20.0,0.22,-65.0,1.0,-45.0,7.6,61.0,70.0,4.0,6.0,0.22,0.0,13633.0,0.8,1.9,0.0,1.0,0.1,0.0,45.0,168.0,0.5
11:51:18.493,5.0,5.0,0.0,100.0,0.1,85.0,1.0,9.0,10.1,63.0,24.0,5.0,6.0,0.35,0.0,11636.0,1.0,0.4,360.0,1.0,0.1,0.0,616.0,285.0,0.5
11:51:36.044,5.0,5.0,0.0,-22.0,1.0,-13.0,1.0,-100.0,2.9,36.0,51.0,4.0,3.5,0.4,0.0,10779.0,1.0,2.0,160.0,1.0,0.1,0.0,0.0,0.0,0.5
11:51:44.505,5.0,5.0,0.0,32.0,0.74,100.0,1.0,-26.0,0.9,45.0,9.0,3.5,6.0,0.23,0.0,8670.0,1.1,1.4,90.0,1.0,0.1,0.0,0.0,461.0,0.5
11:52:07.243,5.0,5.0,0.0,100.0,1.0,-13.0,1.0,-93.0,8.8,41.0,70.0,5.5,4.0,0.22,0.0,12616.0,0.7,0.4,1000.0,1.0,0.1,0.0,1000.0,543.0,0.5
11:52:49.114,5.0,5.0,0.0,-100.0,0.42,100.0,1.0,-100.0,8.0,28.0,33.0,6.0,2.5,0.23,0.0,19839.0,0.1,1.5,1000.0,1.0,0.1,0.0,594.0,140.0,0.5
