time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,chan4_raw
14:00:27,-0.0008965062443166971,0.0009953414555639029,0.02099684625864029,0.00023677980061620474,0.0002766839461401105,0.0014320217305794358,0.0,2.0,-1000.0,0.0,0.0,1.0,AUTO,-35.3632622,149.1652375,6.0,-1.0,1.0,0.0,1500.0,1500.0
14:00:29,-0.000462533047539182,0.0015254438039846718,0.020510788075625896,0.00032737370929680765,0.0002894765930250287,0.0013109368737787008,0.0,1.0,-1000.0,1.0,0.5,0.5,AUTO,-35.3632621,149.16523745,6.0,0.0,0.0,0.0,1500.0,1500.0
14:00:31,0.011800382635556161,0.00019449586397968233,0.01982967648655176,0.01830082992091775,-0.0018214730080217123,0.0018961874302476645,0.0,-0.5,-1063.0,19.5,-1.0,1.0,AUTO,-35.3632621,149.1652375,899.5,0.0,2.5,-122.0,1500.0,1500.0
14:00:33,0.04290753975510597,0.011444824747741222,-0.02912331558763981,-0.13468077778816223,0.10160817205905914,-0.1017792597413063,2.0,-10.0,-990.0,-133.0,102.0,-102.0,AUTO,-35.3632614,149.165241,3300.0,9.0,52.0,-145.0,1500.0,1500.0
14:00:35,-0.06776466965675354,-0.011981043654183546,-0.08590183158715566,0.02939354007442792,-0.007380785381731887,-0.0013808333314955235,-1.3333333333333333,3.6666666666666665,-1002.6666666666666,30.0,-6.666666666666667,-1.0,AUTO,-35.36326116666667,149.16524583333333,5982.0,-2.6666666666666665,-24.0,-149.0,1500.0,1500.0
14:00:37,0.004164603364188224,-0.032523009926080704,0.19406681135296822,0.054708100855350494,0.008485125377774239,0.7616691887378693,-3.3333333333333335,10.0,-984.0,-10.666666666666666,-43.666666666666664,626.3333333333334,AUTO,-35.36326135,149.1652342,9233.5,6.0,-40.0,-139.5,1500.0,1726.0
14:00:39,0.048657119274139404,-0.05012790113687515,1.6983548998832703,0.07065565884113312,0.05762530490756035,0.799857497215271,-6.333333333333333,-2.0,-999.0,64.0,46.666666666666664,796.0,AUTO,-35.36326015,149.16523315,12173.0,-12.0,45.5,-142.0,1500.0,1726.0
14:00:41,-0.012500482611358166,0.13449754317601523,2.209311087926229,0.05530606644848982,-0.05888844669486085,-0.047043707532187305,8.0,4.0,-998.3333333333334,55.333333333333336,-58.0,-47.0,AUTO,-35.363263466666666,149.16523700000002,14990.333333333334,33.666666666666664,-44.333333333333336,-146.33333333333334,1500.0,1500.0
14:00:43,-0.011557142871121565,-0.09371665865182877,2.2008180618286133,-0.010649614036083221,-0.07545079539219539,0.02412764262408018,14.666666666666666,5.666666666666667,-1006.6666666666666,-9.666666666666666,-74.33333333333333,23.666666666666668,AUTO,-35.363255,149.1652196,18019.333333333332,16.333333333333332,-44.0,-155.33333333333334,1500.0,1500.0
14:00:45,0.00593556168799599,-0.07146936903397243,2.199625015258789,0.031771199156840645,0.0810045376420021,-0.00534459762275219,-34.333333333333336,-4.666666666666667,-1005.6666666666666,32.333333333333336,81.33333333333333,-5.0,AUTO,-35.363259166666666,149.16523156666668,21039.333333333332,-58.0,133.33333333333334,-143.33333333333334,1500.0,1500.0
14:00:47,0.05042301118373871,0.10788733263810475,2.163728396097819,0.03323638501266638,0.04098062962293625,-0.024763673543930054,-13.333333333333334,-8.0,-1002.6666666666666,33.666666666666664,41.333333333333336,-24.333333333333332,AUTO,-35.36326916666667,149.16525683333333,24162.666666666668,-32.333333333333336,33.333333333333336,-159.33333333333334,1500.0,1500.0
14:00:49,-0.005079260872056087,0.015803629532456398,1.58472740650177,0.10516070077816646,-0.13056487341721854,-0.30658408006032306,23.666666666666668,27.666666666666668,-1034.3333333333333,105.66666666666667,-129.33333333333334,-306.3333333333333,AUTO,-35.36326613333333,149.1652397,27030.666666666668,69.33333333333333,-159.0,-140.33333333333334,1500.0,1321.0
14:00:51,0.08702528476715088,-0.11624112228552501,0.988264004389445,-0.009248222534855207,-0.053513688345750175,-0.133012176801761,0.0,-4.333333333333333,-998.6666666666666,-7.666666666666667,-51.666666666666664,-133.0,AUTO,-35.3632617,149.16522203333332,30114.666666666668,-8.666666666666666,35.333333333333336,-149.33333333333334,1500.0,1500.0
14:00:53,-0.04347877701123556,-0.004847879055887461,1.0187575022379558,0.019041293611129124,0.09762534499168396,0.06582457448045413,-37.0,-16.333333333333332,-1018.3333333333334,19.666666666666668,98.33333333333333,65.33333333333333,AUTO,-35.3632538,149.1652495333333,32959.333333333336,109.33333333333333,127.0,-148.0,1500.0,1500.0
14:00:55,0.04817358652750651,0.13632764418919882,1.0556774139404297,0.06419771288832028,0.005444726285835107,0.005535188286254804,-2.3333333333333335,9.666666666666666,-996.0,64.66666666666667,6.333333333333333,4.666666666666667,AUTO,-35.3632381,149.1652597,36131.0,14.333333333333334,-56.0,-153.0,1500.0,1500.0
14:00:57,0.05900013695160548,0.022630954161286354,0.9876554210980734,-0.03306515390674273,-0.13593211770057678,-0.04577653482556343,50.333333333333336,-7.0,-1021.0,-31.666666666666668,-134.0,-45.333333333333336,AUTO,-35.36325756666667,149.1652409,38980.0,-203.0,-73.0,-136.33333333333334,1500.0,1500.0
