,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH,MOT_BOOST_SCALE,ADSB_LIST_ALT,CHUTE_ALT_MIN,PILOT_TKOFF_ALT,PSC_POSZ_P,WPNAV_TER_MARGIN,EK2_CHECK_SCALE,EK3_CHECK_SCALE,LGR_DEPLOY_ALT,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG,RNGFND3_WSP_MAVG,RNGFND4_WSP_MAVG,RNGFND5_WSP_MAVG,RNGFND6_WSP_MAVG
15:46:03.436,88487.0,0.2,0.9,3.5,0.25,3.1,0.0,14737.0,1000.0,1.0,0.1,50.0,50.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:07.470,103537.0,0.5,2.0,-10.0,0.25,4.3,0.0,19926.0,570.0,1.0,0.1,50.0,50.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:11.500,288226.0,0.4,1.4,4.9,0.25,5.1,0.0,23997.0,600.0,1.0,0.1,50.0,50.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:15.022,190895.0,0.3,2.0,-7.6,0.25,2.6,0.0,23991.0,800.0,1.0,0.1,50.0,50.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:19.039,77935.0,0.3,2.0,10.1,0.25,0.0,0.0,22460.0,320.0,1.0,0.1,50.0,50.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:23.059,15449.0,0.5,0.0,-2.3,0.25,5.1,0.0,6995.0,1000.0,1.0,0.1,50.0,50.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:27.074,18749.0,0.3,2.0,10.1,0.25,5.1,0.0,11246.0,0.0,1.0,0.1,50.0,50.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:31.089,78555.0,1.1,1.2,-7.3,0.25,0.9,0.0,11143.0,1000.0,1.0,0.1,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:35.101,200.0,1.1,1.2,4.6,0.25,0.0,0.0,11600.0,280.0,1.0,0.1,50.0,50.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:39.125,188550.0,0.0,1.0,-4.5,0.25,0.8,0.0,0.0,1000.0,1.0,0.1,50.0,50.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0
15:46:43.165,263803.0,0.0,1.8,2.6,0.25,1.9,0.0,8439.0,530.0,1.0,0.1,50.0,50.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0
