,RTL_ALT,EK2_WIND_PSCALE,EK3_WIND_PSCALE,H_COLYAW,ARMING_ACCTHRESH
12:32:00.066,172053.0,0.2,0.5,-7.9,0.25
12:32:05.927,40221.0,0.5,0.7,-6.3,0.25
12:32:10.804,22883.0,0.2,0.7,-5.0,0.25
12:32:16.128,3006.0,0.2,1.2,-1.6,0.25
12:32:22.100,9054.0,0.3,0.2,-0.8,0.25
12:32:27.937,71538.0,0.5,0.5,-3.6,0.25
12:32:32.828,104916.0,0.2,0.4,-8.4,0.25
12:32:38.216,274335.0,0.2,0.4,-7.8,0.25
12:32:44.059,74727.0,0.2,0.7,-8.7,0.25
12:32:49.860,4304.0,0.7,0.3,-7.9,0.25
12:32:54.758,18843.0,0.5,0.7,-4.1,0.25
12:33:00.193,5180.0,0.3,0.3,-4.4,0.25
12:33:06.149,57104.0,0.2,0.3,3.5,0.25
12:33:11.946,57819.0,0.4,0.7,-2.4,0.25
12:33:17.037,6157.0,0.2,0.5,-4.7,0.25
12:33:22.084,50822.0,0.2,1.1,-5.8,0.25
12:33:28.040,5370.0,0.5,0.5,-8.9,0.25
12:33:33.990,41549.0,0.3,0.3,-5.2,0.25
12:33:38.971,32314.0,0.2,0.4,-4.8,0.25
12:33:44.539,1237.0,0.5,0.5,-9.2,0.25
12:33:49.984,170777.0,0.3,0.9,-5.9,0.25
12:33:54.819,89138.0,0.2,0.7,4.8,0.25
12:34:00.198,60272.0,0.2,0.3,-7.6,0.25
12:34:06.226,79346.0,0.2,0.4,-9.2,0.25
12:34:12.080,19046.0,0.4,0.5,-8.8,0.25
12:34:17.841,837.0,0.4,0.4,-9.0,0.25
12:34:22.728,37334.0,0.5,0.3,-5.8,0.25
12:34:27.974,6410.0,0.3,0.3,-4.3,0.25
12:34:32.869,12004.0,0.2,0.2,1.7,0.25
12:34:38.376,18027.0,0.7,0.3,-2.2,0.25
12:34:44.275,32730.0,0.2,0.3,-4.9,0.25
12:34:50.106,3255.0,0.2,1.2,1.3,0.25
12:34:56.132,27296.0,0.2,0.5,-5.9,0.25
12:35:02.048,30263.0,0.2,0.5,-9.4,0.25
12:35:07.874,52789.0,0.2,0.5,-7.9,0.25
12:35:12.788,30975.0,0.2,1.5,-8.4,0.25
12:35:18.238,49725.0,0.5,0.9,-9.6,0.25
12:35:24.186,99035.0,0.5,0.4,-4.5,0.25
12:35:30.084,138737.0,0.3,0.2,-8.9,0.25
12:35:35.888,28838.0,0.7,0.3,-6.5,0.25
12:35:40.793,56015.0,0.4,1.1,-9.7,0.25
12:35:46.287,36736.0,0.4,0.2,4.3,0.25
12:35:52.309,34158.0,0.3,0.5,-2.4,0.25
12:35:58.179,13546.0,0.2,1.5,-6.3,0.25
12:36:04.058,19746.0,0.3,0.3,-4.4,0.25
12:36:09.896,79463.0,0.4,0.2,-3.7,0.25
12:36:14.881,19218.0,0.3,0.2,-7.4,0.25
12:36:20.340,55712.0,0.3,0.5,-7.6,0.25
12:36:26.119,16781.0,0.3,0.7,-8.1,0.25
12:36:32.112,55996.0,0.4,0.9,-8.9,0.25
12:36:38.024,148078.0,0.4,0.3,-5.6,0.25
12:36:43.871,24617.0,1.1,0.5,-5.9,0.25
12:36:48.738,91341.0,0.5,0.4,-8.4,0.25
12:36:54.119,123736.0,0.7,0.3,-8.9,0.25
12:37:00.027,31556.0,0.2,1.3,-9.2,0.25
12:37:05.896,145190.0,0.4,0.2,-8.1,0.25
12:37:10.769,139369.0,0.3,0.3,-4.2,0.25
12:37:16.175,113865.0,0.4,0.3,-5.9,0.25
12:37:21.876,66284.0,0.4,0.4,-9.0,0.25
12:37:26.710,22628.0,0.3,1.4,-8.8,0.25
12:37:32.162,4572.0,0.2,0.2,-6.9,0.25
12:37:38.133,20357.0,0.2,0.4,-8.5,0.25
12:37:44.053,31615.0,0.3,0.5,-2.6,0.25
12:37:49.832,12207.0,0.4,0.7,-8.4,0.25
12:37:54.770,18138.0,0.2,0.4,-0.4,0.25
12:38:00.117,105751.0,0.2,0.3,-4.9,0.25
12:38:06.079,11210.0,0.2,0.5,-1.2,0.25
12:38:11.959,23281.0,0.2,0.5,-3.3,0.25
12:38:16.721,17224.0,0.7,0.2,-6.5,0.25
12:38:21.684,16309.0,0.2,0.4,-5.6,0.25
12:38:26.981,5946.0,0.2,0.2,-9.8,0.25
12:38:31.896,10393.0,0.9,0.2,-8.1,0.25
12:38:37.221,23313.0,0.5,0.9,-9.7,0.25
