time_stamp,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT
12:31:45,STABILIZE,0.0,1.0,-1000.0,0.0,0.0,0.0,-35.3632621,149.1652375,0.0,-1.0,0.0,-2.0,-0.0009422859293408692,0.0009569009998813272,0.025486622005701065,0.0002949860063381493,0.0002820216759573668,0.0019435652066022158,23990.0
12:31:57,AUTO,0.0,1.0,-1000.0,0.5,1.0,0.0,-35.3632621,149.1652375,13.5,0.0,0.0,0.0,-0.0009519190643914044,0.0011189691722393036,0.021982274018228054,0.0002982199366670102,0.0003174910962115973,0.001527569256722927,23990.0
12:31:59,AUTO,0.0,1.5,-1000.0,0.0,0.5,0.5,-35.3632621,149.1652375,15.0,0.0,0.0,0.0,-0.00040094229916576296,0.0016617989167571068,0.02148168534040451,0.00033156570862047374,0.0003346736775711179,0.0014367616386152804,23990.0
12:32:00,AUTO,0.0,0.0,-1117.0,1.75,0.0,1.5,-35.3632621,149.1652375,187.25,0.0,0.5,-54.75,0.0019315409881528467,0.00048503824655199423,0.021416816394776106,0.0010681016137823462,-0.00031896214932203293,0.002355442338739522,172053.0
12:32:01,AUTO,0.0,-0.5,-1012.0,46.0,-6.0,1.5,-35.363262,149.1652376,1606.0,1.0,8.5,-146.0,0.028471210040152073,-0.0019616110948845744,0.020839384756982327,0.04592939279973507,-0.007484599482268095,0.002347796456888318,172053.0
12:32:03,AUTO,3.5,-7.5,-1002.0,-46.5,-8.0,-36.0,-35.36326085,149.16524545,4657.0,3.0,32.0,-149.0,-0.03725110646337271,0.0030047689797356725,-0.0665387324988842,-0.0479732770472765,-0.008238982409238815,-0.0359799275174737,172053.0
12:32:05,AUTO,-5.5,12.5,-1003.5,68.5,9.5,-2.0,-35.3632614,149.16523965,7733.5,-15.5,-60.0,-150.5,-0.0029298085719347,0.01050096144899726,-0.11493303999304771,0.0684165358543396,0.009592283517122269,-0.002189329534303397,106137.0
12:32:07,AUTO,2.0,-5.0,-995.0,-99.5,9.5,25.0,-35.363264650000005,149.1652353,10849.5,12.0,30.0,-148.0,0.027242197655141354,-0.06626646220684052,-0.03346183896064758,-0.10107584297657013,0.008755583316087723,0.025377247482538223,40221.0
12:32:09,AUTO,-5.5,0.5,-1000.5,43.0,7.5,-27.5,-35.3632595,149.16523645,13938.5,8.0,-17.0,-153.0,-0.003199725295417011,0.03048726450651884,-0.1733558177947998,0.04290370084345341,0.007483901455998421,-0.02764397207647562,40221.0
12:32:10,AUTO,-0.75,2.0,-998.75,11.0,-15.0,6.0,-35.3632595,149.1652353,15112.25,-10.25,-6.75,-152.5,0.015604474348947406,0.023705323226749897,-0.17646458745002747,0.010493403999134898,-0.015764428302645683,0.0065134583273902535,22883.0
12:32:11,AUTO,3.0,0.5,-1000.0,-9.0,-10.5,-3.5,-35.36326095,149.16523535,17055.5,-16.5,9.5,-152.0,0.0066819521598517895,0.0026246228953823447,-0.16675134003162384,-0.010413672309368849,-0.01153269037604332,-0.0039002103731036186,22883.0
12:32:13,AUTO,0.0,0.0,-999.5,4.5,5.0,-28.5,-35.3632623,149.1652365,20169.0,-1.5,2.5,-153.0,-0.00021082341845612973,-0.002114240953233093,-0.20630811899900436,0.004224900039844215,0.004703134531155229,-0.028701807372272015,22883.0
12:32:15,AUTO,0.0,0.0,-1000.0,1.5,0.5,-18.0,-35.3632622,149.1652365,23446.0,0.0,2.5,-153.0,0.004644321510568261,0.004057165584526956,-0.258188396692276,0.0007572555332444608,7.43468408472836e-05,-0.018461111932992935,22883.0
12:32:16,AUTO,0.0,0.0,-999.0,-15.5,3.0,-11.75,-35.3632622,149.16523654999997,24618.0,-1.0,3.5,-152.5,0.0007781883468851447,0.0035271304077468812,-0.27082929015159607,-0.0167609112104401,0.0025918714090948924,-0.011741139751393348,3006.0
12:32:17,AUTO,0.0,0.0,-1000.0,15.5,-3.0,25.0,-35.363262250000005,149.1652365,26556.0,-4.0,0.5,-153.0,0.00755690922960639,0.004206885234452784,-0.2600405365228653,0.015087689273059368,-0.004326788242906332,0.025768148712813854,3006.0
12:32:19,AUTO,1.0,-1.0,-1000.0,-5.0,-0.5,20.0,-35.3632624,149.16523745,29660.0,0.0,8.0,-152.0,0.0007047382605378516,0.002128198859281838,-0.21375885605812073,-0.006396418437361717,-0.0014039509696885943,0.02063687425106764,3006.0
12:32:21,AUTO,0.0,0.0,-999.5,3.5,0.0,15.5,-35.3632624,149.1652381,32765.0,0.0,1.0,-153.0,-0.00015223615467618856,0.0005331355059752241,-0.18020134419202805,0.002937205135822296,-0.0006011767836753279,0.016008264385163784,3006.0
12:32:22,AUTO,0.0,0.0,-999.5,1.75,1.25,13.5,-35.36326235,149.1652381,33934.0,0.0,0.0,-153.0,0.0008665154673508368,0.0006872873927932233,-0.16988306865096092,0.0011734973231796175,0.0007215925434138626,0.014090999029576778,9054.0
12:32:23,AUTO,0.0,0.0,-1000.5,1.0,1.5,10.0,-35.3632623,149.1652379,35871.0,0.0,0.0,-152.5,0.001334081287495792,0.0009788349270820618,-0.1548445224761963,-6.42793602310121e-05,0.0014312186976894736,0.010540601797401905,9054.0
12:32:25,AUTO,0.0,0.0,-1000.0,1.0,0.0,8.0,-35.36326215,149.1652376,38977.5,0.0,0.0,-153.0,0.002367620705626905,0.0015908248606137931,-0.13597668707370758,1.562456600368023e-05,-0.00028453959384933114,0.008099474012851715,9054.0
12:32:27,AUTO,0.0,0.0,-1000.5,0.0,0.0,6.0,-35.36326205,149.1652375,42082.5,-1.0,0.0,-152.0,0.001616757595911622,0.0014737449237145483,-0.12151776254177094,-0.001019198214635253,-0.00047449563862755895,0.0066359087359160185,40296.0
12:32:29,AUTO,2.5,9.0,-954.0,98.5,-96.0,46.5,-35.363264099999995,149.1652344,44821.0,-25.5,-34.0,-92.5,0.0043881169985979795,-0.03480471670627594,0.26428163051605225,0.09811045229434967,-0.097707474604249,0.04674775805324316,71538.0
12:32:31,AUTO,-2.0,11.0,-976.0,132.0,27.5,-23.0,-35.36326305,149.16523469999998,46039.0,20.5,30.0,-34.5,0.015310372691601515,0.000493550905957818,0.21437691152095795,0.1303969770669937,0.026606970466673374,-0.02413102239370346,71538.0
12:32:32,AUTO,-1.0,-6.0,-976.25,-60.5,12.25,-20.25,-35.363261725,149.1652369,46229.75,13.5,25.75,-17.75,-0.00023271891404874623,0.014317294815555215,0.19393599405884743,-0.061784759163856506,0.011627619314822368,-0.021307102870196104,104916.0
12:32:33,AUTO,1.5,-17.5,-1005.0,45.5,-124.5,6.0,-35.36326095,149.16523855,46208.0,-6.0,0.0,15.0,-0.0014293217100203037,0.0034725558944046497,0.16550607979297638,0.04520828276872635,-0.12625977024435997,0.006111152470111847,104916.0
