time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,EK2_ALT_SOURCE
13:40:29,1500.0,RTL,-0.018331630155444145,-0.0010595356579869986,2.202041745185852,-1.412704885005951,0.002713356981985271,-0.011613212991505861,616350.0,-35.363263,149.1652369,32364.5,16.0,7.5,99.5,616.3499755859375,-5.0,-42.5,-1016.0,-1411.0,6.0,-9.5,0.0
13:40:31,1500.0,RTL,-0.015097065828740597,0.0034076672745868564,2.2028473615646362,-0.8818872570991516,0.0066830310970544815,-0.002030529547482729,614315.0,-35.363262250000005,149.1652379,30328.5,2.5,-0.5,97.5,614.3150024414062,-2.0,-6.5,-1024.5,-878.0,10.0,0.0,0.0
13:40:33,1500.0,RTL,-0.0038981629768386483,0.0024661749484948814,2.1992483139038086,-0.8937865197658539,0.0004138834774494171,0.002411559340544045,612270.0,-35.3632613,149.16523884999998,28281.0,-4.5,-7.5,102.0,612.2699890136719,-2.0,1.5,-996.5,-890.0,4.0,3.5,0.0
13:40:35,1500.0,RTL,-0.005054293433204293,0.003608167637139559,2.201252818107605,-0.9965233206748962,-0.0028663277626037598,0.007879663782659918,610230.0,-35.363260749999995,149.1652393,26243.5,-13.0,-13.0,101.5,610.22998046875,-0.5,-8.5,-1011.0,-992.5,1.5,9.0,0.0
13:40:39,1500.0,RTL,0.010540566872805357,0.003431839169934392,2.2015689611434937,0.496454119682312,-0.002146553131751716,-0.0022015342256054282,606145.0,-35.3632605,149.16523945,22163.5,-19.5,-18.0,99.5,606.1449584960938,-1.5,53.0,-1011.0,502.5,1.0,0.0,0.0
13:40:41,1500.0,RTL,0.036893220618367195,0.00504365935921669,2.201266884803772,1.3123839497566223,-0.0019780840957537293,0.001848004583735019,604110.0,-35.36326,149.16524,20123.0,-23.5,-21.0,98.0,604.1099853515625,0.5,70.5,-996.5,1317.0,2.0,3.5,0.0
13:40:43,1500.0,RTL,0.018352116458117962,0.008338837418705225,2.2014278173446655,1.3819559812545776,-0.0015591206029057503,0.007880937773734331,602060.0,-35.36326115,149.1652391,18074.5,-19.0,-17.5,98.0,602.0599975585938,4.0,62.5,-999.5,1385.5,3.0,9.0,0.0
13:40:45,1500.0,RTL,5.2331481128931046e-05,0.0054711156990379095,2.2005141973495483,1.4094399213790894,-0.0006382319843396544,0.005811983719468117,600385.0,-35.36326305,149.16523725000002,16402.0,1.0,-4.0,101.5,600.385009765625,1.5,67.5,-1002.0,1413.0,3.0,7.0,0.0
13:40:47,1500.0,RTL,-0.016350076533854008,0.005808685906231403,2.2010998725891113,1.0611979067325592,-0.0020380443893373013,0.0003699746448546648,598345.0,-35.363263950000004,149.16523635,14360.5,10.5,3.5,100.0,598.344970703125,2.0,68.5,-1003.0,1066.5,2.0,2.5,0.0
13:40:51,1500.0,RTL,-0.0190439997240901,0.003836417687125504,2.2008473873138428,-0.7823259234428406,0.0011508960742503405,4.7471490688622e-05,595170.0,-35.3632634,149.1652367,11187.0,13.5,7.0,23.5,595.1700134277344,0.0,-33.5,-989.5,-780.5,5.5,1.5,0.0
13:40:53,1500.0,RTL,-0.02515396848320961,0.0033049547346308827,2.2003276348114014,-0.6483493745326996,0.0023453079629689455,-0.0005310204578563571,594590.0,-35.3632636,149.1652366,10605.0,13.5,7.0,33.5,594.5899963378906,0.0,-14.0,-989.5,-645.0,6.5,1.0,0.0
13:40:55,1500.0,RTL,-0.02124278713017702,0.0010431689443066716,2.2007803916931152,-0.836599737405777,-0.0015272133750841022,0.0006657885969616473,593905.0,-35.3632635,149.1652364,9922.0,15.0,9.0,34.0,593.9049987792969,0.0,-34.0,-1015.5,-836.0,2.5,2.0,0.0
13:40:57,1500.0,RTL,-0.0076746277045458555,-0.0003678088032756932,2.200638771057129,-0.7383050620555878,0.0003078184090554714,0.0007830222602933645,593220.0,-35.36326285,149.16523675000002,9232.5,10.5,7.0,33.5,593.2200012207031,-2.5,-41.5,-997.5,-739.0,4.0,2.5,0.0
13:40:59,1500.0,RTL,0.0033516030525788665,0.0003759307128348155,2.199753761291504,-0.024684250354766846,-0.000767011079005897,-0.002267495437990874,593050.0,-35.363262,149.16523755,9066.5,1.0,1.0,-7.5,593.0499877929688,-2.0,14.5,-997.0,-22.0,3.5,0.0,0.0
13:41:03,1500.0,RTL,0.007384512748103589,0.0013077614130452275,2.200404644012451,0.2664838619530201,-0.0006672238232567906,0.0004730687942355871,593120.0,-35.363261249999994,149.16523845,9136.5,-9.0,-7.0,0.5,593.1199951171875,0.0,25.0,-991.0,269.5,3.5,2.5,0.0
13:41:05,1500.0,RTL,0.02823597565293312,-0.0004861972920480184,2.2005380392074585,-0.10515742003917694,5.349831189960241e-05,0.0010704018641263247,593080.0,-35.363260249999996,149.16523925,9091.0,-15.0,-11.0,0.0,593.0800170898438,-1.0,-16.0,-1001.5,-105.5,4.0,3.0,0.0
13:41:07,1500.0,RTL,0.021955558098852634,0.0012440079008229077,2.200572371482849,-0.08796842396259308,0.0025892738485708833,0.00397301244083792,593080.0,-35.3632595,149.1652399,9093.5,-26.5,-18.5,0.0,593.0800170898438,-0.5,9.0,-996.0,-83.5,6.5,5.5,0.0
13:41:09,1500.0,RTL,0.027905264869332314,0.003164027235470712,2.200181722640991,0.06328804790973663,-0.0006097822915762663,0.00031719746766611934,593080.0,-35.36325965,149.16523995,9090.0,-28.5,-20.5,0.0,593.0800170898438,0.5,-15.0,-995.0,64.0,3.5,2.0,0.0
13:41:11,1500.0,RTL,0.004465043195523322,0.0025446024956181645,2.2005749940872192,-0.8719644844532013,0.0004132842877879739,-0.0025357177946716547,592945.0,-35.363260249999996,149.16523934999998,8957.0,-23.0,-17.0,37.5,592.9449768066406,0.0,-32.5,-953.0,-868.0,4.5,0.0,0.0
13:41:13,1500.0,RTL,0.00444184266962111,0.002617143327370286,2.2012964487075806,-0.7416474521160126,0.000610825140029192,0.0031104631489142776,592160.0,-35.36326055,149.16523895,8175.5,-19.0,-14.0,36.5,592.1599731445312,0.5,-26.5,-1009.5,-737.0,4.5,5.0,0.0
13:41:15,1500.0,RTL,-0.0055353285279124975,0.005195550853386521,2.2001973390579224,-0.7058229446411133,-0.000997511320747435,0.0023147350875660777,591450.0,-35.3632614,149.16523855,7467.0,-12.5,-10.0,33.0,591.4499816894531,1.0,-22.0,-1009.5,-700.5,3.0,4.0,0.0
13:41:17,1500.0,RTL,-0.016437347047030926,0.004185695084743202,2.2013713121414185,-0.5846527814865112,-0.0020951726473867893,0.002644245745614171,590780.0,-35.3632625,149.16523765,6795.5,-0.5,-3.5,32.5,590.7799987792969,0.0,-12.0,-1000.0,-578.5,2.0,4.5,0.0
13:41:19,1500.0,RTL,-0.02449903078377247,0.005353503627702594,2.200717329978943,-0.5379986017942429,0.0042437484953552485,0.0005746879614889622,590105.0,-35.36326325,149.16523695,6118.5,6.0,1.0,34.0,590.10498046875,1.5,-8.5,-992.0,-531.5,8.5,2.5,0.0
13:41:21,1500.0,RTL,-0.022365731187164783,0.0035453808959573507,2.200873851776123,-0.2336769849061966,-0.0031014990527182817,-2.5037676095962524e-05,589425.0,-35.3632639,149.1652363,5440.5,16.0,7.0,34.0,589.4249877929688,-0.5,13.0,-992.0,-227.0,1.0,2.5,0.0
13:41:23,1500.0,RTL,-0.010148544330149889,0.0012223480443935841,2.200758695602417,-0.547903835773468,0.003980757435783744,0.0038002915680408478,588745.0,-35.363262950000006,149.16523705,4759.0,10.0,4.5,34.0,588.7449951171875,-0.5,-4.5,-997.5,-542.0,8.5,5.5,0.0
13:41:25,1500.0,RTL,-0.010835735592991114,0.0034145795507356524,2.200676679611206,-0.8355270624160767,0.00019027292728424072,0.0007033133879303932,588070.0,-35.3632626,149.16523745,4083.5,4.5,0.5,33.5,588.0699768066406,0.0,-34.5,-996.0,-832.0,4.5,3.0,0.0
13:41:27,1500.0,RTL,-0.005711823119781911,0.002125362050719559,2.2004936933517456,-0.8585906326770782,0.0027436360251158476,0.003013674053363502,587370.0,-35.36326235,149.1652377,3384.5,3.5,0.0,33.0,587.3699951171875,-1.5,-41.0,-998.5,-856.0,7.0,5.0,0.0
13:41:29,1500.0,RTL,-0.0020411978039192036,0.002266056719236076,2.2003577947616577,-0.746705174446106,0.0032800196204334497,0.0001230941852554679,586700.0,-35.3632616,149.1652383,2716.0,-2.5,-4.5,32.5,586.6999816894531,0.0,-24.0,-998.5,-742.5,7.5,2.5,0.0
13:41:31,1500.0,RTL,-0.00045010633766651154,0.002695980481803417,2.200813055038452,-0.867009311914444,-0.00037444825284183025,0.0032671652734279633,586010.0,-35.3632613,149.1652386,2025.5,-7.5,-7.0,33.0,586.0099792480469,0.0,-35.5,-1011.5,-863.5,4.0,5.0,0.0
13:41:35,1500.0,RTL,-0.0009238817729055882,0.00019873194469255395,2.206229090690613,-0.0006135461153462529,-0.0014465907588601112,0.00058419827837497,585185.0,-35.363260249999996,149.16523884999998,1202.5,0.0,-5.0,3.5,585.1849975585938,0.0,0.5,-1000.0,3.0,3.0,3.0,0.0
13:41:39,1500.0,RTL,-0.003226748900488019,-0.004021692322567105,2.2058316469192505,-0.000509181059896946,-0.0013216431252658367,0.0005613737739622593,585160.0,-35.36326,149.16524025,1175.0,0.0,9.0,1.0,585.1599731445312,0.0,0.5,-1000.0,3.0,3.0,3.0,0.0
13:41:41,1500.0,RTL,-0.0025124771054834127,-0.0036661175545305014,2.206640124320984,-0.00040136207826435566,-0.001224658451974392,0.0006764552090317011,585180.0,-35.36326,149.1652403,1196.0,-1.5,8.5,1.0,585.1799926757812,0.0,0.0,-1001.0,3.0,3.0,3.0,0.0
