time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
17:14:22,1500.0,AUTO,-0.15627021342515945,-0.024637065827846527,2.7958768606185913,-0.09887481201440096,-0.005481823580339551,0.008859090274199843,-35.362709949999996,149.1665221,49995.0,477.5,486.0,-0.5,1500.0,-18.0,152.0,-985.5,-97.5,-4.0,10.0
17:14:24,1500.0,AUTO,-0.14711298793554306,-0.016194446478039026,2.7982354164123535,-0.05495934560894966,0.0054277945309877396,0.00339890323812142,-35.362624100000005,149.1666298,49999.5,474.0,481.0,-0.5,1500.0,-16.0,143.5,-977.5,-53.5,7.5,4.0
17:14:26,1500.0,AUTO,-0.11706896126270294,-0.031223286874592304,2.801780104637146,-0.09386695176362991,-0.019606406800448895,0.0020645647309720516,-35.3625383,149.16673609999998,50013.5,468.0,466.0,-5.0,1500.0,-15.5,143.5,-995.5,-92.5,-17.5,3.5
17:14:28,1500.0,AUTO,-0.028625325299799442,-0.0666167326271534,2.803805708885193,-0.49620817601680756,-0.015324632171541452,0.008670030627399683,-35.36246105,149.1668312,50090.5,365.5,364.0,1.0,1500.0,-19.5,95.0,-995.0,-496.0,-13.0,9.5
17:14:30,1500.0,AUTO,0.06459205411374569,0.031196722760796547,1.7431604862213135,-0.5124130845069885,0.07677086070179939,-0.7224227786064148,-35.362409400000004,149.16689624999998,50022.0,202.5,192.0,2.5,1352.0,-64.0,14.5,-1013.0,-508.5,78.0,-720.5
17:14:32,1500.0,AUTO,-0.0988105870783329,0.14170937985181808,0.5956782400608063,-0.14119526743888855,-0.023149898275732994,0.1294483318924904,-35.3623898,149.1669132,49969.0,22.0,-69.0,1.5,1500.0,-2.5,24.5,-1017.5,-137.5,-21.0,130.5
17:14:34,1500.0,AUTO,-0.17421334236860275,-0.10189182311296463,-0.6115358471870422,0.08304362744092941,-0.011649061925709248,-0.7318367958068848,-35.36239915,149.16686875,49911.0,-100.0,-341.5,0.0,1500.0,-62.0,66.5,-1010.5,86.0,-9.0,-730.0
17:14:36,1500.0,AUTO,0.07652638107538223,-0.20554687827825546,-1.9336515665054321,-0.01998629653826356,0.02208387083373964,-0.13340358156710863,-35.362423899999996,149.16677140000002,49899.5,-156.5,-539.5,0.5,1500.0,-109.5,-72.0,-1000.0,-17.5,23.5,-131.5
17:14:38,1500.0,AUTO,0.07762486860156059,-0.15267709642648697,-1.8866824507713318,-0.014297600835561752,0.015127473510801792,0.0014290991239249706,-35.36245675,149.16663785,49985.5,-192.0,-644.5,-6.5,1500.0,-130.5,-66.0,-982.5,-12.0,16.5,3.5
17:14:40,1500.0,AUTO,0.07971687614917755,-0.13723557442426682,-1.8826237916946411,-0.013079546391963959,-0.026364164892584085,0.008810768369585276,-35.362494299999994,149.16648635,50041.5,-199.0,-647.5,3.0,1500.0,-127.5,-81.0,-978.5,-11.5,-24.0,10.5
17:14:42,1500.0,AUTO,0.11816564202308655,-0.10298667848110199,-2.196082592010498,-0.04046269383979961,-0.020571050234138966,-0.8924773633480072,-35.362528600000005,149.16634944999998,49977.5,-204.5,-658.0,-2.0,1045.0,-110.5,-112.5,-991.0,-38.5,-18.5,-890.0
17:14:44,1500.0,AUTO,0.09934642165899277,0.12414919212460518,2.526967406272888,-0.02732367254793644,0.01448440132662654,-0.7273687422275543,-35.362567850000005,149.16619839999998,49992.5,-209.0,-651.5,-1.0,1045.0,117.5,-109.0,-988.5,-25.5,16.0,-725.0
17:14:46,1500.0,AUTO,0.06783760711550713,0.14573881030082703,2.2491177320480347,-0.025182669516652822,-0.001740356849040836,0.004021638887934387,-35.36260365,149.16605475,49980.5,-194.5,-659.5,-1.0,1500.0,145.5,-59.0,-994.0,-23.0,0.0,5.5
17:14:48,1500.0,AUTO,0.07209702208638191,0.14373185485601425,2.253917098045349,0.03571423515677452,0.004319478292018175,0.006022869609296322,-35.36263905,149.16591065,49993.5,-197.0,-657.0,-1.0,1500.0,143.5,-64.5,-989.5,37.0,5.5,8.0
17:14:50,1500.0,AUTO,0.0701519213616848,0.14381203800439835,2.2571983337402344,-0.05208071321249008,0.003511564980726689,0.009521647123619914,-35.36267515,149.16576725,49995.5,-200.5,-655.0,0.0,1500.0,148.0,-62.5,-992.0,-49.5,5.0,11.5
17:14:52,1500.0,AUTO,0.07563284412026405,0.1433439776301384,2.2603225708007812,0.08902863878756762,0.00261773937381804,0.0056295376271009445,-35.36271085,149.16562455000002,49990.5,-204.5,-655.0,0.0,1500.0,136.5,-60.5,-986.5,91.0,4.0,7.5
17:14:54,1500.0,AUTO,0.07336128875613213,0.14409036934375763,2.2648634910583496,0.026693567633628845,0.002824706898536533,-0.004708841675892472,-35.3627472,149.16548104999998,49998.5,-204.0,-656.0,0.0,1500.0,124.0,-72.0,-984.5,29.5,4.5,-2.5
17:14:56,1500.0,AUTO,0.0340266227722168,0.09814590960741043,2.548456311225891,-0.17932215705513954,-0.025495072826743126,0.15385566651821136,-35.3627831,149.16534035,50084.0,-184.5,-608.5,-5.5,1542.0,120.5,-98.0,-981.5,-177.5,-23.0,155.0
17:14:58,1500.0,AUTO,-0.02756601572036743,0.06025159731507301,2.758663773536682,0.5746953785419464,-0.022684914991259575,0.003933038096874952,-35.362811699999995,149.16522429999998,50069.0,-127.5,-432.5,3.0,1500.0,72.5,-72.5,-1012.5,576.0,-20.0,6.0
17:15:00,1500.0,AUTO,-0.06947194784879684,0.030667542479932308,2.7533475160598755,0.01342204213142395,-0.011333976406604052,-0.019774372689425945,-35.3628291,149.1651535,49997.5,-58.5,-209.0,0.5,1500.0,34.0,-61.0,-1000.5,13.0,-8.5,-17.5
17:15:02,1500.0,AUTO,-0.04818924888968468,0.008395323529839516,2.7555025815963745,-0.5292581170797348,-0.0007263675215654075,-0.005819026846438646,-35.36283555,149.165129,49970.5,-4.0,-42.5,0.0,1500.0,5.0,-22.0,-1007.0,-525.5,1.0,-3.5
17:15:04,1500.0,AUTO,0.026841485872864723,0.006000532070174813,2.75496506690979,0.5072703063488007,0.006562478374689817,0.0038342017214745283,-35.3628361,149.16512870000003,49983.5,5.5,-6.0,-1.0,1500.0,-3.5,14.5,-1001.5,509.0,8.5,5.5
