time_stamp,RTL_ALT,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
17:13:02,1500.0,STABILIZE,-0.001013946603052318,0.0009323871927335858,0.02416185289621353,0.0001441221102140844,0.0002576899714767933,0.0018672903534024954,-35.3632621,149.1652375,0.0,-1.0,0.0,-1.0,1500.0,0.0,2.0,-999.0,0.0,0.0,0.0
17:13:10,1500.0,AUTO,-0.0004665777669288218,0.0009815064258873463,0.021595672704279423,0.0003378159599378705,0.0002480476687196642,0.0015339305973611772,-35.3632622,149.1652376,0.5,-1.0,2.0,1.0,1500.0,0.0,1.5,-1000.0,0.5,0.0,0.5
17:13:12,1500.0,AUTO,-0.0002631017196108587,0.0013922591460868716,0.021039411425590515,0.00027611624682322145,0.0002546310715842992,0.0014401038060896099,-35.3632621,149.16523745,0.0,0.0,0.0,0.0,1500.0,0.0,1.0,-1000.0,0.5,0.5,0.0
17:13:14,1500.0,AUTO,0.002384420018643141,0.0007597579678986222,0.02061572391539812,-0.002947464876342565,0.003121008281596005,0.00168630137341097,-35.3632621,149.1652374,303.0,0.0,0.0,-85.0,1500.0,0.0,0.0,-1116.0,-2.0,3.0,0.5
17:13:16,1500.0,AUTO,0.05456003174185753,0.0005284636281430721,-0.018748148810118437,-0.06196997477672994,0.05595713807269931,-0.06625780649483204,-35.3632615,149.1652402,3115.0,9.0,47.0,-145.5,1500.0,1.0,-10.0,-992.0,-61.5,56.0,-66.0
17:13:18,1500.0,AUTO,-0.0657650325447321,-0.0090178526006639,-0.09294488281011581,0.04654107429087162,-0.002155569236492738,-0.005451693432405591,-35.363261050000006,149.1652458,6171.5,-2.5,-29.0,-148.0,1500.0,-1.5,4.0,-1002.5,47.0,-1.5,-5.5
17:13:20,1500.0,AUTO,0.058942943811416626,0.009015775751322508,-0.09222153201699257,0.06025993824005127,0.004101527156308293,0.004963974701240659,-35.363261800000004,149.1652349,9283.0,-8.0,-25.0,-153.0,1481.0,-2.5,7.5,-1002.5,60.5,4.0,4.0
17:13:22,1500.0,AUTO,-0.03986666165292263,-0.029533457942306995,-0.05069970525801182,0.0280337268486619,0.02618621103465557,-0.003302546014310792,-35.36326175,149.16523569999998,12378.5,23.0,-14.5,-150.5,1481.0,-5.5,-0.5,-1002.5,28.0,26.5,-3.5
17:13:24,1500.0,AUTO,0.062121061608195305,0.0519567746669054,-0.030171328224241734,0.023031247779726982,0.03589863330125809,-0.02121475711464882,-35.3632581,149.16523080000002,15500.0,-8.0,10.5,-152.5,1500.0,-0.5,-0.5,-998.5,23.0,36.0,-21.0
17:13:26,1500.0,AUTO,-0.04876498505473137,-0.03066829312592745,-0.04209669679403305,-0.050825126469135284,-0.05130336992442608,0.00957891484722495,-35.36326525,149.1652416,18552.5,-37.5,46.5,-153.0,1500.0,14.0,-4.0,-1009.0,-49.5,-50.5,8.5
17:13:28,1500.0,AUTO,-0.0019085374660789967,-0.017529671546071768,-0.06207618862390518,0.07245523110032082,0.06093587167561054,0.009544608707074076,-35.363263849999996,149.16523875000001,21682.0,38.5,-48.5,-152.0,1500.0,-14.5,5.0,-1002.0,73.0,61.5,9.0
17:13:30,1500.0,AUTO,0.04742767475545406,0.048631442710757256,-0.06899136677384377,-0.08419786393642426,-0.06603198871016502,0.023608352057635784,-35.36326075,149.1652349,24818.0,-26.0,38.0,-150.0,1500.0,7.0,-3.0,-994.0,-83.0,-64.5,23.0
17:13:32,1500.0,AUTO,-0.0771764274686575,0.021535954670980573,-0.13332277536392212,-0.12189795821905136,0.17553064972162247,-0.4127543121576309,-35.363264349999994,149.16523985,27901.0,-7.5,-15.0,-147.5,1040.0,-0.5,1.0,-980.5,-121.0,175.5,-412.5
17:13:34,1500.0,AUTO,0.010514186229556799,0.06075278855860233,-1.6077877283096313,0.06295331567525864,0.015319652389734983,-0.8618118762969971,-35.363268700000006,149.16523195000002,30834.5,-28.0,-3.0,-145.5,1040.0,-5.0,4.0,-1003.0,63.5,15.5,-861.5
17:13:36,1500.0,AUTO,0.07663771510124207,0.03204498719424009,-2.4828985929489136,0.04656362906098366,-0.06750328838825226,-0.0931660421192646,-35.36326435,149.165238,33863.0,86.5,22.0,-149.5,1500.0,18.0,3.0,-1000.5,47.0,-66.0,-92.5
17:13:38,1500.0,AUTO,-0.05056353099644184,-0.040121073834598064,-2.340078592300415,-0.023167301900684834,0.17292118072509766,0.03153316117823124,-35.363253400000005,149.1652257,36849.5,-30.0,-108.0,-145.5,1500.0,-10.0,-22.5,-1014.5,-21.5,173.5,31.0
17:13:40,1500.0,AUTO,-0.03630388807505369,0.12087396532297134,-2.3027666807174683,0.07299214601516724,0.0011242260225117207,0.014574019238352776,-35.3632614,149.1652208,39928.5,-14.0,87.5,-147.0,1500.0,-1.5,18.0,-999.0,73.5,2.0,14.0
17:13:42,1500.0,AUTO,0.037643494084477425,-0.10009250789880753,-2.1367231607437134,0.00340575457084924,-0.16036804020404816,0.15165217965841293,-35.3632528,149.16524735000002,42912.5,81.0,71.5,-157.5,1500.0,28.0,10.0,-1020.5,4.0,-158.5,151.0
17:13:44,1500.0,AUTO,-0.16640175133943558,-0.005863306112587452,-2.3192687034606934,-0.15952589362859726,0.29448071122169495,-0.47547009587287903,-35.36325325,149.16523999999998,45939.5,-116.0,-53.0,-136.5,1055.0,-26.5,-11.0,-995.0,-157.5,295.0,-474.5
17:13:46,1500.0,AUTO,-0.11166125535964966,0.08647309988737106,2.392285943031311,0.17401957511901855,0.23296700417995453,-0.740178644657135,-35.363275400000006,149.16526620000002,48474.5,-21.5,232.5,-129.5,1055.0,-64.0,8.5,-1037.0,174.5,233.5,-740.0
17:13:48,1500.0,AUTO,-0.03616605652496219,-0.0014249477535486221,1.8548521995544434,-0.2980106770992279,-0.42282867431640625,0.04337760992348194,-35.36326805,149.1652602,50248.5,34.0,-268.5,-30.5,1500.0,60.0,19.5,-993.5,-296.5,-421.0,43.0
17:13:50,1500.0,AUTO,-0.0014146734029054642,-0.09645958244800568,1.8913437724113464,-0.5597652792930603,0.12700174748897552,0.010292952880263329,-35.36326335,149.1652369,50068.5,32.0,68.5,16.5,1500.0,-20.0,-21.0,-1035.0,-558.0,128.0,10.0
17:13:52,1500.0,AUTO,0.05994159355759621,-0.08281886205077171,2.2675076723098755,0.46456898748874664,-0.04929395392537117,-0.034732770174741745,-35.3632669,149.16525765,49948.0,-85.0,94.0,-1.5,1500.0,-26.5,11.0,-999.5,467.5,-47.5,-33.5
17:13:54,1500.0,AUTO,0.03739893063902855,-0.14533435553312302,2.2463852167129517,-0.2806888595223427,0.030108368024230003,0.008012031437829137,-35.3632938,149.16529309999999,49929.5,-211.5,224.5,-1.5,1500.0,-56.0,-63.0,-1006.0,-279.0,31.0,8.5
17:13:56,1500.0,AUTO,0.08510075509548187,-0.09305102005600929,1.9122247695922852,-0.22120697051286697,0.003185402601957321,-0.8557960987091064,-35.3633392,149.1653561,49971.5,-275.0,320.0,-2.5,1084.0,-59.5,-86.5,-990.0,-219.0,5.0,-854.5
17:13:58,1500.0,AUTO,0.06279848329722881,0.08530538529157639,0.4377720504999161,-0.19578390568494797,0.018592049833387136,-0.7059287428855896,-35.36339125,149.16543289999998,50009.5,-286.0,348.0,0.0,1084.0,73.5,-73.0,-992.0,-193.5,20.5,-704.5
17:14:00,1500.0,AUTO,-0.027193143963813782,0.0373392291367054,0.12203704193234444,-0.38607159070670605,-0.09779063984751701,-0.024989627301692963,-35.36344175,149.1655065,50035.5,-248.0,287.5,-1.5,1500.0,86.0,-56.0,-989.5,-386.5,-95.0,-24.0
17:14:02,1500.0,AUTO,-0.018008719198405743,-0.11655361205339432,0.12926556169986725,-0.5528310239315033,-0.04596853908151388,-0.003939121728762984,-35.36347105,149.16556155,50002.5,-31.0,203.5,2.5,1500.0,30.0,-67.0,-1010.0,-552.0,-43.5,-3.0
17:14:04,1500.0,AUTO,-0.01971403881907463,-0.1719287931919098,0.936545193195343,-0.009996429085731506,-0.0013583393883891404,0.2562997117638588,-35.3634542,149.16560925,49926.5,222.0,250.0,0.5,1500.0,-68.5,-51.5,-1007.5,-9.5,0.0,257.0
17:14:06,1500.0,AUTO,0.068880595266819,-0.20619989186525345,0.7775489687919617,0.01138269156217575,0.04037065524607897,0.00434802018571645,-35.36339845,149.16567975,49885.5,398.0,385.5,-1.0,1500.0,-118.0,-61.5,-1006.5,12.5,42.0,4.5
17:14:08,1500.0,AUTO,0.16701284050941467,-0.0456769410520792,-0.15470140054821968,-0.020084115210920572,0.016844570403918624,-0.7229838967323303,-35.3633185,149.16577660000002,49972.0,480.0,461.0,-5.5,1056.0,-11.5,-145.0,-984.5,-19.0,18.5,-721.5
17:14:10,1500.0,AUTO,0.05389694683253765,0.15902482718229294,-1.4130582809448242,-0.013176541775465012,0.027859286405146122,-0.011385947465896606,-35.36323045,149.16588030000003,50042.5,478.5,472.0,1.5,1500.0,142.5,-56.5,-971.5,-12.0,29.0,-10.5
17:14:12,1500.0,AUTO,0.0844278372824192,0.14162443578243256,-1.340059220790863,-0.09616233222186565,-0.015268750488758087,-0.003230852074921131,-35.363144750000004,149.1659879,49960.5,486.0,495.0,-1.5,1500.0,137.0,-70.0,-987.5,-95.5,-13.5,-2.0
17:14:14,1500.0,AUTO,0.07420475035905838,0.13866598904132843,-1.34041827917099,0.01207759976387024,0.016980321146547794,-0.007795147132128477,-35.36305765,149.1660964,49969.5,495.0,489.5,-3.5,1500.0,146.5,-67.0,-991.5,13.0,18.5,-7.0
17:14:16,1500.0,AUTO,0.0770275667309761,0.14202961325645447,-1.3399171829223633,0.02347082644701004,-0.003906172700226307,0.004389188950881362,-35.36297055,149.1662029,49958.0,490.0,487.5,-2.0,1500.0,143.0,-63.5,-998.0,25.0,-2.0,5.0
17:14:18,1500.0,AUTO,0.026289811823517084,0.15281040221452713,-1.6879301071166992,-0.029111169278621674,-0.024002680554986,-0.8649837076663971,-35.36288395,149.16630945,49966.5,485.5,483.0,-1.0,1298.0,154.5,-16.5,-990.5,-28.5,-21.5,-863.0
17:14:20,1500.0,AUTO,-0.1525234803557396,0.03479819372296333,-0.028856873512268066,0.07285421714186668,-0.004469628271181136,-0.7111299932003021,-35.36279695,149.1664154,49977.5,487.0,478.0,-1.0,1298.0,35.0,161.5,-990.0,74.0,-2.5,-709.5
