time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,lat,lon,relative_alt,vx,vy,vz,RTL_ALT
16:13:40,0.0,1.5,-1000.0,0.0,0.0,0.0,-0.0012128449355562527,0.0009142359485849738,0.02533764640490214,0.0002441709511913359,0.0002296239254064858,0.0018489098486800988,STABILIZE,-35.3632622,149.1652375,0.0,-1.0,0.0,0.0,1500.0
16:13:44,0.0,1.0,-1000.0,0.3333333333333333,0.3333333333333333,0.0,-0.0008387535344809294,0.0009962768526747823,0.024129503096143406,0.0003086726258819302,0.0002546060325888296,0.0016722269744301836,STABILIZE,-35.3632622,149.1652375,2.3333333333333335,-1.0,1.0,0.0,1500.0
16:13:46,0.0,1.5,-1000.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,-0.0005743325891671702,0.0009827432659221813,0.023459312971681356,0.00032937452488113195,0.00021641138300765306,0.0016880789771676064,STABILIZE,-35.3632622,149.16523754,0.6,-1.0,2.6,1.6,1500.0
16:13:48,0.0,2.0,-1000.0,0.0,0.5,0.0,-0.0009854619856923819,0.0009756479121278971,0.022939998656511307,0.00029845323297195137,0.00031716367811895907,0.0015915591502562165,AUTO,-35.3632622,149.1652375,1.5,-1.0,1.5,1.0,1500.0
16:13:51,0.0,1.4,-1000.0,0.4,0.0,0.6,-0.000520530977519229,0.0015283103799447416,0.02216680459678173,0.0003103324444964528,0.00030729419086128473,0.0014867871999740601,AUTO,-35.3632622,149.1652374,0.0,0.0,0.0,0.8,1500.0
16:13:53,0.0,-0.16666666666666666,-1067.6666666666667,20.833333333333332,-1.0,0.8333333333333334,0.011015975828437755,0.00017111101988120936,0.021612629604836304,0.020081488299183547,-0.0016508532765631874,0.0017085434131634731,AUTO,-35.36326208333333,149.16523753333334,891.5,0.16666666666666666,2.5,-120.0,1500.0
16:13:55,2.8333333333333335,-8.5,-1001.6666666666666,-68.83333333333333,12.5,-56.166666666666664,-0.004091520250464479,0.010491343991210064,-0.0483488958949844,-0.06994489141895126,0.01167053480943044,-0.05642530942956606,AUTO,-35.363261183333336,149.16524271666668,3857.1666666666665,4.333333333333333,40.5,-147.33333333333334,1500.0
16:13:57,-3.8333333333333335,7.833333333333333,-1001.6666666666666,55.0,4.666666666666667,-2.1666666666666665,-0.02215383454070737,-0.002543228217594636,-0.09557062511642773,0.05493282030026118,0.00464505633378091,-0.002186385274399072,AUTO,-35.36326125,149.16524231666668,6942.166666666667,-4.166666666666667,-42.166666666666664,-150.83333333333334,1500.0
16:13:59,-0.5,2.3333333333333335,-999.0,-21.166666666666668,0.3333333333333333,-0.8333333333333334,0.021073488673816126,-0.003425766190048307,-0.08483347669243813,-0.02237461010615031,-2.8456406046946842e-05,-0.0005632883257931098,AUTO,-35.36326223333334,149.16523529999998,10060.5,-2.5,-5.833333333333333,-151.33333333333334,1500.0
16:14:01,-0.16666666666666666,0.0,-1000.1666666666666,2.6666666666666665,2.6666666666666665,-17.666666666666668,0.0031350382099238536,0.002161903219530359,-0.11767124012112617,0.002601274366800984,0.002719763433560729,-0.017950214135150116,AUTO,-35.363262066666664,149.1652350333333,13174.5,1.8333333333333333,1.0,-152.66666666666666,1500.0
16:14:03,0.0,0.0,-999.6666666666666,0.5,0.3333333333333333,-16.166666666666668,0.005629925212512414,0.005242609729369481,-0.15621401121219,-0.0004355667527609815,2.2003378641481202e-05,-0.016567916919787724,AUTO,-35.3632617,149.16523528333332,16304.833333333334,-0.6666666666666666,4.333333333333333,-153.0,1500.0
16:14:05,0.0,-0.3333333333333333,-999.8333333333334,0.0,0.5,-18.833333333333332,0.0028832609920452037,0.003939259486893813,-0.1903897449374199,-0.0010573463611459981,-0.00017440302569108704,-0.018864260520786047,AUTO,-35.3632617,149.16523594999998,19273.5,-2.0,5.5,-153.33333333333334,1500.0
16:14:07,0.0,0.0,-999.8333333333334,1.3333333333333333,0.8333333333333334,-20.333333333333332,0.0019004340089547138,0.0034038548668225608,-0.22948070367177328,0.0010427144394877057,0.00034938515940060216,-0.0205173942570885,AUTO,-35.3632618,149.16523655,22408.5,-2.1666666666666665,3.5,-154.0,1500.0
16:14:09,0.0,0.16666666666666666,-1001.0,11.333333333333334,-0.3333333333333333,11.166666666666666,-0.00042482428640748066,0.004133466010292371,-0.25110187381505966,0.010563013182642559,-0.0014952801187367488,0.01172251719981432,AUTO,-35.363262,149.16523675000002,25527.333333333332,-3.6666666666666665,0.6666666666666666,-153.5,1500.0
16:14:16,0.0,-0.4,-1000.2,0.0,1.4,16.6,-0.0003578389179892838,0.0017169947968795896,-0.17547744810581206,-0.0008205434423871338,0.0008541773539036512,0.017244896106421947,AUTO,-35.36326244,149.16523777999998,30942.6,0.0,4.6,-153.0,1500.0
16:14:18,0.0,0.0,-999.75,1.25,0.25,13.0,0.0007404717471217737,0.00153363638673909,-0.150577861815691,0.0003389164339751005,-0.0007895219314377755,0.013402508338913321,AUTO,-35.36326222500001,149.165238,33556.0,0.0,0.25,-153.0,1500.0
16:14:20,0.0,0.0,-1000.0,2.0,1.0,9.0,0.0021645419765263796,0.0016759526915848255,-0.12422063574194908,0.001981231733225286,0.000342005689162761,0.009505647234618664,AUTO,-35.3632621,149.1652377,37226.0,0.0,0.0,-153.0,1500.0
16:14:22,0.0,0.0,-1000.0,1.0,0.6666666666666666,8.666666666666666,0.0021487895864993334,0.0013219089014455676,-0.10809455811977386,0.0007330271473620087,0.00027748176944442093,0.008606214309111238,AUTO,-35.3632621,149.16523746666667,40144.333333333336,0.0,0.0,-153.0,1500.0
16:14:24,0.0,0.0,-999.75,1.0,1.0,6.75,0.0022127116875102124,0.001372586431292196,-0.09582137068112691,-0.001197104148256282,0.00029224234943588573,0.006067746318876743,AUTO,-35.363262,149.16523733333332,43260.0,-1.0,1.0,-153.0,1500.0
16:14:26,0.0,0.0,-1000.0,1.25,0.75,6.5,0.001882854422243933,0.0012069472189371784,-0.08432728300491969,0.00021003947282830873,-7.017240083465974e-05,0.005681217182427645,AUTO,-35.363262,149.1652373,46184.0,-1.0,1.0,-153.0,1500.0
