,LAND_SPEED_HIGH,PLND_XY_DIST_MAX,PLND_TIMEOUT,AVOID_MARGIN,FOLL_OFS_Z,CAM_TRIGG_DIST,RNGFND1_PWRRNG,RNGFND2_PWRRNG,RNGFND3_PWRRNG,RNGFND4_PWRRNG,RNGFND5_PWRRNG,RNGFND6_PWRRNG,RNGFND7_PWRRNG,RNGFND8_PWRRNG,RNGFND9_PWRRNG,RNGFNDA_PWRRNG,WPNAV_TER_MARGIN,OA_MARGIN_MAX,VISO_POS_M_NSE,WP_NAVALT_MIN,OA_BR_LOOKAHEAD,FOLL_OFS_X,BCN_ALT,TERRAIN_MARGIN,INS_TCAL1_TMAX
20:47:30.943,260.0,0.0,0.0,1.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,96.1,0.1,0.0,17.0,-30.0,8157.0,0.05,-70.0
20:47:35.711,380.0,0.0,0.0,1.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,90.1,0.1,0.0,38.0,-39.0,6135.0,0.05,-70.0
20:47:40.029,100.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,90.1,0.1,0.0,47.0,-56.0,4226.0,0.05,-70.0
20:47:44.885,500.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,90.1,0.1,0.0,26.0,54.0,8990.0,0.05,-70.0
20:47:49.491,320.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,70.1,0.1,0.0,49.0,60.0,2530.0,0.05,-70.0
20:47:53.753,240.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,93.1,0.1,0.0,88.0,-42.0,4890.0,0.05,-70.0
20:47:58.077,320.0,0.0,0.0,1.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,70.1,0.1,0.0,74.0,52.0,3295.0,0.05,-70.0
20:48:02.820,410.0,0.0,0.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,73.1,0.1,0.0,56.0,36.0,9467.0,0.05,-70.0
20:48:07.345,440.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.1,0.1,0.0,51.0,-22.0,958.0,0.05,-70.0
20:48:11.176,390.0,0.0,0.0,1.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,45.1,0.1,0.0,59.0,100.0,987.0,0.05,-70.0
20:48:15.006,440.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,74.1,0.1,0.0,20.0,39.0,2288.0,0.05,-70.0
20:48:18.836,190.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,91.1,0.1,0.0,81.0,-68.0,4773.0,0.05,-70.0
20:48:23.227,160.0,0.0,0.0,1.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,77.1,0.1,0.0,11.0,-81.0,8009.0,0.05,-70.0
20:48:27.447,240.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,62.1,0.1,0.0,74.0,5.0,6343.0,0.05,-70.0
20:48:31.559,340.0,0.0,0.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.1,0.1,0.0,97.0,53.0,4348.0,0.05,-70.0
20:48:35.818,350.0,0.0,0.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,91.1,0.1,0.0,5.0,16.0,7071.0,0.05,-70.0
20:48:40.246,410.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,42.1,0.1,0.0,3.0,21.0,6022.0,0.05,-70.0
