,RTL_ALT,ARMING_ACCTHRESH,ZIGZ_SIDE_DIST,CAM_SERVO_ON,FENCE_RADIUS,MOT_BOOST_SCALE,ATC_SLEW_YAW,CAM_SERVO_OFF,CHUTE_ALT_MIN,RTL_CLIMB_MIN,OA_DB_ALT_MIN,RTL_SPEED,RTL_CONE_SLOPE,RNGFND1_WSP_MAVG,RNGFND2_WSP_MAVG
10:24:42.052,32879.0,0.25,0.1,1000.0,30.0,1.1,1200.0,1000.0,5683.0,970.0,0.0,450.0,1.6,0.0,0.0
10:24:48.027,18167.0,0.25,0.1,1000.0,30.0,0.6,1200.0,1000.0,3514.0,30.0,0.0,1000.0,4.9,0.0,0.0
10:24:53.948,122001.0,0.25,0.1,1000.0,30.0,1.6,10100.0,1000.0,6259.0,1040.0,0.0,1150.0,1.7,0.0,0.0
10:24:58.855,278114.0,0.25,0.1,1000.0,30.0,0.6,1900.0,1000.0,29240.0,830.0,0.0,250.0,1.5,0.0,0.0
10:25:04.228,92614.0,0.25,0.1,1000.0,30.0,0.8,11300.0,1000.0,6462.0,660.0,0.0,450.0,2.4,0.0,0.0
10:25:10.042,55878.0,0.25,0.1,1000.0,30.0,0.3,4600.0,1000.0,8875.0,1170.0,0.0,1150.0,4.9,0.0,0.0
10:25:15.956,121316.0,0.25,0.1,1000.0,30.0,1.6,2300.0,1000.0,5573.0,2330.0,0.0,1250.0,1.1,0.0,0.0
10:25:20.759,58810.0,0.25,0.1,1000.0,30.0,0.8,8100.0,1000.0,1706.0,1070.0,0.0,900.0,3.8,0.0,0.0
10:25:26.116,72497.0,0.25,0.1,1000.0,30.0,1.1,2900.0,1000.0,9185.0,860.0,0.0,1000.0,1.9,0.0,0.0
10:25:32.111,109521.0,0.25,0.1,1000.0,30.0,0.4,13200.0,1000.0,14266.0,390.0,0.0,1800.0,1.6,0.0,0.0
10:25:37.911,72592.0,0.25,0.1,1000.0,30.0,0.6,1300.0,1000.0,23795.0,1070.0,0.0,350.0,4.9,0.0,0.0
10:25:42.695,30350.0,0.25,0.1,1000.0,30.0,0.1,8200.0,1000.0,6763.0,330.0,0.0,150.0,5.3,0.0,0.0
10:25:48.035,58680.0,0.25,0.1,1000.0,30.0,0.8,9500.0,1000.0,27271.0,2330.0,0.0,500.0,4.4,0.0,0.0
10:25:53.854,119657.0,0.25,0.1,1000.0,30.0,0.6,2400.0,1000.0,18651.0,1510.0,0.0,650.0,2.0,0.0,0.0
10:25:58.766,3183.0,0.25,0.1,1000.0,30.0,3.8,8700.0,1000.0,968.0,530.0,0.0,1550.0,1.4,0.0,0.0
10:26:04.231,193539.0,0.25,0.1,1000.0,30.0,0.1,11300.0,1000.0,8742.0,2020.0,0.0,650.0,4.8,0.0,0.0
10:26:10.173,90835.0,0.25,0.1,1000.0,30.0,3.2,7600.0,1000.0,11777.0,790.0,0.0,250.0,2.8,0.0,0.0
10:26:16.208,224905.0,0.25,0.1,1000.0,30.0,1.6,2900.0,1000.0,6843.0,120.0,0.0,350.0,1.1,0.0,0.0
10:26:22.171,237448.0,0.25,0.1,1000.0,30.0,0.2,2800.0,1000.0,31453.0,1050.0,0.0,100.0,3.8,0.0,0.0
10:26:27.976,34574.0,0.25,0.1,1000.0,30.0,2.4,7600.0,1000.0,380.0,2070.0,0.0,1300.0,2.6,0.0,0.0
10:26:32.893,17813.0,0.25,0.1,1000.0,30.0,3.8,1700.0,1000.0,1530.0,260.0,0.0,1650.0,3.3,0.0,0.0
10:26:38.217,109485.0,0.25,0.1,1000.0,30.0,0.4,6800.0,1000.0,10941.0,440.0,0.0,1650.0,1.0,0.0,0.0
10:26:44.087,194600.0,0.25,0.1,1000.0,30.0,3.5,4700.0,1000.0,4518.0,570.0,0.0,650.0,5.7,0.0,0.0
10:26:49.937,20212.0,0.25,0.1,1000.0,30.0,1.0,11100.0,1000.0,2320.0,570.0,0.0,1550.0,6.1,0.0,0.0
10:26:54.818,18195.0,0.25,0.1,1000.0,30.0,2.2,900.0,1000.0,12007.0,1200.0,0.0,1250.0,1.2,0.0,0.0
10:27:00.132,175923.0,0.25,0.1,1000.0,30.0,1.5,7700.0,1000.0,649.0,430.0,0.0,900.0,1.5,0.0,0.0
10:27:06.051,92789.0,0.25,0.1,1000.0,30.0,0.6,7900.0,1000.0,17722.0,1800.0,0.0,350.0,1.6,0.0,0.0
