,LOIT_BRK_DELAY,WPNAV_TER_MARGIN,LOIT_BRK_ACCEL,CHUTE_DELAY_MS,GUID_TIMEOUT,SERVO_ROB_POSMAX,SERVO_ROB_POSMIN,EK2_BCN_DELAY,EK2_FLOW_DELAY,EK3_FLOW_DELAY,BARO_FLTR_RNG,COMPASS_FLTR_RNG,H_RSC_AROT_PCT,BATT2_LOW_TIMER,BATT3_LOW_TIMER,BATT4_LOW_TIMER,BATT5_LOW_TIMER,BATT6_LOW_TIMER,BATT7_LOW_TIMER,BATT8_LOW_TIMER,BATT9_LOW_TIMER,BATT_LOW_TIMER,DISARM_DELAY,OSD_MSG_TIME,EK2_TAU_OUTPUT
17:33:35.437,1.3,0.1,40.0,2299.0,0.1,0.0,0.0,50.0,20.0,60.0,28.0,2.0,18.0,23.0,89.0,96.0,100.0,69.0,34.0,29.0,38.0,38.0,0.0,1.0,30.0
17:33:40.374,1.1,0.1,31.0,613.0,0.1,0.0,0.0,20.0,130.0,160.0,82.0,98.0,9.0,21.0,29.0,27.0,9.0,2.0,11.0,14.0,96.0,25.0,0.0,1.0,15.0
17:33:44.488,0.7,0.1,46.0,1575.0,0.1,0.0,0.0,40.0,70.0,110.0,13.0,15.0,17.0,17.0,57.0,45.0,38.0,120.0,48.0,112.0,4.0,21.0,0.0,1.0,15.0
17:33:48.443,1.5,0.1,224.0,1185.0,0.1,0.0,0.0,80.0,20.0,130.0,41.0,3.0,5.0,63.0,42.0,8.0,67.0,23.0,31.0,62.0,70.0,41.0,0.0,1.0,40.0
17:33:52.396,0.2,0.1,149.0,2258.0,0.1,0.0,0.0,20.0,130.0,30.0,62.0,73.0,2.0,105.0,4.0,13.0,23.0,11.0,119.0,60.0,115.0,15.0,0.0,1.0,20.0
17:33:56.422,0.9,0.1,32.0,2283.0,0.1,0.0,0.0,20.0,10.0,190.0,2.0,48.0,23.0,91.0,45.0,39.0,35.0,75.0,25.0,17.0,68.0,3.0,0.0,1.0,30.0
17:34:00.422,0.5,0.1,68.0,4389.0,0.1,0.0,0.0,20.0,40.0,250.0,22.0,58.0,15.0,114.0,25.0,35.0,17.0,62.0,2.0,96.0,82.0,6.0,0.0,1.0,25.0
17:34:04.346,1.8,0.1,231.0,2039.0,0.1,0.0,0.0,40.0,50.0,10.0,29.0,83.0,9.0,61.0,119.0,7.0,9.0,98.0,2.0,76.0,27.0,15.0,0.0,1.0,35.0
17:34:08.383,1.9,0.1,208.0,393.0,0.1,0.0,0.0,50.0,120.0,10.0,42.0,37.0,25.0,37.0,118.0,3.0,57.0,21.0,31.0,5.0,48.0,12.0,0.0,1.0,30.0
17:34:12.322,0.5,0.1,169.0,3732.0,0.1,0.0,0.0,80.0,130.0,160.0,99.0,37.0,14.0,100.0,90.0,42.0,27.0,35.0,91.0,25.0,114.0,75.0,0.0,1.0,25.0
17:34:16.269,0.5,0.1,97.0,3274.0,0.1,0.0,0.0,130.0,20.0,30.0,32.0,21.0,7.0,15.0,12.0,5.0,6.0,42.0,8.0,96.0,5.0,56.0,0.0,1.0,30.0
17:34:20.239,0.9,0.1,133.0,193.0,0.1,0.0,0.0,10.0,80.0,80.0,69.0,21.0,19.0,19.0,23.0,46.0,53.0,53.0,115.0,73.0,42.0,75.0,0.0,1.0,20.0
17:34:24.296,1.1,0.1,167.0,3119.0,0.1,0.0,0.0,100.0,10.0,60.0,13.0,73.0,35.0,25.0,4.0,10.0,14.0,13.0,6.0,14.0,46.0,39.0,0.0,1.0,40.0
17:34:28.388,0.4,0.1,149.0,300.0,0.1,0.0,0.0,70.0,50.0,210.0,52.0,24.0,9.0,91.0,3.0,86.0,37.0,13.0,83.0,21.0,5.0,50.0,0.0,1.0,35.0
17:34:32.402,1.5,0.1,133.0,1562.0,0.1,0.0,0.0,100.0,40.0,110.0,11.0,63.0,4.0,25.0,38.0,89.0,4.0,65.0,21.0,25.0,118.0,6.0,0.0,1.0,15.0
17:34:36.423,1.8,0.1,91.0,4439.0,0.1,0.0,0.0,40.0,10.0,160.0,41.0,10.0,7.0,6.0,19.0,21.0,88.0,27.0,29.0,34.0,23.0,17.0,0.0,1.0,25.0
