time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE
17:32:56,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0011775108869187534,0.0009328690066467971,0.024220685474574566,0.00018319152877666056,0.00028919149190187454,0.0017950654728338122,-35.3632621,149.1652375,0.0,-1.0,0.0,-1.0,STABILIZE
17:33:00,1500.0,0.0,1.0,-1000.0,0.0,0.0,0.0,-0.0009212129516527057,0.0009597382741048932,0.023081768304109573,0.0003188786213286221,0.00020892999600619078,0.0017508796881884336,-35.3632622,149.1652375,0.0,-1.0,1.0,-1.0,STABILIZE
17:33:04,1500.0,0.0,1.0,-1000.0,0.5,0.0,0.5,-0.000716696958988905,0.0009852669027168304,0.022030961699783802,0.0003396634419914335,0.00024298205971717834,0.0015567504451610148,-35.3632622,149.1652375,0.0,-1.0,1.5,0.0,AUTO
17:33:06,1500.0,0.0,1.0,-1000.0,0.5,0.0,0.5,-0.0004771012463606894,0.0013886202359572053,0.021528424695134163,0.00024622445926070213,0.00028835670673288405,0.0014309315592981875,-35.3632621,149.16523745,0.0,0.0,0.0,0.0,AUTO
17:33:08,1500.0,0.0,0.5,-1120.0,8.0,4.5,1.5,0.0028568668058142066,0.0006060552695998922,0.021107977256178856,0.007455494720488787,0.0043634939938783646,0.002742638811469078,-35.3632621,149.1652375,284.5,0.0,0.0,-85.5,AUTO
17:33:10,1500.0,1.0,-10.0,-991.0,-71.0,61.5,-72.0,0.05202130787074566,0.0015657972544431686,-0.018955814419314265,-0.07228733645752072,0.06130529008805752,-0.07237398624420166,-35.363261449999996,149.16524035,3074.5,9.0,47.0,-146.5,AUTO
17:33:12,1500.0,-2.0,5.0,-1001.0,54.5,1.0,-5.5,-0.060122786089777946,-0.008285388816148043,-0.08921635523438454,0.053771426901221275,0.00032685662154108286,-0.005314920796081424,-35.3632611,149.1652453,6127.0,-2.0,-36.0,-149.0,AUTO
17:33:14,1500.0,-1.0,5.0,-999.0,36.0,-15.5,21.5,0.0636921375989914,0.007959966314956546,-0.08719751611351967,0.03559784218668938,-0.016206045169383287,0.022996035171672702,-35.363262,149.16523455,9242.5,-9.0,-16.5,-153.0,AUTO
17:33:16,1500.0,0.0,-1.5,-1001.5,9.0,7.0,-30.0,-0.01403858046978712,-0.0017547963070683181,-0.10650891065597534,0.00891813263297081,0.0069006397388875484,-0.02997928112745285,-35.36326235,149.16523635,12336.0,5.0,3.0,-151.5,AUTO
17:33:18,1500.0,-0.5,0.0,-999.5,3.0,0.0,-11.0,0.00970518495887518,0.006980981677770615,-0.14950775355100632,0.0029336276347748935,4.187648301012814e-06,-0.01123927952721715,-35.3632616,149.16523545,15457.0,-0.5,-1.0,-152.0,AUTO
17:33:20,1500.0,0.5,0.0,-1000.0,-0.5,0.0,-18.0,0.0035497413482517004,0.0040574094746261835,-0.17811096459627151,-0.0012127797526773065,0.00012815726222470403,-0.01779092662036419,-35.3632616,149.16523575000002,18580.0,-3.0,6.0,-152.0,AUTO
17:33:22,1500.0,0.0,0.0,-1000.0,0.0,2.0,-21.0,0.00227433443069458,0.002978465403430164,-0.21726729720830917,4.3292471673339605e-05,0.0016344234463758767,-0.021287730894982815,-35.3632618,149.16523635,21698.0,-2.0,4.0,-153.0,AUTO
17:33:24,1500.0,0.0,0.0,-1000.0,2.5,0.5,-18.5,0.0029914587503299117,0.0023868695134297013,-0.2566349357366562,0.002096017182338983,-0.00038143660640344024,-0.018804208375513554,-35.3632619,149.1652367,24820.0,-2.0,3.0,-153.0,AUTO
17:33:26,1500.0,0.0,0.0,-999.0,-4.5,1.0,23.5,0.009760814253240824,0.0014773845905438066,-0.22018618136644363,-0.005789258051663637,0.00021755509078502655,0.024172133766114712,-35.36326235,149.16523665,27938.0,-2.5,6.0,-152.5,AUTO
17:33:28,1500.0,0.0,-0.5,-1000.5,2.5,0.5,18.5,-0.000608410278800875,0.0016281067510135472,-0.1807319074869156,0.0023245876654982567,0.00016993368626572192,0.019151506945490837,-35.3632624,149.16523784999998,31041.5,0.0,4.5,-153.0,AUTO
17:33:30,1500.0,0.0,0.0,-1000.0,3.0,1.5,11.5,0.0013270679046399891,0.0013836791622452438,-0.15120039880275726,0.0026989640900865197,0.0006518242007587105,0.012182109989225864,-35.3632623,149.165238,34161.0,0.0,0.0,-153.0,AUTO
17:33:32,1500.0,0.0,0.0,-999.5,3.5,2.0,11.0,0.002353032003156841,0.001341892930213362,-0.12893568724393845,0.002778173249680549,0.001305869547650218,0.011207171715795994,-35.3632622,149.1652377,37268.5,0.0,0.0,-153.0,AUTO
17:33:34,1500.0,0.0,0.0,-999.5,2.0,2.0,8.0,0.002242944319732487,0.0015565885696560144,-0.1125342957675457,0.0008909166208468378,0.0012546841753646731,0.008323936490342021,-35.3632621,149.1652375,40387.5,0.0,0.0,-153.0,AUTO
17:33:36,1500.0,0.0,0.0,-1000.5,2.0,0.0,7.0,0.0021457975963130593,0.0014199171564541757,-0.09921550750732422,0.0013847876689396799,-0.00026738925953395665,0.007592409383505583,-35.363262,149.16523734999998,43494.5,-1.0,1.0,-153.0,AUTO
17:33:38,1500.0,0.0,0.0,-1000.5,1.5,2.0,5.0,0.0019230131292715669,0.0012534186244010925,-0.08772644773125648,0.000734526664018631,0.001390295394230634,0.004965062253177166,-35.363262,149.1652373,46609.0,-1.0,1.0,-153.0,AUTO
