time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
12:13:32,-12.2,-68.8,-984.4,-817.0,-2.0,4.4,LAND,625534.0,-35.3632169,149.16519549999998,41568.8,27.2,23.0,140.4,0.010715440846979618,-0.0028957527130842207,-0.0516003854572773,-0.8096016179770231,-0.0028254835633561015,0.0021093194372951984
12:13:34,-1.3333333333333333,-35.166666666666664,-947.1666666666666,114.0,-3.5,-8.333333333333334,LAND,621926.6666666666,-35.363212483333335,149.16520148333336,37961.833333333336,27.5,44.666666666666664,179.0,0.021176330124338467,-0.001939488633070141,-0.06104832701385021,0.12004256248474121,-0.004455916117876768,-0.010835800087079406
12:13:36,-0.8333333333333334,-47.166666666666664,-973.0,-1402.3333333333333,5.166666666666667,-2.6666666666666665,LAND,616943.3333333334,-35.3632086,149.16522966666665,32976.666666666664,32.0,83.5,280.0,-0.013419227519383034,-0.0012014886112107586,-0.07223249847690265,-1.4027030269304912,0.004711527920638521,-0.004965008391688268
12:13:38,0.6666666666666666,-10.0,-1015.1666666666666,991.3333333333334,-3.3333333333333335,-3.3333333333333335,LAND,610681.6666666666,-35.36322403333333,149.1651960833333,26716.166666666668,5.0,15.333333333333334,261.6666666666667,0.03402146014074484,-0.001423073059413582,-0.07892652849356334,0.9913103903333346,-0.004198052959206204,-0.004652047296985984
12:13:41,-2.0,-62.5,-990.3333333333334,-1413.8333333333333,-4.833333333333333,-8.5,LOITER,604956.6666666666,-35.363232283333325,149.165204,20991.5,-17.833333333333332,40.666666666666664,259.6666666666667,-0.006195219078411658,-0.00010505147899190585,-0.0881576972703139,-1.4136876066525776,-0.005212661266947786,-0.010004020819906145
12:13:43,-10.333333333333334,72.16666666666667,-1022.0,1153.3333333333333,4.166666666666667,-23.833333333333332,LAND,601015.0,-35.36323153333333,149.16520895,17051.5,0.5,10.0,156.66666666666666,-0.00015263991857257983,-0.00021490212626910457,-0.09224492932359378,1.1543103853861492,0.0036851377323425063,-0.025469403093059857
12:13:45,-4.333333333333333,27.833333333333332,-1055.3333333333333,226.0,2.3333333333333335,-7.5,LAND,598740.0,-35.363224366666664,149.16519038333334,14775.0,20.666666666666668,-58.833333333333336,96.33333333333333,-0.003256908617913723,-0.0009687829879112542,-0.0956528087457021,0.22575529540578523,0.0018419622210785747,-0.009083628150013586
12:13:47,2.0,-20.666666666666668,-959.8333333333334,-94.0,16.166666666666668,-8.0,AUTO,598063.3333333334,-35.36321964999999,149.16518434999998,14099.166666666666,29.833333333333332,-27.166666666666668,39.833333333333336,0.004738890080867956,0.0022535068079984435,-0.10271897042791049,-0.09318419794241588,0.015665228546519454,-0.009189092981008192
12:13:49,-6.333333333333333,12.833333333333334,-1050.6666666666667,150.16666666666666,-28.5,2.0,AUTO,597775.0,-35.363218833333335,149.16518776666666,13808.833333333334,12.833333333333334,-52.166666666666664,-22.5,-0.02063454866098861,-0.033672327951838575,-0.10540100435415904,0.15153928915970027,-0.0291577468936642,0.0007623206280792753
12:13:51,-4.166666666666667,12.333333333333334,-1036.5,113.83333333333333,-34.5,-2.5,LOITER,599573.3333333334,-35.36321566666667,149.1651775,15608.833333333334,-3.3333333333333335,-19.333333333333332,-101.83333333333333,0.060057960993920766,0.04044250243653854,-0.10711141551534335,0.1150010828472053,-0.035085227650900684,-0.004256929348533352
12:13:53,1.8333333333333333,53.333333333333336,-864.0,593.0,-127.83333333333333,141.66666666666666,LOITER,601933.3333333334,-35.363211183333334,149.1651892,17969.166666666668,-68.5,-57.666666666666664,-37.166666666666664,-0.08747169437507789,0.008927014345924059,-0.17527544622619948,0.5936362699915966,-0.1282634938446184,0.1404403125246366
12:13:55,-10.333333333333334,-2.5,-981.6666666666666,110.33333333333333,23.0,1.1666666666666667,LOITER,599948.3333333334,-35.36322081666667,149.16517753333332,15981.666666666666,-7.166666666666667,-24.833333333333332,166.66666666666666,0.053012590700139604,-0.03679264678309361,-0.13100306193033853,0.11022354165712993,0.023213533995052178,-7.832636280606191e-05
12:13:57,-13.166666666666666,-48.666666666666664,-1045.3333333333333,-1428.8333333333333,6.166666666666667,7.333333333333333,LAND,596326.6666666666,-35.36321778333333,149.165182,12360.5,25.333333333333332,52.0,144.83333333333334,-0.0006313003250397742,-0.006529326201416552,-0.13443712145090103,-1.4293075799942017,0.006497061171103269,0.00584526212575535
12:13:59,-16.166666666666668,11.833333333333334,-1062.5,-175.33333333333334,2.6666666666666665,0.3333333333333333,LAND,594185.0,-35.3632105,149.16519066666666,10218.833333333334,23.166666666666668,59.333333333333336,19.333333333333332,-0.003116140239095936,-9.908882445112492e-05,-0.13476738085349402,-0.17581422626972198,0.002959000034024939,-0.001289467540724824
12:14:01,-11.833333333333334,6.666666666666667,-952.1666666666666,-170.33333333333334,-0.16666666666666666,-3.0,LAND,594140.0,-35.36321161666667,149.16514391666666,10172.0,-6.666666666666667,-60.833333333333336,9.333333333333334,-0.0009689489961601794,-0.00039553594736692804,-0.13742650548617044,-0.1719991515080134,-0.0008372677160271754,-0.004360084848788877
