time_stamp,RTL_ALT,chan4_raw,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:27:19,1500.0,1500.0,AUTO,-0.0008067972958087921,0.0010030785924755037,0.022540918551385403,0.0002849086304195225,0.0002635433920659125,0.0014254390262067318,-35.3632622,149.1652375,5.0,-1.0,1.0,0.0,0.0,1.5,-1000.0,1.0,0.5,0.5
16:27:21,1500.0,1500.0,AUTO,-0.0002344044235845407,0.0013593581194678943,0.022058231756091118,0.00025559222558513284,0.00030922790756449103,0.0014318408599744241,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,0.0,2.0,-1000.0,1.0,0.3333333333333333,0.3333333333333333
16:27:23,1500.0,1500.0,AUTO,0.0034175456191102662,0.0002668721911807855,0.02157103766997655,-0.0023611285723745823,0.001866694229344527,0.001943788316566497,-35.3632621,149.16523746666667,204.66666666666666,0.0,0.0,-67.33333333333333,0.0,0.0,-1126.3333333333333,-1.3333333333333333,2.6666666666666665,1.3333333333333333
16:27:25,1500.0,1500.0,AUTO,0.05427925412853559,-0.002339626041551431,-0.004998164561887582,-0.028503284168740112,0.03267744074886044,-0.045773712219670415,-35.36326163333333,149.16523973333332,2888.3333333333335,7.333333333333333,41.0,-146.66666666666666,1.3333333333333333,-7.333333333333333,-994.3333333333334,-28.0,33.333333333333336,-46.0
16:27:27,1500.0,1500.0,AUTO,-0.06302571669220924,-0.013824068009853363,-0.08667629584670067,0.049264177680015564,0.00044824479846283793,0.000928176988963969,-35.363261249999994,149.1652456,6141.0,-2.0,-31.5,-149.0,-1.0,2.3333333333333335,-1002.6666666666666,26.666666666666668,-11.0,2.3333333333333335
16:27:29,1500.0,1046.0,AUTO,0.038828459257880844,0.02023098183174928,-0.09729112188021342,-0.014770054316613823,0.07865890115499496,-0.076997437980026,-35.3632614,149.1652352,9049.0,-4.0,-31.333333333333332,-151.33333333333334,-5.0,6.666666666666667,-996.6666666666666,-14.0,79.0,-77.33333333333333
16:27:31,1500.0,1046.0,AUTO,0.10031476368506749,0.05171424647172292,-1.1035707990328472,0.09616726636886597,-0.16019701957702637,-1.1174444754918416,-35.36326953333333,149.16523766666668,11991.666666666666,-46.666666666666664,82.66666666666667,-129.66666666666666,15.666666666666666,12.333333333333334,-1010.3333333333334,96.33333333333333,-159.33333333333334,-1117.3333333333333
16:27:33,1500.0,1500.0,AUTO,0.00929321174044162,-0.17240941524505615,-2.0236154397328696,-0.14593728135029474,0.04050477842489878,0.0009454168612137437,-35.36326546666667,149.165245,14884.333333333334,27.666666666666668,-97.66666666666667,-136.0,-2.3333333333333335,-19.0,-989.3333333333334,-145.0,41.0,1.0
16:27:35,1500.0,1500.0,AUTO,0.0051172956979523105,0.08069429670770963,-1.9652418692906697,0.028755589077870052,0.07719489187002182,0.03497333576281866,-35.36327193333333,149.16521483333335,17808.666666666668,-55.666666666666664,-90.33333333333333,-158.66666666666666,-26.666666666666668,-11.0,-1012.3333333333334,29.0,77.66666666666667,34.0
16:27:37,1500.0,1500.0,AUTO,0.025226335351665814,0.11576952288548152,-1.8912855784098308,-0.024707581227024395,-0.09414773806929588,0.07605524299045403,-35.363271966666666,149.16521646666666,20911.666666666668,67.66666666666667,105.0,-138.33333333333334,24.333333333333332,5.333333333333333,-997.6666666666666,-23.333333333333332,-93.0,75.33333333333333
16:27:39,1500.0,1500.0,AUTO,-0.061381602038939796,-0.07407755901416142,-1.8087199131647747,0.007861787918955088,-0.006509565205002825,-0.05350016305843989,-35.36325996666667,149.16523753333334,23954.666666666668,15.666666666666666,37.333333333333336,-156.66666666666666,12.666666666666666,3.0,-1002.0,8.666666666666666,-5.666666666666667,-53.333333333333336
16:27:41,1500.0,1411.0,AUTO,0.017524766580512125,0.0414552545795838,-1.8764705260594685,-0.05146572118004163,0.12165825131038825,-0.12373262736946344,-35.36326566666666,149.16523776666665,27074.0,-27.333333333333332,-4.0,-153.0,-8.666666666666666,3.3333333333333335,-997.3333333333334,-50.333333333333336,122.33333333333333,-123.66666666666667
16:27:43,1500.0,1411.0,AUTO,0.11966221034526825,0.03204966398576895,-2.8049150307973227,0.08104124975701173,-0.08040292809406917,-0.6456773281097412,-35.36326383333334,149.16524606666667,30055.666666666668,76.0,15.333333333333334,-142.66666666666666,12.666666666666666,8.666666666666666,-1000.0,81.33333333333333,-79.0,-645.0
16:27:45,1500.0,1500.0,AUTO,-0.04050323429207007,-0.1396827002366384,2.8982343673706055,-0.235505610704422,0.044326366701473795,-0.08363294104735057,-35.3632567,149.16523066666667,32976.666666666664,-66.0,-78.0,-143.66666666666666,6.0,-22.0,-1004.3333333333334,-234.33333333333334,45.0,-83.0
16:27:47,1500.0,1500.0,AUTO,-0.06546478842695554,0.0721127192179362,2.832768758138021,0.06625314926107724,0.08116204539934795,4.384400866304835e-05,-35.363272566666666,149.16524126666664,35923.0,-25.333333333333332,135.0,-149.0,-30.666666666666668,12.333333333333334,-1010.0,67.0,81.66666666666667,0.0
16:27:49,1500.0,1500.0,AUTO,0.11199281861384709,0.10810330013434093,2.8431448141733804,0.08968450625737508,-0.06811680768926938,0.016852432551483314,-35.3632584,149.1652607,38929.0,169.0,-19.666666666666668,-141.33333333333334,23.0,27.666666666666668,-1003.0,90.33333333333333,-66.66666666666667,16.333333333333332
16:27:51,1500.0,1500.0,AUTO,0.06618023042877515,-0.1597324013710022,2.91597318649292,-0.10067505141099294,-0.02671162597835064,-0.038651000863562025,-35.36324016666667,149.1652270333333,41726.666666666664,-47.0,-225.0,-136.33333333333334,30.666666666666668,-38.666666666666664,-1015.0,-99.0,-25.333333333333332,-38.333333333333336
16:27:53,1500.0,1500.0,AUTO,-0.19346454739570618,-0.05285934917628765,2.759038209915161,0.002719573676586151,0.1635111371676127,0.006597058226664861,-35.36327166666666,149.16520296666667,44530.666666666664,-210.0,80.33333333333333,-138.66666666666666,-40.0,-29.333333333333332,-1020.0,3.6666666666666665,164.0,6.666666666666667
16:27:55,1500.0,1884.0,AUTO,-0.017594949963192146,0.10731563344597816,-2.6058100859324136,-0.11571689446767171,-0.28067468603452045,0.7519703110059103,-35.36328126666667,149.16524573333334,47202.333333333336,126.66666666666667,229.33333333333334,-119.0,25.666666666666668,51.666666666666664,-1013.0,-114.0,-279.0,751.6666666666666
16:27:57,1500.0,1500.0,AUTO,-0.163833886384964,-0.3144666701555252,-1.1006722847620647,0.16794646282990774,0.30258088062206906,0.08797932416200638,-35.3632649,149.16527366666665,49804.666666666664,42.0,-126.33333333333333,-66.66666666666667,-19.333333333333332,-11.666666666666666,-958.0,168.66666666666666,304.0,88.33333333333333
16:27:59,1500.0,1500.0,AUTO,0.0783519521355629,0.12916640440622965,-1.2348310947418213,0.2401474416255951,0.1586666652971568,-0.12321985171486934,-35.363263366666665,149.16523733333332,50290.0,7.333333333333333,-77.0,16.666666666666668,-20.333333333333332,-22.333333333333332,-967.0,239.33333333333334,160.0,-122.33333333333333
16:28:01,1500.0,1500.0,AUTO,0.030159723634521168,-0.08324772864580154,-1.1283705830574036,0.28536980350812274,-0.016400662406037252,0.6139073222875595,-35.363259066666664,149.16523743333332,49969.0,61.666666666666664,-17.0,1.3333333333333333,0.0,-11.333333333333334,-1003.3333333333334,285.6666666666667,-14.666666666666666,614.0
16:28:03,1500.0,1500.0,AUTO,0.0198160819709301,-0.1741786152124405,-0.5864662528038025,-0.060414609809716545,-0.04457743590076765,-0.039747219532728195,-35.36324053333333,149.16522023333334,49957.333333333336,187.33333333333334,-148.33333333333334,0.3333333333333333,-48.666666666666664,-22.0,-1005.3333333333334,-57.333333333333336,-43.0,-38.666666666666664
16:28:05,1500.0,1500.0,AUTO,0.056981960932413735,-0.20171211659908295,-0.6024220983187357,-0.013523608446121216,-0.026369115337729454,-0.003430427983403206,-35.363193200000005,149.16517436666666,49932.666666666664,364.3333333333333,-264.6666666666667,1.0,-88.33333333333333,-48.0,-998.0,-11.666666666666666,-25.0,-2.3333333333333335
16:28:07,1500.0,1457.0,AUTO,0.07930187384287517,-0.17792043089866638,-0.6851791938145956,0.02543565196295579,0.008962123460757235,-0.21999286115169525,-35.36311523333333,149.1651049666667,49934.0,503.6666666666667,-363.0,-4.333333333333333,-123.0,-83.0,-995.6666666666666,27.333333333333332,10.0,-218.33333333333334
16:28:09,1500.0,1457.0,AUTO,0.12424589196840923,-0.09630678097407024,-1.0490380922953289,-0.006365929652626316,0.025124635857840378,-0.17689474920431772,-35.36301936666666,149.16502033333333,50019.333333333336,546.3333333333334,-400.3333333333333,-4.0,-94.66666666666667,-124.33333333333333,-987.3333333333334,-4.333333333333333,25.666666666666668,-175.33333333333334
16:28:12,1500.0,1500.0,AUTO,0.13536708056926727,-0.08858088403940201,-1.1323121786117554,-0.001343192532658577,-0.017049582675099373,-0.008507643826305866,-35.3629085,149.1649221,49998.0,548.0,-401.0,1.0,-81.0,-133.0,-991.0,0.0,-16.0,-7.0
16:28:14,1500.0,1500.0,AUTO,0.13265709578990936,-0.0807376280426979,-1.1332892179489136,0.028612511232495308,-0.0031624319963157177,-0.00022721209097653627,-35.3628085,149.1648331,49989.0,549.0,-401.0,-1.0,-76.0,-136.0,-984.0,30.0,-2.0,0.0
16:28:16,1500.0,1500.0,AUTO,0.13140244781970978,-0.07590292394161224,-1.1311190128326416,-0.15689168870449066,0.014127405360341072,0.007127728778868914,-35.3627092,149.1647444,49981.0,549.0,-401.0,-2.0,-87.0,-156.0,-1006.0,-155.0,15.0,8.0
16:28:18,1500.0,1500.0,AUTO,0.13722851872444153,-0.06856533139944077,-1.1339584589004517,0.13755017518997192,0.03782632201910019,-0.008892775513231754,-35.3626107,149.164656,49975.0,548.0,-396.0,-4.0,-85.0,-142.0,-1005.0,139.0,39.0,-7.0
