time_stamp,lat,lon,relative_alt,vx,vy,vz,chan4_raw,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro
16:13:45,-35.3632622,149.1652375,0.0,-1.0,1.0,0.0,1500.0,STABILIZE,-0.0007198101375252008,0.0009925983613356948,0.020115455612540245,0.00029995437944307923,0.0002950396155938506,0.001413955818861723,1500.0,0.0,1.3333333333333333,-1000.0,0.6666666666666666,0.3333333333333333,1.0
16:13:47,-35.3632621,149.1652375,0.0,0.0,0.0,1.0,1500.0,AUTO,-0.0003393021470401436,0.00110861990833655,0.01978313270956278,0.00027855930966325104,0.0003452194796409458,0.0013166202115826309,1500.0,0.0,1.0,-1000.0,0.0,1.0,0.5
16:13:49,-35.3632621,149.1652374,0.0,0.0,0.0,0.0,1500.0,AUTO,8.080853876890615e-05,0.0016273886431008577,0.019394943490624428,0.0001902516232803464,0.00030871183844283223,0.001282202429138124,1500.0,0.0,1.0,-1000.0,1.0,1.0,1.0
16:13:53,-35.363260749999995,149.165245,4616.5,2.0,21.0,-148.0,1500.0,AUTO,-0.05622994899749756,0.009953033179044724,-0.0759286880493164,-0.051419591531157494,-0.024507389636710286,-0.027680715080350637,1500.0,3.3333333333333335,-8.333333333333334,-998.6666666666666,-85.66666666666667,10.333333333333334,-46.0
16:13:55,-35.36326095,149.165238,7704.5,-7.0,-50.0,-151.5,1500.0,AUTO,0.015692920656874776,0.006605398142710328,-0.09337365254759789,0.06553672254085541,0.010517836548388004,0.0015443494485225528,1500.0,-6.0,11.5,-1002.0,63.0,9.0,-2.5
16:13:57,-35.3632624,149.1652343,9459.0,-31.0,-6.0,-144.0,1156.0,AUTO,-0.01410408690571785,0.09084029495716095,-0.20595379173755646,-0.057232800871133804,0.1360139548778534,-0.4947909712791443,1500.0,0.0,5.0,-972.0,-56.0,136.0,-494.0
16:14:01,-35.36326953333333,149.16522833333332,16034.0,-86.0,-98.0,-147.66666666666666,1500.0,AUTO,-0.016478719655424356,0.03451071586459875,-2.3631184101104736,0.027427177876234055,0.10467056185007095,0.011584291700273752,1500.0,-21.5,-21.5,-1018.5,21.5,136.5,6.5
16:14:03,-35.3632782,149.1652204,19433.0,50.0,49.0,-146.0,1500.0,AUTO,0.022838562726974487,0.13573716580867767,-2.343327522277832,-0.004097914323210716,0.01919897459447384,0.009148661978542805,1500.0,-0.5,2.0,-994.0,8.5,30.5,10.0
16:14:05,-35.3632587,149.1652353,22397.0,92.0,36.0,-156.0,1500.0,AUTO,-0.05044300854206085,-0.07001844048500061,-2.236109495162964,-0.08044968545436859,-0.0640273317694664,-0.005319876130670309,1500.0,30.0,6.0,-1017.5,-79.0,-104.5,44.5
16:14:07,-35.363257,149.1652378,24373.0,-62.0,1.0,-148.0,1500.0,AUTO,-0.07550261914730072,-0.09171048551797867,-2.2737550735473633,0.04055304080247879,0.03332452103495598,-0.04236534610390663,1500.0,-10.0,4.0,-995.0,41.0,34.0,-42.0
16:14:09,-35.3632743,149.1652547,27721.0,7.5,171.0,-130.5,1373.0,AUTO,-0.09231595136225224,0.10308024659752846,-0.22236788272857666,0.15533604472875595,0.05212095845490694,-0.7559199631214142,1500.0,-31.0,27.0,-1016.5,156.0,53.0,-755.5
16:14:11,-35.363259299999996,149.1652756,30584.0,102.5,-74.5,-137.0,1500.0,AUTO,0.10592067707329988,0.2161700576543808,1.8218815326690674,0.15807977318763733,0.07915705069899559,-0.055984366685152054,1500.0,0.0,25.0,-983.5,158.5,80.5,-56.0
16:14:13,-35.363266749999994,149.1652229,32860.0,-189.5,-289.5,-117.5,1500.0,AUTO,0.12043461948633194,-0.05347086570691317,1.9307965636253357,-0.10041668638586998,-0.1500566452741623,0.005120063200592995,1500.0,76.5,-28.5,-1046.5,-98.5,-148.5,5.0
16:14:15,-35.363313,149.16519825,35647.0,-205.0,111.0,-145.0,1500.0,AUTO,-0.15973832458257675,-0.16645025461912155,1.7798980474472046,-0.1597607722505927,0.07592506147921085,-0.02540133334696293,1500.0,-0.5,-60.5,-1038.5,-157.5,77.0,-25.5
16:14:17,-35.36331375,149.1652406,38472.5,193.5,147.0,-133.5,1500.0,AUTO,-0.14698640629649162,0.13741860166192055,1.759716510772705,0.08526930399239063,0.14303328096866608,0.009699313901364803,1500.0,-48.0,23.0,-1018.0,86.0,143.5,9.5
16:14:19,-35.3632754,149.1652399,40501.0,293.0,-190.0,-106.0,1500.0,AUTO,0.016378579661250114,0.18177948892116547,1.8735034465789795,0.0812840387225151,-0.12829989194869995,0.16608989238739014,1500.0,22.0,70.0,-1015.0,82.0,-127.0,166.0
16:14:21,-35.3632463,149.1651924,43499.0,-2.0,-123.0,-170.0,1485.0,AUTO,0.05764549598097801,-0.18653081357479095,1.9823379516601562,-0.04564904421567917,-0.06779217720031738,-0.06381110101938248,1500.0,31.0,10.0,-1004.0,-44.0,-66.0,-63.0
16:14:23,-35.363262899999995,149.16521749999998,46849.0,-42.5,237.0,-132.5,1492.5,AUTO,-0.08957915380597115,-0.04780444968491793,1.7741466164588928,-0.05926758470013738,0.18420495837926865,-0.1176132820546627,1500.0,-46.5,-34.5,-1031.5,-58.5,185.5,-116.5
16:14:25,-35.3632559,149.1652507,49557.0,35.5,-26.0,-85.5,1500.0,AUTO,0.134803157299757,0.16181901842355728,1.7796471118927002,0.0263596773147583,-0.19518385082483292,0.003968642558902502,1500.0,-3.5,11.0,-943.5,27.0,-193.5,4.5
16:14:27,-35.36326135,149.1652373,50230.0,-38.0,-34.0,4.0,1500.0,AUTO,-0.04987196857109666,-0.03518901392817497,1.7458277940750122,-0.21975284814834595,0.006956389173865318,-0.05162304546684027,1500.0,11.5,-7.5,-959.5,-218.5,8.0,-50.5
16:14:29,-35.3632636,149.1652363,50012.0,-9.0,-3.0,8.0,1500.0,AUTO,0.06308899819850922,0.02718196250498295,1.7539292573928833,-0.1192026138305664,0.04453027620911598,-0.011084744706749916,1500.0,0.0,-30.0,-992.0,-121.0,45.0,-10.0
16:14:31,-35.3632777,149.1652265,49950.0,-155.0,-107.0,0.0,1500.0,AUTO,0.12665992975234985,-0.08085659891366959,2.9404520988464355,0.23534747958183289,-0.0117286192253232,0.7046260833740234,1500.0,-10.0,-16.0,-1008.0,238.0,-10.0,705.0
16:14:33,-35.3633183,149.1651933,49974.0,-262.0,-192.0,-4.0,1500.0,AUTO,0.04678412526845932,-0.09295709431171417,-2.5130980014801025,-0.1243077740073204,-0.0035584995057433844,-0.06819222122430801,1500.0,-64.0,-34.0,-993.0,-121.0,-1.0,-67.0
16:14:35,-35.36337745,149.1651423,50001.5,-270.0,-201.0,-1.0,1895.0,AUTO,-0.03307073190808296,-0.06355607509613037,-1.2154556512832642,0.2780159264802933,-0.00897376227658242,0.711917370557785,1500.0,-61.0,64.5,-986.5,278.5,-7.0,712.5
16:14:37,-35.363412499999995,149.1651117,50019.0,-223.5,-167.5,-2.5,1500.0,AUTO,0.0005789147689938545,-0.04966254159808159,-0.31780704855918884,0.10681039094924927,-0.028099720366299152,-0.021511752158403397,1500.0,3.0,85.0,-1000.5,110.0,-26.0,-20.5
16:14:39,-35.363435966666664,149.1650943666667,50000.666666666664,-22.666666666666668,10.666666666666666,3.3333333333333335,1500.0,AUTO,0.1528956095377604,-0.07365682472785313,-0.3861120939254761,0.07655162115891774,0.024116298261409003,0.00793119054287672,1500.0,6.0,23.0,-1020.6666666666666,79.66666666666667,25.333333333333332,8.333333333333334
16:14:41,-35.3634228,149.16512146666665,49943.333333333336,161.66666666666666,220.33333333333334,1.0,1500.0,AUTO,0.07797329251964887,-0.16161556045214334,0.6661395529905955,-0.09609410415093105,0.005787391564808786,0.7228674292564392,1500.0,-38.0,-56.333333333333336,-1006.6666666666666,-95.33333333333333,7.0,723.3333333333334
16:14:43,-35.36338296666667,149.16519103333334,49919.0,285.3333333333333,398.0,2.6666666666666665,1500.0,AUTO,0.05482951179146767,-0.20997770130634308,0.9649214943250021,0.005656444778045018,-0.025310092295209568,-0.019021083911259968,1500.0,-92.0,-57.333333333333336,-994.6666666666666,6.666666666666667,-23.0,-17.666666666666668
