,ADSB_LIST_ALT,ADSB_LIST_RADIUS,FOLL_DIST_MAX,COMPASS_CUS_ROLL,ACRO_RP_EXPO,PILOT_TKOFF_ALT,ACRO_Y_EXPO,PILOT_Y_EXPO,AHRS_CUSTOM_ROLL,IM_STB_COL_1,IM_STB_COL_4,H_CYC_MAX,LOIT_BRK_ACCEL,TMODE_TRIM_AUTO,IM_STB_COL_2,IM_STB_COL_3,EK3_GSF_RST_MAX,ATC_RAT_YAW_P,ATC_ANG_YAW_P,EK2_GSF_RST_MAX,ATC_RAT_YAW_I,ATC_RAT_YAW_D,FHLD_BRAKE_RATE,COMPASS_CUS_YAW,AHRS_CUSTOM_YAW
14:47:49.195,0.0,0.0,1.0,-159.0,-0.5,1000.0,-1.0,-0.5,180.0,89.0,34.0,1700.0,124.0,0.0,0.0,100.0,8.0,0.405,3.0,2.0,0.09,0.009,1.0,94.0,171.0
14:47:53.544,0.0,0.0,1.0,-33.0,-0.5,380.0,-1.0,-0.5,-180.0,61.0,100.0,500.0,76.0,0.0,69.0,0.0,1.0,0.38,3.0,3.0,0.02,0.02,1.0,-131.0,-180.0
14:47:59.217,0.0,0.0,1.0,-56.0,-0.5,320.0,-1.0,-0.5,-180.0,0.0,38.0,3600.0,103.0,0.0,14.0,96.0,3.0,0.225,3.0,2.0,0.17,0.02,1.0,101.0,-123.0
14:48:03.378,0.0,0.0,1.0,180.0,-0.5,0.0,-1.0,-0.5,13.0,100.0,29.0,0.0,190.0,0.0,0.0,64.0,4.0,0.295,3.0,7.0,0.01,0.02,1.0,180.0,-47.0
14:48:07.440,0.0,0.0,1.0,-180.0,-0.5,630.0,-1.0,-0.5,-16.0,74.0,69.0,0.0,25.0,0.0,83.0,43.0,8.0,0.6,3.0,10.0,0.01,0.016,1.0,180.0,-10.0
14:48:19.264,0.0,0.0,1.0,-125.0,-0.5,1000.0,-1.0,-0.5,-180.0,52.0,56.0,0.0,25.0,0.0,28.0,50.0,10.0,0.31,3.0,10.0,0.17,0.007,1.0,-180.0,135.0
14:48:23.549,0.0,0.0,1.0,180.0,-0.5,1000.0,-1.0,-0.5,-118.0,72.0,70.0,4500.0,226.0,0.0,100.0,68.0,10.0,0.6,3.0,4.0,0.01,0.009,1.0,1.0,-180.0
14:48:31.370,0.0,0.0,1.0,-20.0,-0.5,210.0,-1.0,-0.5,-32.0,0.0,42.0,4500.0,86.0,0.0,65.0,27.0,10.0,0.38,3.0,9.0,0.01,0.016,1.0,94.0,114.0
14:48:52.399,0.0,0.0,1.0,-180.0,-0.5,370.0,-1.0,-0.5,12.0,31.0,19.0,1100.0,132.0,0.0,73.0,61.0,7.0,0.2,3.0,1.0,0.11,0.016,1.0,-180.0,-180.0
14:48:56.562,0.0,0.0,1.0,-19.0,-0.5,170.0,-1.0,-0.5,180.0,39.0,100.0,0.0,136.0,0.0,91.0,100.0,3.0,0.18,3.0,10.0,0.05,0.001,1.0,132.0,140.0
14:49:00.632,0.0,0.0,1.0,-180.0,-0.5,1000.0,-1.0,-0.5,-9.0,15.0,100.0,3000.0,250.0,0.0,58.0,0.0,10.0,0.19,3.0,6.0,0.2,0.014,1.0,-180.0,180.0
14:49:04.554,0.0,0.0,1.0,29.0,-0.5,1000.0,-1.0,-0.5,-72.0,0.0,90.0,0.0,121.0,0.0,100.0,12.0,5.0,0.265,3.0,1.0,0.01,0.008,1.0,-97.0,-160.0
14:49:08.889,0.0,0.0,1.0,40.0,-0.5,1000.0,-1.0,-0.5,-180.0,62.0,69.0,2300.0,111.0,0.0,72.0,0.0,10.0,0.595,3.0,4.0,0.1,0.014,1.0,25.0,119.0
14:49:20.090,0.0,0.0,1.0,-45.0,-0.5,240.0,-1.0,-0.5,180.0,63.0,17.0,3800.0,162.0,0.0,100.0,100.0,4.0,0.49,3.0,8.0,0.03,0.0,1.0,26.0,97.0
14:49:29.134,0.0,0.0,1.0,69.0,-0.5,1000.0,-1.0,-0.5,-180.0,100.0,67.0,1000.0,25.0,0.0,0.0,0.0,4.0,0.18,3.0,10.0,0.11,0.014,1.0,180.0,-180.0
14:49:33.243,0.0,0.0,1.0,149.0,-0.5,1000.0,-1.0,-0.5,-82.0,72.0,100.0,2700.0,250.0,0.0,98.0,7.0,4.0,0.6,3.0,1.0,0.02,0.0,1.0,-14.0,154.0
