time_stamp,RTL_ALT,MODE,chan4_raw,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:48:02,1500.0,AUTO,1345.6666666666667,-0.1941103289524714,0.057252085457245507,-2.4532777468363443,0.02141391858458519,0.2177979921301206,0.023127094221611817,-35.36324593333334,149.16519981666667,26717.833333333332,-249.83333333333334,-104.16666666666667,-140.16666666666666,-62.5,-20.333333333333332,-1043.8333333333333,22.166666666666668,218.16666666666666,22.666666666666668
14:48:04,1500.0,AUTO,1037.0,-0.09574637748301029,0.1430280494193236,0.7379149993260702,0.21578528980414072,0.036009843791058906,-0.8779202401638031,-35.36327958333333,149.16522851666664,29326.833333333332,-26.666666666666668,277.8333333333333,-123.16666666666667,-57.333333333333336,32.666666666666664,-1042.5,216.33333333333334,36.166666666666664,-877.6666666666666
14:48:06,1500.0,AUTO,1500.0,0.030549736072619755,0.23796883722146353,1.5760417977968852,0.12918956329425177,0.03500384216507276,-0.19037229265086353,-35.363265266666666,149.16526591666667,32285.333333333332,123.33333333333333,-27.333333333333332,-145.0,-18.333333333333332,23.0,-1001.6666666666666,129.83333333333334,35.5,-190.16666666666666
14:48:08,1500.0,AUTO,1500.0,0.15155158936977386,-0.053054205141961575,1.5856091380119324,0.0037137162289582193,-0.18231436361869177,0.10997933149337769,-35.36326805,149.16522716666665,34898.833333333336,-167.33333333333334,-203.33333333333334,-128.16666666666666,61.5,-5.333333333333333,-1029.1666666666667,5.333333333333333,-181.0,109.66666666666667
14:48:18,1500.0,AUTO,1176.0,0.1552274525165558,-0.0049325088039040565,1.4283039569854736,0.11063258349895477,-0.352385938167572,-0.7758817672729492,-35.3632666,149.1652357,43361.0,81.0,-345.0,-121.0,55.0,75.0,-1110.0,111.0,-351.0,-775.0
14:48:20,1500.0,AUTO,1176.0,0.1755291372537613,-0.0805337131023407,-0.054769985377788544,-0.05684266611933708,-0.07548476755619049,-0.6261476278305054,-35.363273,149.1652047,46474.0,-24.0,66.0,-139.0,12.0,-4.0,-1001.0,-55.0,-74.0,-625.0
14:48:22,1500.0,AUTO,1500.0,-0.17533130943775177,0.07154901325702667,-0.663167417049408,-0.27484598755836487,0.753753662109375,0.37093406915664673,-35.3632596,149.1652302,49163.0,115.0,23.0,-131.0,-2.0,-34.0,-1000.0,-273.0,754.0,371.0
14:48:24,1500.0,AUTO,1500.0,0.032971225678920746,-0.03871932253241539,-0.5770970582962036,-0.05159011483192444,-0.033743713051080704,0.010995673947036266,-35.363264,149.1652345,50302.0,-34.0,31.0,-3.0,11.0,-16.0,-968.0,-56.0,-32.0,11.0
14:48:30,1500.0,AUTO,1133.0,0.1713801622390747,0.05223958566784859,-0.9732789993286133,0.337038516998291,-0.004818157758563757,-0.7269849181175232,-35.3632051,149.1652922,49922.0,308.0,228.0,-1.0,64.0,-60.0,-1002.0,337.0,-3.0,-726.0
14:48:51,1500.0,AUTO,1500.0,-0.1142464242875576,-0.09776948392391205,2.641688068707784,0.04676833609119058,-0.0050794196625550585,0.0022293021514390907,-35.362610583333336,149.16612696666667,50007.333333333336,227.83333333333334,645.6666666666666,-5.166666666666667,-103.0,120.16666666666667,-987.5,47.666666666666664,-3.5,3.5
14:48:53,1500.0,AUTO,1500.0,-0.1134814868370692,-0.0953513669470946,2.641517996788025,0.018661800151069958,0.004517983179539442,-0.006563366817620893,-35.36257118333334,149.16626923333334,50039.333333333336,224.83333333333334,637.0,3.5,-101.0,115.0,-988.0,19.666666666666668,5.666666666666667,-4.833333333333333
14:48:55,1500.0,AUTO,1500.0,-0.1093893659611543,-0.09615251794457436,2.638435959815979,-0.028963615496953327,0.013374088720108071,0.003445573888408641,-35.362530783333334,149.16641225,50042.166666666664,226.5,635.3333333333334,1.8333333333333333,-107.66666666666667,116.66666666666667,-989.6666666666666,-27.5,14.666666666666666,4.5
14:48:57,1500.0,AUTO,1591.3333333333333,-0.12906459346413612,-0.07320549928893645,1.7917566696802776,0.024385419053335983,-0.012068304233253002,0.45523392719527084,-35.3624906,149.16655368333332,50038.666666666664,227.33333333333334,635.1666666666666,3.8333333333333335,-72.66666666666667,130.66666666666666,-988.1666666666666,25.666666666666668,-10.333333333333334,456.5
14:48:59,1500.0,AUTO,1637.0,-0.08940783701837063,0.05475912429392338,-2.105892777442932,0.0741123128682375,-0.041122240014374256,0.7233173847198486,-35.36245288333333,149.16668666666666,50090.833333333336,217.66666666666666,606.5,-0.6666666666666666,99.83333333333333,106.5,-990.0,75.16666666666667,-39.0,724.1666666666666
14:49:01,1500.0,AUTO,1500.0,-0.06305195515354474,0.02772166036690275,-1.4549279411633809,-0.05417451014121374,-0.03807651643486073,-0.06583754407862823,-35.362417916666665,149.16680866666664,50117.166666666664,171.16666666666666,470.3333333333333,5.333333333333333,121.66666666666667,17.0,-1004.1666666666666,-52.833333333333336,-36.0,-64.0
14:49:03,1500.0,AUTO,1500.0,-0.07495008346935113,-0.07773475162684917,-1.4834554592768352,-0.1337399985641241,-0.06952546474834283,-0.027056251652538776,-35.36239513333334,149.16689071666664,50056.166666666664,83.33333333333333,244.33333333333334,5.333333333333333,63.333333333333336,-7.5,-1009.5,-135.33333333333334,-67.33333333333333,-25.166666666666668
14:49:05,1500.0,AUTO,1500.0,-0.078588272134463,-0.17667828251918158,-1.4565998315811157,0.08521235454827547,-0.022179116029292345,-0.03463005453037719,-35.36239053333333,149.16691163333334,49995.833333333336,-38.0,-74.16666666666667,5.0,-18.333333333333332,5.333333333333333,-1012.8333333333334,87.33333333333333,-19.833333333333332,-33.166666666666664
14:49:07,1500.0,AUTO,1500.0,0.0638199212650458,-0.2007147123416265,-1.9820377429326375,-0.027831673622131348,0.019348698299533378,-0.0005861804820597172,-35.36240771666667,149.16686346666665,49931.666666666664,-139.33333333333334,-361.0,1.6666666666666667,-78.16666666666667,-53.333333333333336,-1009.3333333333334,-26.166666666666668,20.333333333333332,0.8333333333333334
14:49:09,1500.0,AUTO,1540.8333333333333,0.07999675969282787,-0.19912132620811462,-1.9559685985247295,-0.006995799640814464,0.012877150438725948,0.04159983589003483,-35.36244068333334,149.16676221666668,49918.833333333336,-207.66666666666666,-554.3333333333334,-0.6666666666666666,-115.0,-69.0,-998.0,-5.0,14.166666666666666,43.5
14:49:19,1500.0,AUTO,1500.0,-0.15873477359612784,0.00996292723963658,0.19749064495166144,-0.03837539426361521,0.008910602773539722,0.000878357522500058,-35.362664300000006,149.16606665,49978.166666666664,-259.0,-635.3333333333334,-1.3333333333333333,4.166666666666667,154.33333333333334,-988.5,-36.0,10.333333333333334,2.5
14:49:28,1500.0,AUTO,1619.25,-0.054105985909700394,0.0032426735560875386,2.0846242010593414,0.6082320064306259,-0.004425870720297098,0.7285594493150711,-35.362760725,149.16576925,50017.75,-119.0,-297.25,2.25,78.0,5.0,-1006.5,610.25,-2.25,729.75
14:49:30,1500.0,AUTO,1500.0,-0.07087462022900581,-0.008031816687434912,2.346343159675598,-0.498580738902092,-0.005602299002930522,-0.0038840174674987793,-35.36277685,149.16572055,50001.0,-24.0,-74.5,0.5,16.5,-40.5,-1001.5,-499.0,-3.5,-2.0
14:49:32,1500.0,AUTO,1500.0,-0.0288709569722414,-0.0030554363038390875,2.3437182903289795,0.07163699269294739,0.010748424287885427,-0.004632696858607233,-35.36277924,149.165715,49997.0,4.0,-6.0,0.2,1.2,-3.2,-1002.6,72.6,12.0,-2.6
14:49:34,1500.0,AUTO,1500.0,0.010137153090909123,0.028592568822205067,2.339551568031311,-0.6140500009059906,0.014204985578544438,-0.005151315359398723,-35.36278035,149.16571585,50008.0,8.5,-10.5,0.0,-0.5,-27.5,-1003.0,-613.0,15.5,-2.5
14:49:36,1500.0,AUTO,1500.0,-0.016282311850227417,0.0006200632080435753,2.3396377086639406,-0.20902813076972962,-0.009943139785900713,0.004849887918680906,-35.36278052,149.16571432,50009.0,9.6,-13.6,0.6,-0.4,-4.8,-1001.8,-207.2,-7.8,6.6
