time_stamp,RTL_ALT,MODE,chan4_raw,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:47:38,1500.0,AUTO,1500.0,-0.0008445640094578266,0.0009773489902727306,0.022524745389819145,0.00030166328651830553,0.0002890651812776923,0.0016209910623729228,-35.3632622,149.1652375,0.0,-1.0,0.6,0.0,0.0,1.4,-1000.0,0.2,0.2,0.6
14:47:40,1500.0,AUTO,1500.0,-0.0005768814977879325,0.0011163973055469494,0.022063042347629864,0.00027451940695755184,0.00024004310641127327,0.0014852323608162503,-35.36326209999999,149.1652375,2.0,-0.16666666666666666,0.0,0.0,0.0,1.3333333333333333,-1000.6666666666666,0.5,0.16666666666666666,0.0
14:47:42,1500.0,AUTO,1500.0,0.00043392054067226127,0.001212288601285157,0.02144645092387994,0.003214009707638373,-0.0018586384345932554,0.0016554231406189501,-35.36326209999999,149.1652375,8.833333333333334,0.0,0.0,-5.666666666666667,0.0,0.8333333333333334,-1029.5,3.5,-1.5,0.8333333333333334
14:47:44,1500.0,AUTO,1500.0,0.027134036742306005,-0.002143249303723375,0.02097514644265175,0.03746079343060652,-0.006233500083908439,0.0024808221108590565,-35.363262,149.16523778333337,1544.1666666666667,1.1666666666666667,10.5,-140.66666666666666,0.16666666666666666,-1.1666666666666667,-1028.3333333333333,37.666666666666664,-5.166666666666667,1.8333333333333333
14:47:46,1500.0,AUTO,1500.0,-0.062431936928381525,-0.0007580293628658789,-0.05287469271570444,-0.050644067426522575,0.0021639068921407065,-0.03660746570676565,-35.363260333333336,149.16524346666665,4565.166666666667,12.166666666666666,6.5,-146.5,-0.8333333333333334,-4.833333333333333,-1005.3333333333334,-49.833333333333336,2.6666666666666665,-36.5
14:47:48,1500.0,AUTO,1500.0,0.024726827182651807,0.02401195156077544,-0.07862818116943042,0.06791773065924644,0.008507787007450437,0.0038010284770280123,-35.36325994999999,149.16523413333334,7645.333333333333,-17.5,-51.0,-150.33333333333334,-4.5,12.833333333333334,-1003.5,68.16666666666667,8.666666666666666,3.0
14:47:50,1500.0,AUTO,1068.0,0.09598404222301074,0.047440405402864726,-0.8656282510076251,0.11013874145490783,-0.10701781191996165,-0.7554242270333427,-35.36326664285714,149.1652373,10813.0,-28.142857142857142,89.57142857142857,-135.14285714285714,20.285714285714285,6.285714285714286,-1003.5714285714286,110.42857142857143,-106.14285714285714,-755.4285714285714
14:47:52,1500.0,AUTO,1356.0,0.05699223675765097,-0.11432281043380499,-2.1971601247787476,-0.1509604137390852,-0.2197409967581431,-0.38252582773566246,-35.36325528333334,149.16525733333333,13535.833333333334,127.0,25.0,-138.0,35.0,-5.0,-1032.0,-149.5,-218.66666666666666,-382.3333333333333
14:47:58,1500.0,AUTO,1500.0,0.17516030371189117,0.04258039444684982,-2.3145031929016113,0.029975488781929016,-0.21755253076553344,0.1073991559445858,-35.36327736,149.16527016,21674.2,271.8,132.6,-116.0,66.0,16.4,-1032.0,30.8,-216.4,106.2
14:48:00,1500.0,AUTO,1500.0,0.011174934295316538,-0.2303271691004435,-2.2987372875213623,-0.20337658748030663,0.0010456802944342296,-0.10566451027989388,-35.36323163333333,149.16525515,24120.166666666668,160.66666666666666,-272.3333333333333,-120.16666666666667,21.833333333333332,-64.66666666666667,-1029.0,-202.16666666666666,1.6666666666666667,-105.5
