,A.RTL1,A.RTL2,A.RTL3,A.ALT_HOLD2
14:04:26.151,-1.0,-1.0,-1.0,-1
14:04:30.180,-1.0,-1.0,-1.0,-1
14:04:30.382,-1.0,-1.0,-1.0,-1
14:04:30.583,-1.0,-1.0,-1.0,-1
14:04:30.785,-1.0,-1.0,-1.0,-1
14:04:30.986,-1.0,-1.0,-1.0,-1
14:04:31.188,-1.0,-1.0,-1.0,-1
14:04:31.390,-1.0,-1.0,-1.0,-1
14:04:31.592,-1.0,-1.0,-1.0,-1
14:04:31.794,-1.0,-1.0,-1.0,-1
14:04:31.996,-1.0,-1.0,-1.0,-1
14:04:32.197,-1.0,-1.0,-1.0,-1
14:04:32.399,-1.0,-1.0,-1.0,-1
14:04:32.601,-1.0,-1.0,-1.0,-1
14:04:32.803,-1.0,-1.0,-1.0,-1
14:04:33.005,-1.0,-1.0,-1.0,-1
14:04:33.207,-1.0,-1.0,-1.0,-1
14:04:33.409,-1.0,-1.0,-1.0,-1
14:04:33.612,-1.0,-1.0,-1.0,-1
14:04:33.814,-1.0,-1.0,-1.0,-1
14:04:34.016,-1.0,-1.0,-1.0,-1
14:04:34.218,-1.0,-1.0,-1.0,-1
14:04:34.419,-1.0,-1.0,-1.0,-1
14:04:34.621,-1.0,-1.0,-1.0,-1
14:04:34.822,-1.0,-1.0,-1.0,-1
14:04:35.025,-1.0,-1.0,-1.0,-1
14:04:35.227,-1.0,-1.0,-1.0,-1
14:04:35.429,-1.0,-1.0,-1.0,-1
14:04:35.633,-1.0,-1.0,-1.0,-1
14:04:35.835,-1.0,-1.0,-1.0,-1
14:04:36.037,-1.0,-1.0,-1.0,-1
14:04:36.240,-1.0,-1.0,-1.0,-1
14:04:36.441,-1.0,-1.0,-1.0,-1
14:04:36.643,-1.0,-1.0,-1.0,-1
14:04:36.845,-1.0,-1.0,-1.0,-1
14:04:37.047,-1.0,-1.0,-1.0,-1
14:04:37.249,-1.0,-1.0,-1.0,-1
14:04:37.450,-1.0,-1.0,-1.0,-1
14:04:37.652,-1.0,-1.0,-1.0,-1
14:04:37.854,-1.0,-1.0,-1.0,-1
14:04:38.056,-1.0,-1.0,-1.0,-1
14:04:38.258,-1.0,-1.0,-1.0,-1
14:04:38.460,-1.0,-1.0,-1.0,-1
14:04:38.661,-1.0,-1.0,-1.0,-1
14:04:38.863,-1.0,-1.0,-1.0,-1
14:04:39.065,-1.0,-1.0,-1.0,-1
14:04:39.267,-1.0,-1.0,-1.0,-1
14:04:39.469,-1.0,-1.0,-1.0,-1
14:04:39.670,-1.0,-1.0,-1.0,-1
14:04:39.872,-1.0,-1.0,-1.0,-1
14:04:40.074,-1.0,-1.0,-1.0,-1
14:04:40.276,-1.0,-1.0,-1.0,-1
14:04:40.477,-1.0,-1.0,-1.0,-1
14:04:40.679,-1.0,-1.0,-1.0,-1
14:04:40.881,-1.0,-1.0,-1.0,-1
14:04:41.084,-1.0,-1.0,-1.0,-1
14:04:41.286,-1.0,-1.0,-1.0,-1
14:04:41.488,-1.0,-1.0,-1.0,-1
14:04:41.691,-1.0,-1.0,-1.0,-1
14:04:41.895,-1.0,-1.0,-1.0,-1
14:04:42.097,-1.0,-1.0,-1.0,-1
14:04:42.299,-1.0,-1.0,-1.0,-1
14:04:42.501,-1.0,-1.0,-1.0,-1
14:04:42.703,-1.0,-1.0,-1.0,-1
14:04:42.905,-1.0,-1.0,-1.0,-1
14:04:43.107,-1.0,-1.0,-1.0,-1
14:04:43.308,-1.0,-1.0,-1.0,-1
14:04:43.510,-1.0,-1.0,-1.0,-1
14:04:43.712,-1.0,-1.0,-1.0,-1
14:04:43.914,-1.0,-1.0,-1.0,-1
14:04:44.116,-1.0,-1.0,-1.0,-1
14:04:44.317,-1.0,-1.0,-1.0,-1
14:04:44.519,-1.0,-1.0,-1.0,-1
14:04:44.722,-1.0,-1.0,-1.0,-1
14:04:44.924,-1.0,-1.0,-1.0,-1
14:04:45.126,-1.0,-1.0,-1.0,-1
14:04:45.328,-1.0,-1.0,-1.0,-1
14:04:45.530,-1.0,-1.0,-1.0,-1
14:04:45.732,-1.0,-1.0,-1.0,-1
14:04:45.934,-1.0,-1.0,-1.0,-1
14:04:46.136,-1.0,-1.0,-1.0,-1
14:04:46.339,-1.0,-1.0,-1.0,-1
14:04:46.541,-1.0,-1.0,-1.0,-1
14:04:46.743,-1.0,-1.0,-1.0,-1
14:04:46.945,-1.0,-1.0,-1.0,-1
14:04:47.148,-1.0,-1.0,-1.0,-1
14:04:47.349,-1.0,-1.0,-1.0,-1
14:04:47.551,-1.0,-1.0,-1.0,-1
14:04:47.753,-1.0,-1.0,-1.0,-1
14:04:47.955,-1.0,-1.0,-1.0,-1
14:04:48.156,-1.0,-1.0,-1.0,-1
14:04:48.358,-1.0,-1.0,-1.0,-1
14:04:48.560,-1.0,-1.0,-1.0,-1
14:04:48.761,-1.0,-1.0,-1.0,-1
14:04:48.963,-1.0,-1.0,-1.0,-1
14:04:49.165,-1.0,-1.0,-1.0,-1
14:04:49.367,-1.0,-1.0,-1.0,-1
14:04:49.569,-1.0,-1.0,-1.0,-1
14:04:49.771,-1.0,-1.0,-1.0,-1
14:04:49.972,-1.0,-1.0,-1.0,-1
14:04:50.174,-1.0,-1.0,-1.0,-1
14:04:50.376,-1.0,-1.0,-1.0,-1
14:04:50.578,-1.0,-1.0,-1.0,-1
14:04:50.779,-1.0,-1.0,-1.0,-1
14:04:50.981,-1.0,-1.0,-1.0,-1
14:04:51.183,-1.0,-1.0,-1.0,-1
14:04:51.385,-1.0,-1.0,-1.0,-1
14:04:51.587,-1.0,-1.0,-1.0,-1
14:04:51.796,-1.0,-1.0,-1.0,-1
14:04:51.997,-1.0,-1.0,-1.0,-1
14:04:52.199,-1.0,-1.0,-1.0,-1
14:04:52.400,-1.0,-1.0,-1.0,-1
14:04:52.602,-1.0,-1.0,-1.0,-1
14:04:52.804,-1.0,-1.0,-1.0,-1
14:04:53.006,-1.0,-1.0,-1.0,-1
14:04:53.208,-1.0,-1.0,-1.0,-1
14:04:53.410,-1.0,-1.0,-1.0,-1
14:04:53.612,-1.0,-1.0,-1.0,-1
14:04:53.816,-1.0,-1.0,-1.0,-1
14:04:54.018,-1.0,-1.0,-1.0,-1
14:04:54.220,-1.0,-1.0,-1.0,-1
14:04:54.423,-1.0,-1.0,-1.0,-1
14:04:54.624,-1.0,-1.0,-1.0,-1
14:04:54.826,-1.0,-1.0,-1.0,-1
14:04:55.028,-1.0,-1.0,-1.0,-1
14:04:55.231,-1.0,-1.0,-1.0,-1
14:04:55.433,-1.0,-1.0,-1.0,-1
14:04:55.635,-1.0,-1.0,-1.0,-1
14:04:55.837,-1.0,-1.0,-1.0,-1
14:04:56.039,-1.0,-1.0,-1.0,-1
14:04:56.240,-1.0,-1.0,-1.0,-1
14:04:56.442,-1.0,-1.0,-1.0,-1
14:04:56.644,-1.0,-1.0,-1.0,-1
14:04:56.846,-1.0,-1.0,-1.0,-1
14:04:57.048,-1.0,-1.0,-1.0,-1
14:04:57.250,-1.0,-1.0,-1.0,-1
14:04:57.452,-1.0,-1.0,-1.0,-1
14:04:57.653,-1.0,-1.0,-1.0,-1
14:04:57.860,-1.0,-1.0,-1.0,-1
14:04:58.062,-1.0,-1.0,-1.0,-1
14:04:58.264,-1.0,-1.0,-1.0,-1
14:04:58.465,-1.0,-1.0,-1.0,-1
14:04:58.667,-1.0,-1.0,-1.0,-1
14:04:58.869,-1.0,-1.0,-1.0,-1
14:04:59.070,-1.0,-1.0,-1.0,-1
14:04:59.272,-1.0,-1.0,-1.0,-1
14:04:59.474,-1.0,-1.0,-1.0,-1
14:04:59.676,-1.0,-1.0,-1.0,-1
14:04:59.878,-1.0,-1.0,-1.0,-1
14:05:00.080,-1.0,-1.0,-1.0,-1
14:05:00.281,-1.0,-1.0,-1.0,-1
14:05:00.483,-1.0,-1.0,-1.0,-1
14:05:00.685,-1.0,-1.0,-1.0,-1
14:05:00.886,-1.0,-1.0,-1.0,-1
14:05:01.088,-1.0,-1.0,-1.0,-1
14:05:01.290,-1.0,-1.0,-1.0,-1
14:05:01.492,-1.0,-1.0,-1.0,-1
14:05:01.698,-1.0,-0.874,-1.0,-1
14:05:01.900,-1.0,-0.874,-1.0,-1
14:05:02.108,-1.0,-0.874,-1.0,-1
14:05:02.310,-1.0,-0.874,-1.0,-1
14:05:02.511,-1.0,-0.874,-1.0,-1
14:05:02.713,-1.0,-0.874,-1.0,-1
14:05:02.915,-1.0,-0.874,-1.0,-1
14:05:03.117,-1.0,-0.874,-1.0,-1
14:05:03.320,-1.0,-0.873,-1.0,-1
14:05:03.521,-1.0,-0.873,-1.0,-1
14:05:03.723,-1.0,-0.873,-1.0,-1
14:05:03.925,-1.0,-0.961,-1.0,-1
14:05:04.131,-1.0,-0.961,-1.0,-1
14:05:04.332,-1.0,-0.961,-1.0,-1
14:05:04.534,-1.0,-0.96,-1.0,-1
14:05:04.736,-1.0,-0.96,-1.0,-1
14:05:04.937,-1.0,-0.96,-1.0,-1
14:05:05.139,-1.0,-0.959,-1.0,-1
14:05:05.341,-1.0,-0.959,-1.0,-1
14:05:05.543,-1.0,-0.958,-1.0,-1
14:05:05.748,-1.0,-0.958,-1.0,-1
14:05:05.950,-1.0,-0.958,-1.0,-1
14:05:06.152,-1.0,-0.958,-1.0,-1
14:05:06.354,-1.0,-0.956,-1.0,-1
14:05:06.555,-1.0,-0.956,-1.0,-1
14:05:06.757,-1.0,-0.955,-1.0,-1
14:05:06.959,-1.0,-0.987,-1.0,-1
14:05:07.161,-1.0,-0.987,-1.0,-1
14:05:07.363,-1.0,-0.987,-1.0,-1
14:05:07.565,-1.0,-0.986,-1.0,-1
14:05:07.767,-1.0,-0.986,-1.0,-1
14:05:07.969,-1.0,-0.986,-1.0,-1
14:05:08.171,-1.0,-0.986,-1.0,-1
14:05:08.372,-1.0,-0.986,-1.0,-1
14:05:08.574,-1.0,-0.986,-1.0,-1
14:05:08.776,-1.0,-0.985,-1.0,-1
14:05:08.978,-1.0,-0.985,-1.0,-1
14:05:09.180,-1.0,-0.985,-1.0,-1
14:05:09.382,-1.0,-0.985,-1.0,-1
14:05:09.584,-1.0,-0.985,-1.0,-1
14:05:09.786,-1.0,-0.985,-1.0,-1
14:05:09.988,-1.0,-0.975,-1.0,-1
14:05:10.190,-1.0,-0.975,-1.0,-1
14:05:10.391,-1.0,-0.974,-1.0,-1
14:05:10.593,-1.0,-0.973,-1.0,-1
14:05:10.795,-1.0,-0.973,-1.0,-1
14:05:10.997,-1.0,-0.973,-1.0,-1
