time_stamp,MODE_LAND,relative_alt,vx,vy,vz
11:49:00.226,0,0,-1,1,0
11:49:00.428,0,0,-1,1,0
11:49:00.630,0,0,-1,1,0
11:49:00.832,0,0,-1,1,0
11:49:01.037,0,0,-1,1,0
11:49:01.242,0,0,-1,1,0
11:49:01.446,0,0,-1,1,0
11:49:01.648,0,0,-1,1,0
11:49:01.849,0,0,-1,1,0
11:49:02.053,0,0,-2,1,0
11:49:02.254,0,3,-1,0,-2
11:49:02.456,0,3,-1,0,-2
11:49:02.657,0,3,-1,0,-2
11:49:02.864,0,3,-1,0,-2
11:49:03.066,0,3,-1,0,-2
11:49:03.270,0,3,-1,0,-2
11:49:03.473,0,3,-1,0,-2
11:49:03.675,0,3,-1,0,-2
11:49:03.878,0,3,-1,0,-2
11:49:04.081,0,15,0,0,-1
11:49:04.283,0,15,0,0,-1
11:49:04.484,0,15,0,0,-1
11:49:04.689,0,15,0,0,-1
11:49:04.896,0,15,0,0,-1
11:49:05.100,0,15,0,0,-1
11:49:05.303,0,15,0,0,-1
11:49:05.504,0,15,0,0,-1
11:49:05.706,0,15,0,0,-1
11:49:05.908,0,15,0,0,-1
11:49:06.111,0,15,0,0,0
11:49:06.313,0,81,0,0,-41
11:49:06.514,0,81,0,0,-41
11:49:06.717,0,81,0,0,-41
11:49:06.920,0,81,0,0,-41
11:49:07.122,0,81,0,0,-41
11:49:07.323,0,81,0,0,-41
11:49:07.526,0,81,0,0,-41
11:49:07.730,0,81,0,0,-41
11:49:07.933,0,81,0,0,-41
11:49:08.135,0,1067,0,2,-139
11:49:08.336,0,2580,5,32,-148
11:49:08.538,0,2580,5,32,-148
11:49:08.741,0,2580,5,32,-148
11:49:08.944,0,2580,5,32,-148
11:49:09.147,0,2580,5,32,-148
11:49:09.352,0,2580,5,32,-148
11:49:09.554,0,2580,5,32,-148
11:49:09.755,0,2580,5,32,-148
11:49:09.957,0,2580,5,32,-148
11:49:10.160,0,2580,5,32,-148
11:49:10.365,0,5254,2,11,-148
11:49:10.566,0,5637,0,-8,-148
11:49:10.768,0,5637,0,-8,-148
11:49:10.972,0,5637,0,-8,-148
11:49:11.173,0,5637,0,-8,-148
11:49:11.377,0,5637,0,-8,-148
11:49:11.579,0,5637,0,-8,-148
11:49:11.785,0,5637,0,-8,-148
11:49:11.992,0,5637,0,-8,-148
11:49:12.196,0,7171,-9,-60,-149
11:49:12.397,0,8729,-21,-43,-152
11:49:12.600,0,8729,-21,-43,-152
11:49:12.802,0,8729,-21,-43,-152
11:49:13.007,0,8729,-21,-43,-152
11:49:13.212,0,8729,-21,-43,-152
11:49:13.415,0,8729,-21,-43,-152
11:49:13.617,0,8729,-21,-43,-152
11:49:13.818,0,8729,-21,-43,-152
11:49:14.020,0,10518,-7,27,-149
11:49:14.222,0,11281,25,35,-146
11:49:14.423,0,11660,34,27,-147
11:49:14.628,0,11660,34,27,-147
11:49:14.833,0,11660,34,27,-147
11:49:15.035,0,11660,34,27,-147
11:49:15.238,0,11660,34,27,-147
11:49:15.442,0,11660,34,27,-147
11:49:15.644,0,11660,34,27,-147
11:49:15.846,0,11660,34,27,-147
11:49:16.050,0,13603,16,-17,-152
11:49:16.253,0,14786,-4,-13,-152
11:49:16.457,0,14786,-4,-13,-152
11:49:16.658,0,14786,-4,-13,-152
11:49:16.860,0,14786,-4,-13,-152
11:49:17.061,0,14786,-4,-13,-152
11:49:17.265,0,14786,-4,-13,-152
11:49:17.468,0,14786,-4,-13,-152
11:49:17.669,0,14786,-4,-13,-152
11:49:17.872,0,14786,-4,-13,-152
11:49:18.075,0,14786,-4,-13,-152
11:49:18.277,0,17131,-15,10,-151
11:49:18.480,0,17910,-12,10,-151
11:49:18.682,0,17910,-12,10,-151
11:49:18.885,0,17910,-12,10,-151
11:49:19.086,0,17910,-12,10,-151
11:49:19.288,0,17910,-12,10,-151
11:49:19.491,0,17910,-12,10,-151
